Incident_ID,Asset_ID,Opened_DateTime,Closed_DateTime,Priority,Incident_State,Root_Cause_Category,Assignment_Group
INC00006838,A0004166,2024-03-04,2024-03-04 09:19:18.230587460,P4,Resolved,Software Defect,Server Operations
INC00006839,A0018458,2024-06-22,2024-06-22 01:55:03.574053264,P4,Resolved,Security Control,Application Support
INC00006840,A0010253,2025-08-02,2025-08-02 10:23:05.649536443,P3,Closed,Software Defect,Service Desk
INC00006841,A0013952,2025-05-06,2025-05-06 11:46:59.627492673,P3,Resolved,User Error,Application Support
INC00006842,A0012235,2024-01-16,2024-01-16 07:26:57.218203960,P4,Resolved,User Error,Network Operations
INC00006843,A0016583,2025-09-19,2025-09-19 22:16:37.191948110,P4,Resolved,User Error,Server Operations
INC00006844,A0011439,2024-10-20,2024-10-20 08:32:14.704451030,P3,Closed,Hardware Failure,Server Operations
INC00006845,A0007204,2026-02-22,2026-02-22 05:52:11.921342311,P3,Resolved,Network Connectivity,Application Support
INC00006846,A0020730,2026-05-19,2026-05-19 14:25:10.248169141,P4,Resolved,Software Defect,Application Support
INC00006847,A0001538,2025-11-14,2025-11-14 14:35:26.024057383,P3,Resolved,User Error,Cybersecurity
INC00006848,A0018587,2025-01-23,2025-01-23 07:18:22.873701859,P2,Resolved,Network Connectivity,Server Operations
INC00006849,A0023323,2025-01-26,2025-01-26 07:06:03.046436402,P4,Closed,Network Connectivity,Application Support
INC00006850,A0019692,2026-02-02,2026-02-02 13:09:00.100885788,P3,Closed,Network Connectivity,End User Computing
INC00006851,A0011581,2024-02-26,2024-02-26 08:57:26.645896155,P4,Resolved,Hardware Failure,Service Desk
INC00006852,A0008839,2026-01-17,2026-01-17 05:33:58.478607579,P4,Resolved,Security Control,Application Support
INC00006853,A0007065,2025-05-31,2025-05-31 03:22:05.054692051,P3,Resolved,Capacity Issue,Server Operations
INC00006854,A0005996,2024-10-17,2024-10-17 01:20:16.804245163,P4,Closed,Network Connectivity,Cybersecurity
INC00006855,A0013220,2025-01-31,2025-01-31 10:21:35.651653070,P3,Resolved,Patch Failure,End User Computing
INC00006856,A0013038,2026-03-22,2026-03-22 08:28:33.952601798,P4,Resolved,Network Connectivity,Service Desk
INC00006857,A0009816,2026-03-29,2026-03-29 03:41:17.676796340,P1,Resolved,Patch Failure,Server Operations
INC00006858,A0015725,2024-11-17,2024-11-17 04:45:20.033335850,P4,Closed,Hardware Failure,Network Operations
INC00006859,A0021234,2024-06-29,2024-06-29 05:49:13.071606981,P4,Closed,Hardware Failure,Server Operations
INC00006860,A0007279,2024-04-06,2024-04-06 03:42:46.985236675,P3,Cancelled,Software Defect,Cybersecurity
INC00006861,A0014281,2024-07-02,2024-07-02 03:23:43.673187138,P4,Closed,Patch Failure,End User Computing
INC00006862,A0007301,2025-09-28,2025-09-28 01:07:15.531116034,P2,Resolved,Network Connectivity,Cybersecurity
INC00006863,A0022596,2025-04-21,2025-04-21 15:36:41.564539260,P1,Resolved,Security Control,Application Support
INC00006864,A0001269,2025-08-07,2025-08-07 03:55:05.917248660,P3,Resolved,Network Connectivity,Cybersecurity
INC00006865,A0017832,2024-06-10,2024-06-10 03:45:46.156903174,P2,Resolved,Network Connectivity,Service Desk
INC00006866,A0003083,2025-12-17,2025-12-17 03:54:26.177156647,P4,Closed,Security Control,Cybersecurity
INC00006867,A0012814,2025-06-16,2025-06-17 00:20:54.193352179,P3,Closed,Patch Failure,Service Desk
INC00006868,A0016177,2024-03-24,2024-03-24 03:11:30.585606320,P3,Resolved,Unknown,End User Computing
INC00006869,A0004106,2026-04-30,2026-04-30 15:21:09.883248976,P2,Closed,Patch Failure,Server Operations
INC00006870,A0021695,2024-02-29,2024-02-29 11:12:20.118892104,P3,Resolved,Capacity Issue,Application Support
INC00006871,A0013825,2025-08-24,2025-08-24 03:38:24.002148890,P2,Resolved,User Error,Network Operations
INC00006872,A0019386,2024-08-13,2024-08-13 08:43:49.699095736,P4,Resolved,Capacity Issue,Network Operations
INC00006873,A0015900,2026-02-26,2026-02-26 03:43:42.207899012,P2,Closed,User Error,Service Desk
INC00006874,A0002055,2025-06-25,2025-06-25 04:42:45.858064615,P3,Closed,Security Control,Service Desk
INC00006875,A0021661,2025-05-14,2025-05-14 07:44:20.360919688,P2,Resolved,Capacity Issue,Network Operations
INC00006876,A0009459,2025-10-15,2025-10-15 04:29:36.690549295,P3,Resolved,Unknown,Service Desk
INC00006877,A0020516,2024-02-11,2024-02-11 13:09:30.374163028,P4,Closed,Capacity Issue,Cybersecurity
INC00006878,A0007570,2024-07-29,2024-07-29 07:45:46.372439923,P1,Resolved,Security Control,Service Desk
INC00006879,A0010989,2025-05-20,2025-05-20 01:42:56.574760046,P4,Resolved,Security Control,Server Operations
INC00006880,A0009389,2025-08-18,2025-08-18 03:37:47.763549069,P4,Resolved,Security Control,Application Support
INC00006881,A0022057,2026-02-01,2026-02-01 10:49:48.143026214,P4,Closed,Unknown,Service Desk
INC00006882,A0004598,2025-05-24,2025-05-24 10:08:25.960409052,P1,Resolved,Hardware Failure,Server Operations
INC00006883,A0013097,2025-04-21,2025-04-21 11:55:07.660824225,P3,Resolved,Network Connectivity,Server Operations
INC00006884,A0002493,2026-02-08,2026-02-08 02:59:22.892963395,P3,Resolved,User Error,Service Desk
INC00006885,A0015236,2025-02-22,2025-02-22 02:19:58.844404113,P3,Closed,Unknown,Service Desk
INC00006886,A0014259,2026-04-25,2026-04-25 05:53:14.206148174,P4,Resolved,Configuration Error,End User Computing
INC00006887,A0018284,2025-08-12,2025-08-12 07:04:28.493189688,P2,Cancelled,User Error,Cybersecurity
INC00006888,A0020431,2025-08-21,2025-08-21 01:39:37.544397454,P3,Resolved,Network Connectivity,End User Computing
INC00006889,A0006630,2024-03-03,2024-03-03 03:37:23.835004255,P4,Resolved,Capacity Issue,End User Computing
INC00006890,A0007008,2024-06-06,2024-06-06 05:41:31.841198250,P4,Resolved,Hardware Failure,Cybersecurity
INC00006891,A0016178,2025-03-28,2025-03-28 03:17:05.674793254,P3,Closed,Patch Failure,Application Support
INC00006892,A0020686,2024-11-13,2024-11-13 14:08:30.988564036,P3,Resolved,Configuration Error,Application Support
INC00006893,A0004846,2025-03-01,2025-03-01 04:44:26.790075200,P3,Resolved,Capacity Issue,Cybersecurity
INC00006894,A0015667,2026-03-11,2026-03-11 05:30:23.318859250,P4,Resolved,Security Control,Network Operations
INC00006895,A0016910,2024-12-10,2024-12-10 18:12:49.933419724,P3,Closed,Security Control,End User Computing
INC00006896,A0012886,2024-05-18,2024-05-18 06:05:23.110199368,P3,Resolved,Unknown,Service Desk
INC00006897,A0010413,2025-12-14,2025-12-14 07:03:25.997775699,P3,Resolved,Network Connectivity,Service Desk
INC00006898,A0014675,2025-09-20,2025-09-20 04:11:15.842517259,P3,Closed,Security Control,End User Computing
INC00006899,A0011551,2026-03-16,2026-03-16 03:28:13.506004855,P4,Resolved,Software Defect,Network Operations
INC00006900,A0011248,2024-08-11,2024-08-11 02:31:57.728540028,P2,Closed,Unknown,Network Operations
INC00006901,A0023322,2025-07-15,2025-07-15 02:34:41.571377821,P4,Resolved,Configuration Error,Service Desk
INC00006902,A0012165,2024-08-03,2024-08-03 06:15:47.463051189,P1,Resolved,Configuration Error,Application Support
INC00006903,A0021673,2025-04-01,2025-04-01 13:10:41.123367944,P4,Resolved,Capacity Issue,Cybersecurity
INC00006904,A0009486,2026-03-11,2026-03-11 17:47:59.051881914,P2,Closed,Software Defect,End User Computing
INC00006905,A0013416,2025-08-12,2025-08-12 03:31:56.242201634,P4,Resolved,Network Connectivity,Application Support
INC00006906,A0012529,2024-09-29,2024-09-29 07:10:50.582263940,P4,Resolved,Network Connectivity,Server Operations
INC00006907,A0000842,2025-07-21,2025-07-21 22:38:18.123547153,P4,Resolved,Network Connectivity,Service Desk
INC00006908,A0007036,2026-05-05,2026-05-05 08:28:57.319672454,P3,Resolved,Hardware Failure,Server Operations
INC00006909,A0013320,2025-03-04,2025-03-04 07:08:54.900430476,P4,Resolved,Hardware Failure,Cybersecurity
INC00006910,A0023436,2025-12-31,2025-12-31 01:14:19.521336552,P4,Resolved,Software Defect,Server Operations
INC00006911,A0016197,2024-06-25,2024-06-25 02:10:41.229756814,P4,Closed,Network Connectivity,Network Operations
INC00006912,A0019976,2026-04-11,2026-04-11 03:39:22.521689748,P3,Resolved,Hardware Failure,Network Operations
INC00006913,A0001770,2026-02-24,2026-02-24 14:52:18.224923148,P3,Resolved,Hardware Failure,Cybersecurity
INC00006914,A0002559,2024-03-08,2024-03-08 02:40:41.662844558,P4,Resolved,Capacity Issue,Server Operations
INC00006915,A0021414,2024-07-16,2024-07-16 01:54:03.526628994,P3,Closed,Configuration Error,Application Support
INC00006916,A0016690,2024-02-07,2024-02-07 01:01:18.109586776,P3,Closed,Capacity Issue,Server Operations
INC00006917,A0004983,2024-08-09,2024-08-09 07:53:42.101827188,P4,Closed,Software Defect,Network Operations
INC00006918,A0008384,2024-06-14,2024-06-14 06:57:33.335750365,P4,Resolved,Software Defect,Application Support
INC00006919,A0002809,2025-04-04,2025-04-04 06:19:36.333239066,P3,Closed,User Error,Application Support
INC00006920,A0020566,2024-08-29,2024-08-29 02:08:49.295847051,P4,Resolved,Hardware Failure,Service Desk
INC00006921,A0004231,2025-07-09,2025-07-09 02:25:46.731138160,P4,Resolved,Unknown,End User Computing
INC00006922,A0003604,2024-06-28,2024-06-28 12:21:42.866699202,P3,Resolved,Capacity Issue,Application Support
INC00006923,A0017783,2025-07-01,2025-07-01 06:30:18.513047199,P4,Resolved,Unknown,Application Support
INC00006924,A0018439,2024-06-05,2024-06-05 07:37:00.288723558,P3,Resolved,Configuration Error,Network Operations
INC00006925,A0000715,2024-04-27,2024-04-27 12:59:06.909755956,P4,Closed,Patch Failure,End User Computing
INC00006926,A0002869,2024-09-30,2024-09-30 10:03:46.397445937,P2,Closed,Capacity Issue,Application Support
INC00006927,A0004119,2024-10-19,2024-10-19 11:12:38.223002250,P4,Resolved,Configuration Error,Server Operations
INC00006928,A0010514,2024-04-08,2024-04-08 02:47:13.777428400,P4,Resolved,Network Connectivity,Network Operations
INC00006929,A0021360,2026-02-04,2026-02-04 04:10:43.812210770,P4,Resolved,User Error,Cybersecurity
INC00006930,A0004773,2025-08-05,2025-08-05 04:11:38.023786276,P4,Closed,Network Connectivity,Server Operations
INC00006931,A0018033,2024-11-20,2024-11-20 03:26:09.984698804,P3,Resolved,Security Control,Application Support
INC00006932,A0010749,2024-09-25,2024-09-25 05:48:34.586397032,P2,Closed,Configuration Error,Server Operations
INC00006933,A0014756,2024-09-17,2024-09-17 06:09:29.923641439,P3,Resolved,Network Connectivity,Service Desk
INC00006934,A0013463,2025-08-12,2025-08-12 04:53:57.770897618,P4,Closed,Unknown,End User Computing
INC00006935,A0016431,2026-04-27,2026-04-27 18:13:05.787941887,P3,Cancelled,Hardware Failure,Application Support
INC00006936,A0018738,2026-05-04,2026-05-04 04:45:29.952055821,P3,Closed,Hardware Failure,Service Desk
INC00006937,A0007273,2026-02-21,2026-02-21 12:28:32.932376076,P3,Resolved,Software Defect,Service Desk
INC00006938,A0014082,2026-05-11,2026-05-11 10:07:02.666992378,P3,Closed,Capacity Issue,Server Operations
INC00006939,A0020307,2026-03-25,2026-03-25 06:54:36.184820374,P2,Closed,Unknown,Service Desk
INC00006940,A0004349,2025-09-23,2025-09-23 00:45:20.592140547,P4,Resolved,Capacity Issue,Cybersecurity
INC00006941,A0010126,2025-09-01,2025-09-01 09:42:43.928086694,P3,Resolved,Software Defect,Server Operations
INC00006942,A0019866,2024-12-02,2024-12-02 02:50:34.981021597,P3,Resolved,Unknown,Server Operations
INC00006943,A0005652,2024-08-14,2024-08-14 03:33:26.014675726,P4,Resolved,Network Connectivity,Server Operations
INC00006944,A0014244,2025-11-17,2025-11-17 02:38:25.011246516,P4,Closed,Unknown,Service Desk
INC00006945,A0013503,2026-01-06,2026-01-06 07:36:24.992506144,P3,Closed,Patch Failure,End User Computing
INC00006946,A0004060,2025-07-24,2025-07-24 02:03:17.214269889,P3,Resolved,Configuration Error,Server Operations
INC00006947,A0020388,2024-11-29,2024-11-29 06:04:28.303932932,P3,Resolved,Patch Failure,Cybersecurity
INC00006948,A0011719,2024-02-29,2024-02-29 02:58:31.268425180,P2,Resolved,Capacity Issue,Cybersecurity
INC00006949,A0017583,2024-10-19,2024-10-19 15:38:40.433590024,P4,Closed,Patch Failure,Cybersecurity
INC00006950,A0017581,2026-03-14,2026-03-14 01:32:29.664738621,P3,Resolved,Security Control,End User Computing
INC00006951,A0019877,2024-04-23,2024-04-23 00:54:22.909323006,P4,Resolved,Unknown,Service Desk
INC00006952,A0017240,2025-07-28,2025-07-28 08:30:59.016642894,P3,Resolved,Capacity Issue,Cybersecurity
INC00006953,A0000830,2024-07-28,2024-07-28 00:51:48.340402776,P3,Resolved,Security Control,Cybersecurity
INC00006954,A0021734,2025-04-07,2025-04-07 02:30:32.290257293,P2,Resolved,Configuration Error,Server Operations
INC00006955,A0014604,2024-07-11,2024-07-11 02:58:59.043307486,P4,Closed,Network Connectivity,Service Desk
INC00006956,A0011601,2024-08-31,2024-08-31 07:44:15.493293060,P4,Closed,Hardware Failure,Network Operations
INC00006957,A0008497,2024-02-07,2024-02-07 04:04:02.801610332,P4,Closed,Patch Failure,End User Computing
INC00006958,A0020470,2025-01-08,2025-01-08 01:14:28.654354143,P4,Cancelled,Configuration Error,Application Support
INC00006959,A0003092,2026-01-16,2026-01-16 02:21:27.715247078,P4,Closed,Patch Failure,Server Operations
INC00006960,A0015986,2024-12-13,2024-12-13 04:40:42.163296510,P4,Resolved,Hardware Failure,Application Support
INC00006961,A0003423,2025-05-21,2025-05-21 15:01:14.112911514,P4,Closed,Security Control,Application Support
INC00006962,A0016932,2025-05-26,2025-05-26 05:08:38.606751740,P4,Resolved,Hardware Failure,Service Desk
INC00006963,A0004679,2026-02-04,2026-02-04 02:48:45.276342339,P1,Resolved,User Error,End User Computing
INC00006964,A0009869,2025-04-06,2025-04-06 05:34:38.406139449,P2,Resolved,User Error,Cybersecurity
INC00006965,A0006521,2026-04-12,2026-04-12 03:56:53.888597948,P3,Resolved,Configuration Error,Cybersecurity
INC00006966,A0023719,2024-11-21,2024-11-21 02:14:58.302354397,P4,Closed,User Error,Network Operations
INC00006967,A0007070,2024-09-25,2024-09-25 11:14:33.177369944,P3,Closed,Patch Failure,Cybersecurity
INC00006968,A0003658,2025-07-07,2025-07-07 10:11:59.265355984,P2,Resolved,Patch Failure,Cybersecurity
INC00006969,A0022885,2026-02-20,2026-02-20 01:39:01.618643563,P3,Resolved,Configuration Error,Network Operations
INC00006970,A0008953,2025-03-02,2025-03-02 04:17:14.323850052,P4,Resolved,User Error,Network Operations
INC00006971,A0019840,2024-07-04,2024-07-04 06:13:38.265823138,P3,Closed,User Error,End User Computing
INC00006972,A0013944,2026-03-09,2026-03-09 12:17:41.079696428,P4,Resolved,Capacity Issue,Application Support
INC00006973,A0019568,2025-03-20,2025-03-20 07:06:41.234275346,P3,Resolved,Hardware Failure,Server Operations
INC00006974,A0011637,2025-07-15,2025-07-15 08:22:36.245710347,P4,Closed,Unknown,Cybersecurity
INC00006975,A0008854,2024-07-27,2024-07-27 10:14:10.371440770,P4,Resolved,Network Connectivity,Network Operations
INC00006976,A0021348,2024-08-07,2024-08-07 05:58:44.414932152,P4,Resolved,Hardware Failure,End User Computing
INC00006977,A0009126,2024-11-19,2024-11-19 03:44:33.389184192,P4,Closed,Hardware Failure,Service Desk
INC00006978,A0003959,2024-09-09,2024-09-09 07:04:05.573255332,P3,Resolved,Network Connectivity,Service Desk
INC00006979,A0018323,2025-11-27,2025-11-27 07:04:07.474664287,P3,Closed,Security Control,Service Desk
INC00006980,A0000436,2025-02-13,2025-02-13 05:14:38.013775908,P3,Closed,Capacity Issue,Application Support
INC00006981,A0020802,2026-04-14,2026-04-14 08:35:08.557290477,P2,Resolved,Software Defect,End User Computing
INC00006982,A0015856,2024-11-04,2024-11-04 02:41:22.958341281,P2,Closed,Configuration Error,Server Operations
INC00006983,A0007252,2025-08-12,2025-08-12 10:47:05.098278692,P2,Closed,Patch Failure,Application Support
INC00006984,A0014681,2024-05-02,2024-05-02 07:51:07.316740148,P2,Resolved,Network Connectivity,Network Operations
INC00006985,A0016703,2024-06-07,2024-06-07 02:50:32.051737035,P1,Resolved,Security Control,Cybersecurity
INC00006986,A0021195,2026-01-21,2026-01-21 12:14:56.593185568,P4,Resolved,Software Defect,Cybersecurity
INC00006987,A0003512,2024-10-02,2024-10-02 16:34:32.602509213,P4,Resolved,Software Defect,End User Computing
INC00006988,A0000861,2025-05-21,2025-05-21 02:07:06.810172064,P3,Closed,User Error,Cybersecurity
INC00006989,A0013358,2024-07-15,2024-07-15 03:56:41.755453609,P3,Resolved,Software Defect,Cybersecurity
INC00006990,A0002963,2026-03-07,2026-03-07 03:39:01.058481637,P4,Closed,Hardware Failure,Server Operations
INC00006991,A0013861,2026-03-24,2026-03-24 11:30:21.052907668,P4,Resolved,Network Connectivity,Server Operations
INC00006992,A0004511,2026-01-19,2026-01-19 03:53:27.056219128,P4,Closed,Unknown,Server Operations
INC00006993,A0000522,2026-03-18,2026-03-18 10:40:09.002978288,P4,Resolved,Patch Failure,End User Computing
INC00006994,A0017220,2025-02-04,2025-02-04 04:10:44.342111146,P3,Resolved,Patch Failure,Cybersecurity
INC00006995,A0012829,2024-12-25,2024-12-25 02:27:27.155309846,P1,Cancelled,Hardware Failure,End User Computing
INC00006996,A0016832,2025-01-21,2025-01-21 03:10:11.706561714,P3,Resolved,Software Defect,Service Desk
INC00006997,A0014714,2025-07-04,2025-07-04 02:26:40.797114500,P4,Resolved,Patch Failure,End User Computing
INC00006998,A0022437,2024-09-16,2024-09-16 06:34:45.545908760,P3,Resolved,Capacity Issue,Network Operations
INC00006999,A0021861,2026-01-25,2026-01-25 02:23:31.934164632,P4,Resolved,Patch Failure,End User Computing
INC00007000,A0014836,2025-06-04,2025-06-04 08:37:06.225006140,P4,Closed,User Error,Cybersecurity
INC00007001,A0018473,2026-03-10,2026-03-10 12:22:22.839143008,P4,Resolved,Configuration Error,Application Support
INC00007002,A0016227,2025-07-10,2025-07-10 07:41:39.737107312,P3,Closed,Patch Failure,Application Support
INC00007003,A0021965,2024-11-16,2024-11-16 03:24:33.492018175,P3,Resolved,Network Connectivity,Service Desk
INC00007004,A0003732,2025-08-18,2025-08-18 17:44:10.245713931,P3,Closed,Hardware Failure,Server Operations
INC00007005,A0014857,2026-04-08,2026-04-08 09:22:42.206577913,P2,Resolved,Configuration Error,Network Operations
INC00007006,A0007040,2025-12-22,2025-12-22 06:19:11.229151360,P2,Closed,User Error,Application Support
INC00007007,A0023060,2024-01-03,2024-01-03 12:26:02.204417662,P4,Resolved,Security Control,Network Operations
INC00007008,A0013125,2025-06-02,2025-06-02 08:15:17.235186465,P4,Closed,Configuration Error,Network Operations
INC00007009,A0020100,2024-08-24,2024-08-24 02:56:08.885995238,P3,Resolved,Capacity Issue,Application Support
INC00007010,A0015463,2025-07-01,2025-07-01 09:37:55.561007762,P4,Resolved,Security Control,Application Support
INC00007011,A0006009,2024-06-26,2024-06-26 05:27:23.408610260,P3,Closed,Security Control,Server Operations
INC00007012,A0020645,2025-06-03,2025-06-03 14:12:08.660340918,P3,Closed,Configuration Error,Service Desk
INC00007013,A0015570,2024-02-13,2024-02-13 05:50:09.870952887,P3,Resolved,Hardware Failure,End User Computing
INC00007014,A0012423,2024-12-10,2024-12-10 09:35:29.330220238,P2,Resolved,Network Connectivity,Server Operations
INC00007015,A0019353,2026-02-01,2026-02-01 06:29:21.370232302,P4,Resolved,Security Control,Application Support
INC00007016,A0017131,2025-06-21,2025-06-21 09:40:22.507283071,P3,Closed,Hardware Failure,Service Desk
INC00007017,A0019063,2024-06-14,2024-06-14 05:34:00.408711810,P3,Resolved,Hardware Failure,Cybersecurity
INC00007018,A0018589,2025-09-07,2025-09-07 00:14:43.895821578,P4,Closed,Software Defect,End User Computing
INC00007019,A0016978,2025-03-17,2025-03-17 07:11:49.917573024,P4,Resolved,Security Control,Network Operations
INC00007020,A0019674,2026-03-12,2026-03-12 03:04:40.387198839,P3,Closed,Security Control,Cybersecurity
INC00007021,A0021639,2024-11-12,2024-11-12 11:15:51.957637462,P4,Resolved,Configuration Error,End User Computing
INC00007022,A0018533,2026-02-18,2026-02-18 06:10:40.445555678,P2,Resolved,Hardware Failure,Service Desk
INC00007023,A0001572,2026-02-07,2026-02-07 07:08:44.154105154,P2,Resolved,Software Defect,Network Operations
INC00007024,A0015361,2025-01-12,2025-01-12 17:12:06.604243668,P3,Resolved,Capacity Issue,Network Operations
INC00007025,A0008737,2024-10-06,2024-10-06 01:51:55.289955499,P3,Closed,Capacity Issue,Service Desk
INC00007026,A0003078,2024-02-11,2024-02-11 04:55:04.454832788,P3,Resolved,User Error,Cybersecurity
INC00007027,A0013099,2025-05-24,2025-05-24 02:56:10.235269640,P3,Resolved,Hardware Failure,Application Support
INC00007028,A0010622,2026-03-02,2026-03-02 06:07:24.979882843,P3,Resolved,Configuration Error,Cybersecurity
INC00007029,A0020183,2025-08-08,2025-08-08 02:22:06.437209728,P2,Resolved,Capacity Issue,Network Operations
INC00007030,A0011142,2026-05-19,2026-05-19 20:16:54.886263070,P3,Resolved,Hardware Failure,End User Computing
INC00007031,A0007785,2024-11-18,2024-11-18 03:39:18.378719272,P4,Resolved,Capacity Issue,Cybersecurity
INC00007032,A0006421,2025-04-10,2025-04-10 08:16:21.660544703,P3,Resolved,User Error,Service Desk
INC00007033,A0005286,2024-10-30,2024-10-30 04:29:05.987547913,P3,Resolved,Patch Failure,Cybersecurity
INC00007034,A0002830,2025-04-19,2025-04-19 05:22:32.931575623,P4,Resolved,Software Defect,Cybersecurity
INC00007035,A0002471,2024-06-10,2024-06-10 07:28:17.258290240,P4,Resolved,Patch Failure,Cybersecurity
INC00007036,A0018266,2026-01-13,2026-01-13 06:24:22.509714895,P2,Resolved,Capacity Issue,End User Computing
INC00007037,A0006116,2025-04-02,2025-04-02 04:01:56.897934866,P4,Resolved,User Error,Service Desk
INC00007038,A0023620,2025-03-30,2025-03-30 08:24:36.539278855,P4,Closed,Security Control,End User Computing
INC00007039,A0009537,2026-04-20,2026-04-20 09:30:48.436308460,P4,Closed,User Error,Cybersecurity
INC00007040,A0000085,2025-06-15,2025-06-15 09:41:24.667263693,P4,Resolved,User Error,Application Support
INC00007041,A0019102,2024-11-08,2024-11-08 04:41:28.462637144,P2,Resolved,User Error,End User Computing
INC00007042,A0018124,2025-06-27,2025-06-27 05:09:53.511317474,P3,Resolved,Network Connectivity,Application Support
INC00007043,A0023006,2024-01-12,2024-01-12 09:03:07.323624536,P3,Closed,Network Connectivity,End User Computing
INC00007044,A0014931,2025-08-21,2025-08-21 11:12:30.844246197,P3,Resolved,Capacity Issue,Service Desk
INC00007045,A0016020,2025-02-02,2025-02-02 02:25:13.903247042,P2,Resolved,Patch Failure,Server Operations
INC00007046,A0003663,2025-06-18,2025-06-18 03:58:57.963228988,P2,Resolved,Patch Failure,Network Operations
INC00007047,A0005936,2026-05-09,2026-05-09 07:40:20.808457842,P4,Resolved,Capacity Issue,End User Computing
INC00007048,A0003900,2024-04-15,2024-04-15 04:40:50.561411739,P4,Resolved,Patch Failure,End User Computing
INC00007049,A0014288,2024-11-02,2024-11-02 00:57:17.598176748,P2,Resolved,Capacity Issue,Server Operations
INC00007050,A0022071,2024-02-03,2024-02-03 06:38:01.583938431,P4,Closed,Patch Failure,End User Computing
INC00007051,A0007766,2025-07-08,2025-07-08 05:37:26.824961791,P4,Resolved,Network Connectivity,Cybersecurity
INC00007052,A0000782,2024-11-08,2024-11-08 07:58:25.062853638,P4,Resolved,Hardware Failure,Application Support
INC00007053,A0023566,2024-12-01,2024-12-01 06:36:50.065464362,P3,Closed,User Error,Network Operations
INC00007054,A0020727,2024-10-02,2024-10-02 01:32:20.378475805,P3,Resolved,Security Control,Cybersecurity
INC00007055,A0008927,2026-03-23,2026-03-23 03:34:39.635988391,P4,Resolved,Security Control,End User Computing
INC00007056,A0012705,2025-08-11,2025-08-11 03:32:41.318573856,P3,Resolved,Configuration Error,Cybersecurity
INC00007057,A0010413,2024-04-18,2024-04-18 10:35:35.204104975,P3,Resolved,User Error,Network Operations
INC00007058,A0011567,2024-01-21,2024-01-21 08:23:10.686652116,P4,Closed,Patch Failure,Cybersecurity
INC00007059,A0022234,2025-07-20,2025-07-20 05:05:02.410097658,P4,Resolved,User Error,End User Computing
INC00007060,A0006935,2024-02-29,2024-02-29 08:35:06.286388445,P4,Resolved,User Error,Cybersecurity
INC00007061,A0012942,2026-02-21,2026-02-21 06:04:03.662467262,P2,Closed,Software Defect,Server Operations
INC00007062,A0008776,2024-08-18,2024-08-18 02:38:55.262863773,P3,Resolved,Hardware Failure,Network Operations
INC00007063,A0001708,2025-05-06,2025-05-06 04:47:28.262771444,P4,Resolved,Configuration Error,Cybersecurity
INC00007064,A0021591,2026-05-07,2026-05-07 08:09:30.767187049,P4,Resolved,Hardware Failure,Application Support
INC00007065,A0011609,2025-09-01,2025-09-01 18:56:06.965309155,P4,Closed,Configuration Error,Network Operations
INC00007066,A0006557,2026-01-13,2026-01-13 02:04:07.342073979,P3,Resolved,Unknown,Server Operations
INC00007067,A0015698,2026-04-30,2026-04-30 03:39:19.715378896,P3,Closed,Patch Failure,Service Desk
INC00007068,A0013702,2024-09-09,2024-09-09 05:33:49.760589423,P3,Closed,Configuration Error,Service Desk
INC00007069,A0014277,2026-05-15,2026-05-15 07:46:29.855460619,P3,Closed,Capacity Issue,Application Support
INC00007070,A0022624,2026-02-12,2026-02-12 03:38:37.697339342,P4,Resolved,Configuration Error,Cybersecurity
INC00007071,A0015305,2025-03-18,2025-03-18 05:29:16.031092347,P2,Resolved,Network Connectivity,End User Computing
INC00007072,A0004959,2024-05-31,2024-05-31 02:48:11.114395066,P3,Cancelled,User Error,Network Operations
INC00007073,A0015145,2025-04-27,2025-04-27 01:19:21.240362143,P3,Closed,Network Connectivity,Server Operations
INC00007074,A0005341,2025-06-17,2025-06-17 12:31:10.738646432,P3,Resolved,Patch Failure,Cybersecurity
INC00007075,A0002977,2024-09-11,2024-09-11 11:58:45.357443720,P2,Closed,Unknown,Network Operations
INC00007076,A0004377,2025-05-15,2025-05-15 15:19:16.124687144,P4,Resolved,User Error,Cybersecurity
INC00007077,A0008871,2024-10-26,2024-10-26 03:44:54.150793494,P3,Resolved,Configuration Error,Network Operations
INC00007078,A0010060,2025-08-23,2025-08-23 06:38:53.305279116,P1,Resolved,Security Control,Service Desk
INC00007079,A0012559,2024-05-26,2024-05-26 06:19:08.567048319,P3,Resolved,Configuration Error,Application Support
INC00007080,A0022955,2025-06-27,2025-06-27 12:32:46.311069231,P2,Resolved,Hardware Failure,Service Desk
INC00007081,A0018126,2025-09-17,2025-09-17 04:59:15.381370352,P3,Resolved,Configuration Error,Cybersecurity
INC00007082,A0006129,2026-05-14,2026-05-14 06:37:30.566214019,P4,Resolved,Configuration Error,Application Support
INC00007083,A0019609,2025-09-19,2025-09-19 01:47:40.082241138,P4,Closed,User Error,Network Operations
INC00007084,A0017089,2024-09-21,2024-09-21 06:00:58.279766716,P4,Closed,Patch Failure,Network Operations
INC00007085,A0018116,2026-02-14,2026-02-14 06:32:31.363789153,P3,Closed,Software Defect,End User Computing
INC00007086,A0023340,2024-12-20,2024-12-20 03:32:30.716945430,P3,Closed,User Error,Server Operations
INC00007087,A0003860,2025-02-07,2025-02-07 13:00:15.853537789,P4,Resolved,Unknown,Service Desk
INC00007088,A0010913,2025-01-07,2025-01-07 08:58:08.871076099,P4,Resolved,Software Defect,Server Operations
