Vulnerability_Record_ID,Asset_ID,CVE,Affected_Product,Severity,CVSS_Score,Discovery_Date,Remediation_Due_Date,Remediation_Status,Patch_Available,Recommended_Action
VUL-00009844,AST-0010955,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-03-02,2025-04-01,In Progress,Yes,Compensating Control
VUL-00009845,AST-0010332,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-05-13,2025-07-12,Remediated,No,Vendor Fix Pending
VUL-00009846,AST-0020422,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-07-04,2025-09-02,In Progress,No,Vendor Fix Pending
VUL-00009847,AST-0019050,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-07-14,2025-07-29,Open,Yes,Compensating Control
VUL-00009848,AST-0021353,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-05-23,2026-08-21,Remediated,Yes,Compensating Control
VUL-00009849,AST-0002592,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-02-09,2026-02-24,In Progress,Yes,Upgrade
VUL-00009850,AST-0006909,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-05-19,2026-06-03,Remediated,No,Vendor Fix Pending
VUL-00009851,AST-0021580,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-06-18,2024-09-16,Remediated,No,Upgrade
VUL-00009852,AST-0010515,CVE-2023-38545,curl,High,9.8,2024-06-21,2024-08-20,Open,Yes,Compensating Control
VUL-00009853,AST-0000744,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-03-26,2025-05-25,False Positive,No,Vendor Fix Pending
VUL-00009854,AST-0006979,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-01-18,2026-02-02,Remediated,Yes,Upgrade
VUL-00009855,AST-0002109,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-04-07,2025-06-06,Remediated,Yes,Vendor Fix Pending
VUL-00009856,AST-0012681,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-01-18,2026-02-17,Remediated,Yes,Vendor Fix Pending
VUL-00009857,AST-0020821,CVE-2023-38545,curl,High,9.8,2025-08-24,2025-09-23,Remediated,Yes,Upgrade
VUL-00009858,AST-0010636,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-07-03,2024-10-01,Risk Accepted,Yes,Patch
VUL-00009859,AST-0005061,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-04-26,2026-05-11,In Progress,No,Patch
VUL-00009860,AST-0023829,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-09-17,2024-10-17,Remediated,No,Vendor Fix Pending
VUL-00009861,AST-0018072,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-08-01,2025-09-30,Open,Yes,Upgrade
VUL-00009862,AST-0018988,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-04-25,2026-07-24,Remediated,No,Upgrade
VUL-00009863,AST-0002864,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-09-12,2025-09-27,In Progress,No,Patch
VUL-00009864,AST-0020542,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-02-28,2025-05-29,In Progress,No,Patch
VUL-00009865,AST-0010899,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-11-28,2025-02-26,Remediated,Yes,Upgrade
VUL-00009866,AST-0013242,CVE-2022-22965,Spring Framework,Critical,9.8,2024-07-24,2024-09-22,Remediated,No,Upgrade
VUL-00009867,AST-0017836,CVE-2023-38545,curl,High,9.8,2025-05-03,2025-07-02,Remediated,No,Upgrade
VUL-00009868,AST-0005336,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-12-11,2025-03-11,Open,No,Compensating Control
VUL-00009869,AST-0022189,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-10-23,2024-11-07,Remediated,Yes,Vendor Fix Pending
VUL-00009870,AST-0003858,CVE-2023-38408,OpenSSH,High,9.8,2025-06-29,2025-07-14,Open,Yes,Compensating Control
VUL-00009871,AST-0008895,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-02-08,2025-04-09,Risk Accepted,No,Upgrade
VUL-00009872,AST-0008257,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-05-19,2025-08-17,Open,Yes,Patch
VUL-00009873,AST-0013929,CVE-2022-22965,Spring Framework,Critical,9.8,2026-02-18,2026-04-19,Remediated,Yes,Vendor Fix Pending
VUL-00009874,AST-0023330,CVE-2023-38408,OpenSSH,High,9.8,2024-09-13,2024-10-13,False Positive,Yes,Patch
VUL-00009875,AST-0012019,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-03-06,2025-03-21,Remediated,No,Upgrade
VUL-00009876,AST-0021761,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-01-13,2025-02-12,In Progress,Yes,Vendor Fix Pending
VUL-00009877,AST-0003792,CVE-2022-22965,Spring Framework,Critical,9.8,2026-04-10,2026-05-10,Open,No,Patch
VUL-00009878,AST-0007114,CVE-2024-3094,XZ Utils,Critical,10.0,2024-08-18,2024-11-16,Remediated,No,Patch
VUL-00009879,AST-0023512,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-12-09,2026-02-07,False Positive,Yes,Upgrade
VUL-00009880,AST-0000851,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-09-17,2025-10-17,Open,Yes,Patch
VUL-00009881,AST-0005757,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-07-24,2024-08-23,Remediated,Yes,Upgrade
VUL-00009882,AST-0022506,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-09-04,2024-12-03,In Progress,No,Upgrade
VUL-00009883,AST-0000337,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-03-21,2026-05-20,In Progress,No,Upgrade
VUL-00009884,AST-0023357,CVE-2023-38545,curl,High,9.8,2024-06-25,2024-09-23,Remediated,Yes,Compensating Control
VUL-00009885,AST-0001580,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-04-05,2026-07-04,Remediated,Yes,Vendor Fix Pending
VUL-00009886,AST-0021319,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-02-25,2025-03-27,Remediated,Yes,Vendor Fix Pending
VUL-00009887,AST-0022130,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-07-06,2025-08-05,Open,Yes,Vendor Fix Pending
VUL-00009888,AST-0009448,CVE-2023-38408,OpenSSH,High,9.8,2026-01-10,2026-01-25,In Progress,Yes,Patch
VUL-00009889,AST-0020756,CVE-2023-38408,OpenSSH,High,9.8,2024-06-28,2024-08-27,Open,No,Vendor Fix Pending
VUL-00009890,AST-0002622,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-09-20,2024-12-19,Open,No,Upgrade
VUL-00009891,AST-0023388,CVE-2023-38408,OpenSSH,High,9.8,2025-12-17,2026-03-17,In Progress,No,Compensating Control
VUL-00009892,AST-0011534,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-04-11,2026-04-26,Remediated,No,Upgrade
VUL-00009893,AST-0012234,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-07-10,2024-07-25,In Progress,Yes,Upgrade
VUL-00009894,AST-0008253,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-02-16,2026-05-17,Open,No,Vendor Fix Pending
VUL-00009895,AST-0020564,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-07-26,2024-09-24,Remediated,Yes,Compensating Control
VUL-00009896,AST-0020739,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-01-22,2025-03-23,Open,Yes,Vendor Fix Pending
VUL-00009897,AST-0005727,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-04-27,2026-07-26,Remediated,Yes,Patch
VUL-00009898,AST-0013219,CVE-2023-38545,curl,High,9.8,2025-10-25,2025-12-24,Remediated,Yes,Upgrade
VUL-00009899,AST-0008695,CVE-2022-22965,Spring Framework,Critical,9.8,2026-02-19,2026-03-06,In Progress,No,Compensating Control
VUL-00009900,AST-0017664,CVE-2022-22965,Spring Framework,Critical,9.8,2025-09-04,2025-11-03,Open,Yes,Compensating Control
VUL-00009901,AST-0015054,CVE-2024-3094,XZ Utils,Critical,10.0,2024-06-23,2024-08-22,Remediated,Yes,Vendor Fix Pending
VUL-00009902,AST-0020992,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-12-13,2025-03-13,Remediated,No,Compensating Control
VUL-00009903,AST-0003366,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-02-15,2026-03-02,Open,Yes,Compensating Control
VUL-00009904,AST-0023218,CVE-2024-3094,XZ Utils,Critical,10.0,2026-03-02,2026-04-01,Remediated,No,Upgrade
VUL-00009905,AST-0017702,CVE-2023-38408,OpenSSH,High,9.8,2025-09-29,2025-12-28,Remediated,No,Upgrade
VUL-00009906,AST-0004305,CVE-2023-38408,OpenSSH,High,9.8,2024-07-17,2024-10-15,Risk Accepted,Yes,Upgrade
VUL-00009907,AST-0007032,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-05-05,2025-07-04,Remediated,Yes,Upgrade
VUL-00009908,AST-0015637,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-12-10,2026-02-08,In Progress,No,Vendor Fix Pending
VUL-00009909,AST-0014750,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-05-26,2025-08-24,Remediated,No,Compensating Control
VUL-00009910,AST-0015338,CVE-2023-38408,OpenSSH,High,9.8,2024-11-13,2025-02-11,Open,Yes,Patch
VUL-00009911,AST-0020564,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-09-13,2025-10-13,In Progress,Yes,Compensating Control
VUL-00009912,AST-0002381,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-06-02,2024-08-31,Remediated,Yes,Vendor Fix Pending
VUL-00009913,AST-0020664,CVE-2024-3094,XZ Utils,Critical,10.0,2025-09-18,2025-12-17,In Progress,No,Vendor Fix Pending
VUL-00009914,AST-0001567,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-01-03,2026-04-03,Remediated,No,Vendor Fix Pending
VUL-00009915,AST-0007803,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-03-03,2026-04-02,Open,Yes,Compensating Control
VUL-00009916,AST-0002696,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-12-06,2025-01-05,Open,No,Patch
VUL-00009917,AST-0008404,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-03-28,2025-04-12,Open,No,Upgrade
VUL-00009918,AST-0001482,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-09-09,2024-10-09,Open,No,Compensating Control
VUL-00009919,AST-0004892,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-04-23,2026-06-22,Open,No,Compensating Control
VUL-00009920,AST-0022082,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-01-01,2025-01-31,Risk Accepted,No,Patch
VUL-00009921,AST-0020780,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-02-24,2026-03-26,Open,Yes,Vendor Fix Pending
VUL-00009922,AST-0011902,CVE-2022-22965,Spring Framework,Critical,9.8,2026-05-30,2026-06-29,In Progress,No,Patch
VUL-00009923,AST-0020797,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-11-12,2024-11-27,In Progress,Yes,Patch
VUL-00009924,AST-0022532,CVE-2022-22965,Spring Framework,Critical,9.8,2026-05-08,2026-05-23,Risk Accepted,No,Upgrade
VUL-00009925,AST-0021499,CVE-2022-22965,Spring Framework,Critical,9.8,2024-08-29,2024-11-27,Risk Accepted,No,Vendor Fix Pending
VUL-00009926,AST-0023533,CVE-2022-22965,Spring Framework,Critical,9.8,2025-01-19,2025-04-19,Open,Yes,Upgrade
VUL-00009927,AST-0021168,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-11-12,2024-11-27,In Progress,No,Patch
VUL-00009928,AST-0008118,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-12-31,2025-01-15,Open,No,Patch
VUL-00009929,AST-0014649,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-08-04,2024-09-03,Remediated,Yes,Compensating Control
VUL-00009930,AST-0013383,CVE-2023-38408,OpenSSH,High,9.8,2025-01-11,2025-04-11,Remediated,Yes,Patch
VUL-00009931,AST-0015084,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-02-23,2025-03-10,Remediated,No,Patch
VUL-00009932,AST-0021167,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-11-12,2025-12-12,Remediated,Yes,Vendor Fix Pending
VUL-00009933,AST-0007659,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-12-24,2026-02-22,Remediated,No,Compensating Control
VUL-00009934,AST-0015607,CVE-2024-3094,XZ Utils,Critical,10.0,2025-01-15,2025-01-30,Open,No,Compensating Control
VUL-00009935,AST-0003794,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-01-22,2025-03-23,Open,No,Compensating Control
VUL-00009936,AST-0009122,CVE-2022-22965,Spring Framework,Critical,9.8,2024-06-18,2024-09-16,In Progress,No,Upgrade
VUL-00009937,AST-0015483,CVE-2023-38408,OpenSSH,High,9.8,2024-06-06,2024-07-06,In Progress,No,Compensating Control
VUL-00009938,AST-0000232,CVE-2022-22965,Spring Framework,Critical,9.8,2025-10-24,2025-11-23,Remediated,No,Compensating Control
VUL-00009939,AST-0015287,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-04-07,2025-06-06,Remediated,No,Compensating Control
VUL-00009940,AST-0009404,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-02-04,2026-04-05,Remediated,No,Upgrade
VUL-00009941,AST-0022226,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-03-01,2025-04-30,Remediated,Yes,Vendor Fix Pending
VUL-00009942,AST-0012516,CVE-2022-22965,Spring Framework,Critical,9.8,2024-06-12,2024-07-12,Open,Yes,Patch
VUL-00009943,AST-0009263,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-01-16,2025-01-31,Remediated,No,Vendor Fix Pending
VUL-00009944,AST-0020650,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-12-15,2024-12-30,Remediated,Yes,Vendor Fix Pending
VUL-00009945,AST-0006958,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-07-05,2024-07-20,Remediated,No,Upgrade
VUL-00009946,AST-0019785,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-12-23,2025-01-22,Open,Yes,Vendor Fix Pending
VUL-00009947,AST-0015266,CVE-2023-38408,OpenSSH,High,9.8,2024-12-12,2024-12-27,In Progress,Yes,Patch
VUL-00009948,AST-0021241,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-09-29,2025-12-28,False Positive,Yes,Compensating Control
VUL-00009949,AST-0021904,CVE-2023-38408,OpenSSH,High,9.8,2025-03-20,2025-04-04,Open,Yes,Upgrade
VUL-00009950,AST-0009612,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-07-26,2025-08-25,In Progress,No,Patch
VUL-00009951,AST-0010558,CVE-2022-22965,Spring Framework,Critical,9.8,2024-06-29,2024-08-28,False Positive,No,Patch
VUL-00009952,AST-0004461,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-03-24,2026-04-08,Open,No,Compensating Control
VUL-00009953,AST-0002726,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-02-10,2026-05-11,Remediated,No,Patch
VUL-00009954,AST-0000703,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-12-04,2026-03-04,In Progress,Yes,Compensating Control
VUL-00009955,AST-0006747,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-12-13,2025-12-28,False Positive,No,Vendor Fix Pending
VUL-00009956,AST-0016655,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-06-03,2024-06-18,In Progress,No,Patch
VUL-00009957,AST-0017983,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-08-19,2024-11-17,Risk Accepted,Yes,Compensating Control
VUL-00009958,AST-0023879,CVE-2023-38545,curl,High,9.8,2025-01-23,2025-04-23,Remediated,No,Upgrade
VUL-00009959,AST-0000147,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-02-26,2026-03-13,Open,No,Patch
VUL-00009960,AST-0012646,CVE-2024-3094,XZ Utils,Critical,10.0,2026-01-14,2026-01-29,Open,Yes,Patch
VUL-00009961,AST-0019581,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-11-06,2024-12-06,Remediated,No,Upgrade
VUL-00009962,AST-0018010,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-03-08,2026-06-06,Open,Yes,Vendor Fix Pending
VUL-00009963,AST-0011112,CVE-2023-38408,OpenSSH,High,9.8,2024-08-17,2024-09-01,Remediated,No,Vendor Fix Pending
VUL-00009964,AST-0013786,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-10-14,2024-11-13,Remediated,No,Patch
VUL-00009965,AST-0023548,CVE-2023-38545,curl,High,9.8,2024-10-15,2024-12-14,Remediated,Yes,Vendor Fix Pending
VUL-00009966,AST-0016071,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-04-17,2026-07-16,In Progress,Yes,Patch
VUL-00009967,AST-0016782,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-05-23,2026-06-07,Remediated,No,Upgrade
VUL-00009968,AST-0019759,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-11-23,2026-01-22,Remediated,No,Patch
VUL-00009969,AST-0014638,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-11-04,2026-01-03,Risk Accepted,No,Upgrade
VUL-00009970,AST-0007451,CVE-2023-38408,OpenSSH,High,9.8,2025-07-07,2025-07-22,In Progress,Yes,Vendor Fix Pending
VUL-00009971,AST-0013671,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-08-17,2025-11-15,Remediated,No,Upgrade
VUL-00009972,AST-0009018,CVE-2022-22965,Spring Framework,Critical,9.8,2025-02-09,2025-03-11,Open,Yes,Vendor Fix Pending
VUL-00009973,AST-0008824,CVE-2022-22965,Spring Framework,Critical,9.8,2025-11-06,2025-12-06,Remediated,No,Vendor Fix Pending
VUL-00009974,AST-0022481,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-08-03,2024-11-01,Open,Yes,Patch
VUL-00009975,AST-0001012,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-10-19,2026-01-17,Remediated,No,Compensating Control
VUL-00009976,AST-0020925,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-05-05,2025-07-04,Remediated,No,Vendor Fix Pending
VUL-00009977,AST-0007845,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-02-20,2025-03-07,Remediated,No,Vendor Fix Pending
VUL-00009978,AST-0020066,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-12-12,2025-12-27,Remediated,Yes,Upgrade
VUL-00009979,AST-0020825,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-01-02,2025-03-03,In Progress,No,Upgrade
VUL-00009980,AST-0022934,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-07-18,2024-08-02,Risk Accepted,No,Upgrade
VUL-00009981,AST-0022844,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-05-22,2025-06-21,Open,No,Vendor Fix Pending
VUL-00009982,AST-0014229,CVE-2023-38545,curl,High,9.8,2026-02-13,2026-05-14,Open,Yes,Vendor Fix Pending
VUL-00009983,AST-0021000,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-09-30,2025-10-15,Open,No,Compensating Control
VUL-00009984,AST-0015233,CVE-2024-3094,XZ Utils,Critical,10.0,2025-09-11,2025-12-10,Remediated,Yes,Upgrade
VUL-00009985,AST-0003033,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-12-17,2025-03-17,In Progress,Yes,Patch
VUL-00009986,AST-0014357,CVE-2023-38545,curl,High,9.8,2025-03-29,2025-04-13,Remediated,No,Vendor Fix Pending
VUL-00009987,AST-0007751,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-05-10,2025-05-25,Open,No,Patch
VUL-00009988,AST-0008535,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-02-19,2026-03-21,Remediated,Yes,Compensating Control
VUL-00009989,AST-0019956,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-01-02,2025-03-03,Open,Yes,Compensating Control
VUL-00009990,AST-0010996,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-04-09,2025-07-08,Remediated,Yes,Compensating Control
VUL-00009991,AST-0013505,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-05-12,2025-05-27,Remediated,No,Upgrade
VUL-00009992,AST-0010347,CVE-2023-38408,OpenSSH,High,9.8,2025-08-30,2025-09-29,In Progress,No,Compensating Control
VUL-00009993,AST-0008983,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-07-02,2024-08-01,Open,Yes,Vendor Fix Pending
VUL-00009994,AST-0013400,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-03-02,2025-03-17,Remediated,No,Upgrade
VUL-00009995,AST-0020919,CVE-2023-38545,curl,High,9.8,2025-06-23,2025-07-08,Open,No,Patch
VUL-00009996,AST-0022697,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-01-13,2026-01-28,In Progress,Yes,Upgrade
VUL-00009997,AST-0020430,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-10-03,2025-01-01,Remediated,Yes,Patch
VUL-00009998,AST-0023084,CVE-2023-38545,curl,High,9.8,2025-01-16,2025-04-16,Remediated,Yes,Patch
VUL-00009999,AST-0020647,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-01-07,2025-01-22,Risk Accepted,No,Vendor Fix Pending
VUL-00010000,AST-0015377,CVE-2024-3094,XZ Utils,Critical,10.0,2026-03-17,2026-05-16,Open,No,Upgrade
VUL-00010001,AST-0022883,CVE-2023-38545,curl,High,9.8,2024-08-20,2024-11-18,Open,No,Vendor Fix Pending
VUL-00010002,AST-0023465,CVE-2024-3094,XZ Utils,Critical,10.0,2024-09-25,2024-10-10,Remediated,Yes,Vendor Fix Pending
VUL-00010003,AST-0016922,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-11-29,2025-12-29,False Positive,Yes,Patch
VUL-00010004,AST-0010761,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-12-23,2026-02-21,Remediated,No,Compensating Control
VUL-00010005,AST-0021451,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-05-13,2025-06-12,In Progress,No,Compensating Control
VUL-00010006,AST-0021555,CVE-2024-3094,XZ Utils,Critical,10.0,2026-02-09,2026-04-10,In Progress,No,Upgrade
VUL-00010007,AST-0021152,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-03-07,2026-04-06,In Progress,No,Compensating Control
VUL-00010008,AST-0020678,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-12-23,2025-01-07,In Progress,Yes,Patch
VUL-00010009,AST-0022076,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-03-13,2026-05-12,Remediated,No,Patch
VUL-00010010,AST-0015149,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-02-05,2026-03-07,Remediated,No,Patch
VUL-00010011,AST-0020369,CVE-2022-22965,Spring Framework,Critical,9.8,2024-06-04,2024-06-19,Remediated,Yes,Upgrade
VUL-00010012,AST-0006843,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-08-03,2025-08-18,In Progress,No,Upgrade
VUL-00010013,AST-0020869,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-05-22,2025-06-06,Remediated,No,Compensating Control
VUL-00010014,AST-0017128,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-03-02,2026-04-01,Open,Yes,Patch
VUL-00010015,AST-0012263,CVE-2023-38408,OpenSSH,High,9.8,2026-03-11,2026-04-10,Remediated,No,Patch
VUL-00010016,AST-0014533,CVE-2024-3094,XZ Utils,Critical,10.0,2025-05-20,2025-07-19,Open,Yes,Compensating Control
VUL-00010017,AST-0021011,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-06-13,2025-07-13,Remediated,Yes,Upgrade
VUL-00010018,AST-0020074,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-03-27,2026-04-26,In Progress,No,Patch
VUL-00010019,AST-0010587,CVE-2023-38545,curl,High,9.8,2025-05-31,2025-08-29,Remediated,Yes,Patch
VUL-00010020,AST-0001099,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-10-13,2026-01-11,Open,No,Upgrade
VUL-00010021,AST-0009459,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-02-25,2025-04-26,Open,No,Patch
VUL-00010022,AST-0012861,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-11-04,2024-12-04,In Progress,No,Compensating Control
VUL-00010023,AST-0011688,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-08-07,2024-09-06,Remediated,Yes,Compensating Control
VUL-00010024,AST-0020782,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-06-27,2024-07-12,Open,No,Patch
VUL-00010025,AST-0005285,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-06-09,2025-09-07,In Progress,No,Vendor Fix Pending
VUL-00010026,AST-0010332,CVE-2023-38545,curl,High,9.8,2025-12-11,2026-02-09,Open,No,Patch
VUL-00010027,AST-0008598,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-03-22,2025-04-21,Open,No,Upgrade
VUL-00010028,AST-0009358,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-10-30,2024-11-14,Open,No,Upgrade
VUL-00010029,AST-0010698,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-08-23,2025-11-21,Remediated,Yes,Patch
VUL-00010030,AST-0003774,CVE-2023-38408,OpenSSH,High,9.8,2025-12-04,2026-02-02,Remediated,Yes,Compensating Control
VUL-00010031,AST-0013458,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-10-29,2025-11-28,Open,No,Patch
VUL-00010032,AST-0005512,CVE-2023-38545,curl,High,9.8,2026-04-04,2026-06-03,Remediated,No,Upgrade
VUL-00010033,AST-0010843,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-07-22,2024-10-20,Open,Yes,Patch
VUL-00010034,AST-0015376,CVE-2023-38408,OpenSSH,High,9.8,2025-02-01,2025-02-16,Risk Accepted,Yes,Upgrade
VUL-00010035,AST-0020046,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-10-15,2024-12-14,Open,No,Compensating Control
VUL-00010036,AST-0012695,CVE-2024-3094,XZ Utils,Critical,10.0,2024-11-15,2025-01-14,Remediated,Yes,Compensating Control
VUL-00010037,AST-0019501,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-12-05,2025-12-20,In Progress,No,Upgrade
VUL-00010038,AST-0021828,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-12-28,2026-02-26,In Progress,Yes,Vendor Fix Pending
VUL-00010039,AST-0000733,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-07-20,2025-09-18,Remediated,No,Compensating Control
VUL-00010040,AST-0007690,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-07-22,2025-08-06,Remediated,No,Compensating Control
VUL-00010041,AST-0011846,CVE-2022-22965,Spring Framework,Critical,9.8,2026-04-15,2026-05-15,In Progress,No,Patch
VUL-00010042,AST-0012905,CVE-2023-38545,curl,High,9.8,2026-04-21,2026-07-20,Open,Yes,Compensating Control
