Finding_ID,Asset_ID,CVE_ID,Severity,First_Detected_Date,Last_Detected_Date,Remediation_Status,Scanner_Source,CVSS_Score
VULN00013493,A0001635,CVE-2024-21410,Low,2025-06-11,2026-05-31,Open,Tenable,2.9
VULN00013494,A0007502,CVE-2024-21410,High,2025-11-09,2026-05-31,In Remediation,Qualys,8.1
VULN00013495,A0010958,CVE-2023-34362,High,2024-04-14,2026-05-31,Closed,Tenable,8.2
VULN00013496,A0006926,CVE-2023-23397,Medium,2024-04-01,2026-05-31,Closed,Defender Vulnerability Management,6.4
VULN00013497,A0019843,CVE-2023-34362,Low,2025-07-12,2026-05-31,Closed,Qualys,3.3
VULN00013498,A0007191,CVE-2023-34362,Critical,2025-05-01,2026-05-31,Exception Approved,Qualys,9.0
VULN00013499,A0008101,CVE-2024-3400,Critical,2025-01-24,2026-05-31,Closed,Tenable,9.7
VULN00013500,A0012539,CVE-2023-23397,Low,2025-05-31,2026-05-31,Open,Qualys,2.1
VULN00013501,A0008211,CVE-2024-21410,Medium,2024-06-20,2026-05-31,Closed,Qualys,6.4
VULN00013502,A0018318,CVE-2024-21410,Medium,2026-03-08,2026-05-31,Closed,Qualys,4.9
VULN00013503,A0013839,CVE-2024-21410,Critical,2025-08-16,2026-05-31,Open,Tenable,9.1
VULN00013504,A0020164,CVE-2021-44228,High,2024-10-22,2026-05-31,Closed,Tenable,8.3
VULN00013505,A0013391,CVE-2021-44228,Medium,2026-04-07,2026-05-31,In Remediation,Tenable,5.3
VULN00013506,A0005080,CVE-2023-36884,Medium,2026-01-09,2026-05-31,Open,Qualys,5.7
VULN00013507,A0016543,CVE-2023-23397,Medium,2024-11-27,2026-05-31,Open,Tenable,5.7
VULN00013508,A0000532,CVE-2023-34362,Low,2025-01-29,2026-05-31,Closed,Defender Vulnerability Management,3.3
VULN00013509,A0009783,CVE-2022-30190,Medium,2025-11-28,2026-05-31,Open,Tenable,5.8
VULN00013510,A0011890,CVE-2024-3400,Critical,2026-02-22,2026-05-31,In Remediation,Defender Vulnerability Management,9.1
VULN00013511,A0006504,CVE-2024-21410,Critical,2024-06-14,2026-05-31,Closed,Tenable,10.0
VULN00013512,A0023077,CVE-2024-3400,Low,2024-04-01,2026-05-31,Closed,Qualys,1.5
VULN00013513,A0020332,CVE-2021-44228,High,2025-07-13,2026-05-31,Open,Tenable,7.8
VULN00013514,A0006344,CVE-2024-3400,Medium,2025-03-21,2026-05-31,Closed,Qualys,5.7
VULN00013515,A0009141,CVE-2022-30190,High,2024-09-11,2026-05-31,Closed,Tenable,8.3
VULN00013516,A0009727,CVE-2023-23397,Medium,2024-03-11,2026-05-31,Closed,Defender Vulnerability Management,5.4
VULN00013517,A0005696,CVE-2022-30190,High,2024-02-05,2026-05-31,Closed,Tenable,8.7
VULN00013518,A0012877,CVE-2024-3400,High,2025-10-22,2026-05-31,In Remediation,Tenable,7.9
VULN00013519,A0001022,CVE-2023-34362,Medium,2024-11-11,2026-05-31,Closed,Qualys,5.2
VULN00013520,A0012921,CVE-2023-36884,High,2025-12-01,2026-05-31,Exception Approved,Qualys,7.0
VULN00013521,A0005232,CVE-2023-20198,High,2025-12-29,2026-05-31,In Remediation,Defender Vulnerability Management,9.1
VULN00013522,A0022709,CVE-2022-30190,Medium,2025-08-07,2026-05-31,Closed,Defender Vulnerability Management,5.8
VULN00013523,A0015104,CVE-2024-3400,Medium,2025-03-09,2026-05-31,Closed,Tenable,5.2
VULN00013524,A0004468,CVE-2022-30190,Medium,2026-04-14,2026-05-31,Closed,Tenable,5.6
VULN00013525,A0018870,CVE-2024-3400,High,2025-08-25,2026-05-31,Open,Tenable,7.6
VULN00013526,A0003465,CVE-2023-34362,Medium,2024-12-15,2026-05-31,Closed,Tenable,5.3
VULN00013527,A0018799,CVE-2023-3519,Medium,2025-02-04,2026-05-31,Closed,Qualys,5.0
VULN00013528,A0022382,CVE-2024-21410,Critical,2026-02-06,2026-05-31,Closed,Defender Vulnerability Management,10.0
VULN00013529,A0002965,CVE-2023-20198,Medium,2024-06-01,2026-05-31,Open,Tenable,6.6
VULN00013530,A0003654,CVE-2023-3519,Low,2024-05-10,2026-05-31,Closed,Tenable,1.2
VULN00013531,A0013639,CVE-2023-23397,High,2025-10-02,2026-05-31,Closed,Defender Vulnerability Management,7.5
VULN00013532,A0007487,CVE-2023-3519,Medium,2025-07-02,2026-05-31,Open,Qualys,5.4
VULN00013533,A0017880,CVE-2024-21410,High,2024-10-27,2026-05-31,Open,Defender Vulnerability Management,7.7
VULN00013534,A0010894,CVE-2023-34362,Critical,2026-05-03,2026-05-31,Closed,Defender Vulnerability Management,10.0
VULN00013535,A0023083,CVE-2024-21410,Medium,2024-07-27,2026-05-31,Closed,Tenable,5.2
VULN00013536,A0007946,CVE-2024-3094,Low,2025-03-22,2026-05-31,Closed,Qualys,2.6
VULN00013537,A0003742,CVE-2023-3519,Low,2026-02-23,2026-05-31,Open,Qualys,4.0
VULN00013538,A0021804,CVE-2023-34362,Low,2024-06-11,2026-05-31,Open,Tenable,3.0
VULN00013539,A0011196,CVE-2022-30190,High,2024-11-20,2026-05-31,Closed,Qualys,9.8
VULN00013540,A0013097,CVE-2023-20198,Low,2026-01-02,2026-05-31,In Remediation,Tenable,1.9
VULN00013541,A0012220,CVE-2023-34362,High,2026-02-11,2026-05-31,Closed,Qualys,7.6
VULN00013542,A0003065,CVE-2023-20198,High,2025-03-01,2026-05-31,In Remediation,Defender Vulnerability Management,7.3
VULN00013543,A0023640,CVE-2024-3094,Medium,2024-09-04,2026-05-31,Closed,Qualys,5.2
VULN00013544,A0015243,CVE-2024-3094,Medium,2025-09-10,2026-05-31,Exception Approved,Qualys,5.3
VULN00013545,A0005213,CVE-2024-21410,Medium,2025-01-08,2026-05-31,In Remediation,Defender Vulnerability Management,5.8
VULN00013546,A0018458,CVE-2024-3400,High,2025-02-10,2026-05-31,In Remediation,Defender Vulnerability Management,7.6
VULN00013547,A0013604,CVE-2023-20198,Low,2025-02-23,2026-05-31,Closed,Tenable,1.1
VULN00013548,A0020641,CVE-2024-21410,Critical,2025-07-30,2026-05-31,Closed,Tenable,9.3
VULN00013549,A0014599,CVE-2023-3519,Medium,2024-03-04,2026-05-31,Open,Defender Vulnerability Management,5.2
VULN00013550,A0022183,CVE-2024-3400,Low,2024-04-22,2026-05-31,Closed,Qualys,1.9
VULN00013551,A0012957,CVE-2023-20198,High,2026-02-11,2026-05-31,Closed,Qualys,7.2
VULN00013552,A0014946,CVE-2023-23397,Critical,2026-05-01,2026-05-31,Closed,Tenable,10.0
VULN00013553,A0011721,CVE-2024-3094,Medium,2024-07-09,2026-05-31,Open,Qualys,5.3
VULN00013554,A0005847,CVE-2023-23397,Medium,2024-06-04,2026-05-31,Closed,Tenable,5.6
VULN00013555,A0016451,CVE-2023-3519,Medium,2025-07-20,2026-05-31,Closed,Defender Vulnerability Management,4.7
VULN00013556,A0020075,CVE-2023-20198,Critical,2025-02-24,2026-05-31,Open,Tenable,9.6
VULN00013557,A0006748,CVE-2023-3519,Critical,2024-06-14,2026-05-31,In Remediation,Qualys,9.8
VULN00013558,A0016843,CVE-2023-34362,High,2025-04-28,2026-05-31,Open,Tenable,8.9
VULN00013559,A0011879,CVE-2024-21410,Medium,2025-02-16,2026-05-31,Exception Approved,Tenable,5.9
VULN00013560,A0013826,CVE-2021-44228,Low,2024-10-30,2026-05-31,Closed,Qualys,3.1
VULN00013561,A0022256,CVE-2021-44228,Low,2025-10-03,2026-05-31,Open,Qualys,1.8
VULN00013562,A0012146,CVE-2021-44228,High,2025-08-07,2026-05-31,Closed,Defender Vulnerability Management,7.6
VULN00013563,A0010246,CVE-2024-21410,Medium,2024-04-30,2026-05-31,Open,Tenable,4.6
VULN00013564,A0004526,CVE-2023-20198,Low,2024-06-24,2026-05-31,Open,Defender Vulnerability Management,1.8
VULN00013565,A0017764,CVE-2023-34362,High,2025-01-03,2026-05-31,Exception Approved,Tenable,8.3
VULN00013566,A0008317,CVE-2022-30190,High,2025-08-23,2026-05-31,Open,Tenable,8.2
VULN00013567,A0007051,CVE-2023-34362,High,2024-01-06,2026-05-31,Exception Approved,Tenable,8.3
VULN00013568,A0001765,CVE-2022-30190,High,2024-09-30,2026-05-31,Closed,Qualys,7.5
VULN00013569,A0012670,CVE-2023-34362,High,2025-12-31,2026-05-31,In Remediation,Qualys,7.0
VULN00013570,A0022592,CVE-2024-21410,Low,2025-05-15,2026-05-31,In Remediation,Qualys,2.9
VULN00013571,A0001461,CVE-2022-30190,High,2025-12-15,2026-05-31,Open,Tenable,8.3
VULN00013572,A0019979,CVE-2024-21410,Medium,2025-11-24,2026-05-31,Closed,Tenable,5.4
VULN00013573,A0018044,CVE-2024-21410,Low,2025-02-17,2026-05-31,Open,Qualys,1.7
VULN00013574,A0009924,CVE-2024-21410,Medium,2025-10-16,2026-05-31,Closed,Qualys,6.2
VULN00013575,A0017566,CVE-2021-44228,Low,2025-02-16,2026-05-31,Closed,Qualys,1.7
VULN00013576,A0011661,CVE-2023-36884,Medium,2025-06-25,2026-05-31,Closed,Tenable,5.8
VULN00013577,A0017696,CVE-2024-3094,Medium,2024-08-30,2026-05-31,Open,Tenable,5.8
VULN00013578,A0020895,CVE-2024-3094,Medium,2024-06-03,2026-05-31,Open,Tenable,5.6
VULN00013579,A0004353,CVE-2023-23397,High,2025-04-23,2026-05-31,Open,Tenable,8.7
VULN00013580,A0020075,CVE-2024-21410,Medium,2026-01-20,2026-05-31,Closed,Qualys,5.6
VULN00013581,A0020210,CVE-2024-21410,Medium,2024-12-21,2026-05-31,Open,Qualys,6.4
VULN00013582,A0014471,CVE-2023-3519,Medium,2024-03-13,2026-05-31,Exception Approved,Qualys,5.1
VULN00013583,A0019361,CVE-2023-23397,Critical,2024-12-17,2026-05-31,Open,Tenable,9.1
VULN00013584,A0014607,CVE-2024-21410,Medium,2025-04-30,2026-05-31,Closed,Tenable,4.9
VULN00013585,A0017269,CVE-2024-21410,Medium,2024-01-18,2026-05-31,Open,Tenable,5.8
VULN00013586,A0005458,CVE-2024-21410,Medium,2025-05-20,2026-05-31,Closed,Qualys,5.1
VULN00013587,A0022111,CVE-2022-30190,Medium,2026-01-30,2026-05-31,Closed,Qualys,5.9
VULN00013588,A0001073,CVE-2024-21410,Medium,2025-02-18,2026-05-31,In Remediation,Qualys,4.3
VULN00013589,A0017390,CVE-2023-36884,Medium,2024-06-04,2026-05-31,Closed,Tenable,5.0
VULN00013590,A0004720,CVE-2023-20198,Low,2024-10-25,2026-05-31,Closed,Tenable,2.5
VULN00013591,A0018850,CVE-2022-30190,Medium,2025-10-18,2026-05-31,Open,Defender Vulnerability Management,5.5
VULN00013592,A0010126,CVE-2023-20198,High,2025-05-28,2026-05-31,Closed,Qualys,7.9
VULN00013593,A0017878,CVE-2023-34362,Medium,2024-09-27,2026-05-31,Open,Tenable,6.2
VULN00013594,A0008902,CVE-2023-36884,Low,2026-03-02,2026-05-31,Open,Tenable,2.6
VULN00013595,A0017180,CVE-2024-3094,Medium,2024-04-22,2026-05-31,Closed,Defender Vulnerability Management,5.8
VULN00013596,A0016389,CVE-2023-36884,High,2024-12-18,2026-05-31,Closed,Tenable,7.6
VULN00013597,A0020407,CVE-2023-20198,Critical,2025-06-29,2026-05-31,Exception Approved,Tenable,9.4
VULN00013598,A0006336,CVE-2023-3519,Medium,2026-02-10,2026-05-31,Open,Tenable,5.1
VULN00013599,A0000379,CVE-2023-34362,Critical,2025-07-04,2026-05-31,Open,Tenable,9.0
VULN00013600,A0011643,CVE-2024-21410,High,2024-01-21,2026-05-31,In Remediation,Defender Vulnerability Management,7.0
VULN00013601,A0005183,CVE-2024-21410,Critical,2025-08-25,2026-05-31,Closed,Tenable,9.6
VULN00013602,A0012617,CVE-2024-3400,High,2026-04-12,2026-05-31,Closed,Qualys,7.7
VULN00013603,A0001918,CVE-2021-44228,Medium,2024-12-04,2026-05-31,Open,Qualys,5.6
VULN00013604,A0004413,CVE-2024-3400,Medium,2024-12-08,2026-05-31,Closed,Defender Vulnerability Management,6.0
VULN00013605,A0006326,CVE-2023-20198,Critical,2024-10-08,2026-05-31,In Remediation,Tenable,10.0
VULN00013606,A0017801,CVE-2021-44228,Low,2025-07-06,2026-05-31,Closed,Tenable,2.1
VULN00013607,A0015384,CVE-2023-3519,Medium,2025-08-17,2026-05-31,Closed,Qualys,4.3
VULN00013608,A0010861,CVE-2023-20198,High,2025-05-09,2026-05-31,Closed,Qualys,8.4
VULN00013609,A0001733,CVE-2023-3519,Medium,2025-02-27,2026-05-31,Closed,Tenable,5.9
VULN00013610,A0005167,CVE-2024-3400,Critical,2024-06-22,2026-05-31,Closed,Tenable,9.9
VULN00013611,A0004488,CVE-2024-21410,Medium,2024-11-29,2026-05-31,Closed,Defender Vulnerability Management,5.4
VULN00013612,A0006056,CVE-2023-23397,High,2025-07-19,2026-05-31,Closed,Qualys,8.4
VULN00013613,A0019046,CVE-2023-34362,Medium,2026-04-16,2026-05-31,Closed,Qualys,5.2
VULN00013614,A0007026,CVE-2023-20198,High,2024-01-31,2026-05-31,Closed,Tenable,7.8
VULN00013615,A0009167,CVE-2023-20198,Medium,2025-03-06,2026-05-31,Open,Tenable,5.9
VULN00013616,A0003083,CVE-2023-3519,High,2024-06-01,2026-05-31,Closed,Qualys,7.3
VULN00013617,A0013495,CVE-2024-21410,Critical,2025-07-17,2026-05-31,In Remediation,Tenable,9.5
VULN00013618,A0013225,CVE-2023-34362,Medium,2025-02-11,2026-05-31,Closed,Tenable,5.4
VULN00013619,A0010961,CVE-2023-20198,Medium,2024-08-26,2026-05-31,Open,Defender Vulnerability Management,5.9
VULN00013620,A0011827,CVE-2024-3400,High,2025-12-16,2026-05-31,Closed,Tenable,7.8
VULN00013621,A0020747,CVE-2023-20198,High,2024-09-26,2026-05-31,In Remediation,Qualys,7.6
VULN00013622,A0011685,CVE-2024-3400,Medium,2025-02-28,2026-05-31,Exception Approved,Tenable,6.1
VULN00013623,A0002065,CVE-2023-36884,Medium,2025-07-04,2026-05-31,Closed,Defender Vulnerability Management,5.6
VULN00013624,A0007872,CVE-2023-20198,Medium,2024-10-01,2026-05-31,Open,Defender Vulnerability Management,5.4
VULN00013625,A0010559,CVE-2023-34362,High,2025-08-12,2026-05-31,In Remediation,Tenable,8.4
VULN00013626,A0005382,CVE-2024-3400,Medium,2024-06-20,2026-05-31,Open,Tenable,5.7
VULN00013627,A0019574,CVE-2023-34362,Medium,2024-10-21,2026-05-31,Closed,Tenable,6.1
VULN00013628,A0016940,CVE-2023-36884,Medium,2024-08-22,2026-05-31,Closed,Qualys,5.5
VULN00013629,A0022256,CVE-2023-23397,Low,2024-02-04,2026-05-31,Open,Defender Vulnerability Management,2.1
VULN00013630,A0015013,CVE-2023-34362,Medium,2025-09-26,2026-05-31,Closed,Tenable,6.1
VULN00013631,A0016227,CVE-2023-34362,Medium,2024-03-10,2026-05-31,Open,Tenable,4.4
VULN00013632,A0003153,CVE-2024-21410,Medium,2026-01-29,2026-05-31,Closed,Defender Vulnerability Management,5.2
VULN00013633,A0003277,CVE-2023-20198,Medium,2025-09-18,2026-05-31,Closed,Tenable,5.3
VULN00013634,A0021077,CVE-2024-21410,Medium,2024-07-20,2026-05-31,Open,Qualys,5.4
VULN00013635,A0001586,CVE-2023-3519,Critical,2025-12-12,2026-05-31,Closed,Tenable,9.7
VULN00013636,A0012114,CVE-2023-23397,High,2024-07-03,2026-05-31,Closed,Defender Vulnerability Management,7.8
VULN00013637,A0012140,CVE-2021-44228,Critical,2025-07-20,2026-05-31,Open,Tenable,10.0
VULN00013638,A0004520,CVE-2023-34362,Medium,2025-04-12,2026-05-31,Open,Defender Vulnerability Management,5.4
VULN00013639,A0001920,CVE-2024-21410,Critical,2025-10-05,2026-05-31,In Remediation,Tenable,8.5
VULN00013640,A0020469,CVE-2023-36884,Medium,2024-04-09,2026-05-31,In Remediation,Qualys,4.9
VULN00013641,A0013512,CVE-2023-34362,Medium,2025-03-23,2026-05-31,Closed,Defender Vulnerability Management,5.7
VULN00013642,A0015059,CVE-2023-36884,Critical,2025-11-23,2026-05-31,Closed,Tenable,9.5
VULN00013643,A0008096,CVE-2023-36884,Medium,2024-03-09,2026-05-31,Closed,Tenable,6.2
VULN00013644,A0020652,CVE-2023-36884,Medium,2025-02-14,2026-05-31,Closed,Tenable,5.4
VULN00013645,A0020509,CVE-2021-44228,Medium,2024-08-20,2026-05-31,Closed,Tenable,4.6
VULN00013646,A0014699,CVE-2023-20198,Critical,2024-07-12,2026-05-31,Closed,Tenable,9.3
VULN00013647,A0011965,CVE-2024-21410,High,2024-05-22,2026-05-31,Closed,Qualys,8.2
VULN00013648,A0021138,CVE-2022-30190,Medium,2025-07-08,2026-05-31,Exception Approved,Qualys,6.0
VULN00013649,A0006273,CVE-2022-30190,Critical,2025-12-14,2026-05-31,Closed,Tenable,9.4
VULN00013650,A0010021,CVE-2023-36884,Critical,2026-02-27,2026-05-31,Exception Approved,Defender Vulnerability Management,10.0
VULN00013651,A0006879,CVE-2024-21410,High,2024-11-02,2026-05-31,In Remediation,Qualys,9.4
VULN00013652,A0006327,CVE-2024-21410,Medium,2025-05-06,2026-05-31,Closed,Qualys,5.9
VULN00013653,A0022718,CVE-2024-3094,Medium,2024-07-08,2026-05-31,In Remediation,Qualys,4.4
VULN00013654,A0010699,CVE-2023-23397,Critical,2024-08-10,2026-05-31,Closed,Defender Vulnerability Management,10.0
VULN00013655,A0015845,CVE-2024-3400,Critical,2024-01-26,2026-05-31,Closed,Qualys,9.1
VULN00013656,A0018363,CVE-2024-3400,Critical,2025-01-12,2026-05-31,Open,Tenable,9.4
VULN00013657,A0022544,CVE-2023-34362,High,2025-02-25,2026-05-31,Open,Tenable,7.4
VULN00013658,A0017416,CVE-2023-20198,Medium,2025-05-31,2026-05-31,Open,Tenable,4.6
VULN00013659,A0018051,CVE-2022-30190,Low,2026-04-26,2026-05-31,Closed,Defender Vulnerability Management,2.9
VULN00013660,A0019796,CVE-2022-30190,Medium,2024-12-10,2026-05-31,Open,Tenable,5.4
VULN00013661,A0020115,CVE-2024-3400,Medium,2026-02-18,2026-05-31,Closed,Tenable,5.3
VULN00013662,A0000626,CVE-2022-30190,Low,2025-07-24,2026-05-31,Open,Defender Vulnerability Management,2.2
VULN00013663,A0022376,CVE-2024-3400,Critical,2024-06-24,2026-05-31,Open,Tenable,9.1
VULN00013664,A0000786,CVE-2024-3400,Low,2025-05-14,2026-05-31,Exception Approved,Qualys,2.0
VULN00013665,A0001106,CVE-2021-44228,Critical,2024-06-10,2026-05-31,In Remediation,Qualys,9.0
VULN00013666,A0011663,CVE-2023-20198,Medium,2024-12-13,2026-05-31,Open,Qualys,5.6
VULN00013667,A0005180,CVE-2023-36884,Medium,2024-03-06,2026-05-31,Open,Defender Vulnerability Management,5.5
VULN00013668,A0016721,CVE-2024-3400,Medium,2025-12-09,2026-05-31,Closed,Tenable,5.8
VULN00013669,A0018523,CVE-2023-36884,Critical,2025-07-19,2026-05-31,In Remediation,Tenable,8.5
VULN00013670,A0013473,CVE-2023-23397,Medium,2024-05-05,2026-05-31,Closed,Tenable,5.9
VULN00013671,A0001649,CVE-2024-3094,Critical,2024-03-21,2026-05-31,Open,Defender Vulnerability Management,9.0
VULN00013672,A0003677,CVE-2024-3400,Medium,2025-08-13,2026-05-31,In Remediation,Tenable,5.2
VULN00013673,A0019575,CVE-2023-20198,Medium,2026-03-07,2026-05-31,Open,Qualys,5.0
VULN00013674,A0011216,CVE-2023-20198,High,2026-05-02,2026-05-31,Closed,Tenable,9.3
VULN00013675,A0017250,CVE-2023-3519,High,2026-01-15,2026-05-31,Closed,Tenable,7.9
VULN00013676,A0009153,CVE-2023-36884,Medium,2025-09-25,2026-05-31,Exception Approved,Tenable,4.3
VULN00013677,A0004759,CVE-2023-23397,Medium,2024-09-04,2026-05-31,Closed,Defender Vulnerability Management,6.0
VULN00013678,A0006870,CVE-2023-3519,High,2024-08-24,2026-05-31,In Remediation,Qualys,7.4
VULN00013679,A0018221,CVE-2024-3400,Critical,2025-05-23,2026-05-31,Open,Tenable,9.1
VULN00013680,A0011111,CVE-2023-3519,Low,2024-02-23,2026-05-31,In Remediation,Tenable,2.6
VULN00013681,A0009899,CVE-2024-3400,Medium,2024-05-26,2026-05-31,Exception Approved,Defender Vulnerability Management,5.4
VULN00013682,A0010381,CVE-2023-23397,High,2025-12-04,2026-05-31,Closed,Tenable,6.4
VULN00013683,A0013052,CVE-2024-21410,Medium,2025-01-27,2026-05-31,In Remediation,Tenable,5.0
VULN00013684,A0019666,CVE-2024-3400,Medium,2025-03-26,2026-05-31,Closed,Qualys,5.5
VULN00013685,A0004875,CVE-2023-3519,Low,2026-03-16,2026-05-31,In Remediation,Qualys,2.3
VULN00013686,A0011028,CVE-2024-21410,Medium,2025-12-30,2026-05-31,Closed,Qualys,5.6
VULN00013687,A0010874,CVE-2021-44228,Medium,2026-03-17,2026-05-31,Exception Approved,Qualys,5.6
VULN00013688,A0023503,CVE-2023-36884,Medium,2025-08-11,2026-05-31,In Remediation,Qualys,5.5
VULN00013689,A0004659,CVE-2023-34362,Medium,2024-05-15,2026-05-31,Closed,Tenable,4.2
VULN00013690,A0011261,CVE-2024-3094,Medium,2025-03-05,2026-05-31,Exception Approved,Tenable,5.5
VULN00013691,A0014749,CVE-2023-3519,Medium,2024-05-12,2026-05-31,In Remediation,Qualys,5.9
VULN00013692,A0023113,CVE-2021-44228,Medium,2024-05-06,2026-05-31,Open,Tenable,5.5
VULN00013693,A0012803,CVE-2023-23397,Critical,2024-06-26,2026-05-31,Closed,Tenable,9.4
VULN00013694,A0017895,CVE-2022-30190,Low,2024-11-12,2026-05-31,Open,Qualys,1.5
VULN00013695,A0009126,CVE-2021-44228,High,2024-11-18,2026-05-31,Closed,Defender Vulnerability Management,8.7
VULN00013696,A0011412,CVE-2023-20198,High,2025-01-30,2026-05-31,Closed,Qualys,8.2
VULN00013697,A0001451,CVE-2024-21410,High,2025-02-08,2026-05-31,In Remediation,Tenable,7.6
VULN00013698,A0018548,CVE-2024-3400,Medium,2024-04-21,2026-05-31,Closed,Defender Vulnerability Management,5.2
VULN00013699,A0002722,CVE-2023-23397,Low,2026-02-15,2026-05-31,In Remediation,Qualys,2.5
VULN00013700,A0006216,CVE-2022-30190,High,2026-04-07,2026-05-31,Open,Tenable,8.3
VULN00013701,A0015961,CVE-2024-21410,Medium,2025-05-16,2026-05-31,Closed,Qualys,6.1
VULN00013702,A0014411,CVE-2021-44228,Low,2026-03-14,2026-05-31,Closed,Qualys,1.8
VULN00013703,A0010411,CVE-2023-34362,High,2025-01-19,2026-05-31,Closed,Tenable,7.7
VULN00013704,A0017384,CVE-2024-3400,Medium,2025-01-28,2026-05-31,Closed,Qualys,5.7
VULN00013705,A0014866,CVE-2023-36884,Medium,2024-08-05,2026-05-31,In Remediation,Defender Vulnerability Management,5.1
VULN00013706,A0008104,CVE-2023-36884,Medium,2024-09-16,2026-05-31,Closed,Defender Vulnerability Management,6.6
VULN00013707,A0021153,CVE-2023-34362,Medium,2024-10-05,2026-05-31,Closed,Qualys,6.6
VULN00013708,A0010755,CVE-2021-44228,Low,2025-04-14,2026-05-31,Closed,Tenable,1.9
VULN00013709,A0003963,CVE-2023-3519,High,2024-02-20,2026-05-31,In Remediation,Defender Vulnerability Management,8.4
VULN00013710,A0000364,CVE-2024-3094,Low,2026-05-10,2026-05-31,Open,Tenable,2.1
VULN00013711,A0021640,CVE-2022-30190,Medium,2024-06-01,2026-05-31,Closed,Tenable,4.7
VULN00013712,A0015236,CVE-2023-34362,Medium,2024-07-16,2026-05-31,Open,Qualys,5.1
VULN00013713,A0012897,CVE-2023-36884,Medium,2025-08-23,2026-05-31,In Remediation,Tenable,4.6
VULN00013714,A0006994,CVE-2022-30190,Medium,2025-12-02,2026-05-31,Open,Tenable,5.4
VULN00013715,A0012028,CVE-2023-3519,Medium,2024-08-25,2026-05-31,Closed,Qualys,6.2
VULN00013716,A0015086,CVE-2021-44228,Medium,2024-07-13,2026-05-31,Closed,Defender Vulnerability Management,6.9
VULN00013717,A0016631,CVE-2021-44228,High,2025-09-07,2026-05-31,Closed,Defender Vulnerability Management,8.4
VULN00013718,A0010088,CVE-2021-44228,Medium,2024-10-25,2026-05-31,Closed,Tenable,4.9
VULN00013719,A0000600,CVE-2024-21410,High,2025-03-07,2026-05-31,Closed,Defender Vulnerability Management,7.3
VULN00013720,A0000198,CVE-2023-20198,Medium,2024-01-06,2026-05-31,Open,Defender Vulnerability Management,4.8
VULN00013721,A0018015,CVE-2024-3094,Medium,2026-04-04,2026-05-31,Closed,Qualys,6.2
VULN00013722,A0001558,CVE-2024-21410,High,2025-11-09,2026-05-31,In Remediation,Qualys,8.5
VULN00013723,A0013006,CVE-2024-3400,High,2025-04-15,2026-05-31,Closed,Qualys,8.1
VULN00013724,A0014414,CVE-2024-3094,Medium,2024-11-21,2026-05-31,Open,Tenable,4.7
VULN00013725,A0016321,CVE-2023-34362,Medium,2025-04-25,2026-05-31,Open,Qualys,4.9
VULN00013726,A0002827,CVE-2022-30190,Medium,2024-09-04,2026-05-31,Open,Defender Vulnerability Management,5.5
VULN00013727,A0005825,CVE-2023-36884,Low,2026-04-10,2026-05-31,Closed,Tenable,2.6
VULN00013728,A0011099,CVE-2024-3400,Medium,2025-08-08,2026-05-31,Closed,Tenable,5.3
VULN00013729,A0001590,CVE-2023-34362,Medium,2025-01-09,2026-05-31,Closed,Tenable,5.2
VULN00013730,A0022518,CVE-2023-23397,High,2025-12-10,2026-05-31,Closed,Qualys,9.0
VULN00013731,A0003697,CVE-2024-3400,Medium,2025-03-25,2026-05-31,In Remediation,Tenable,5.7
VULN00013732,A0021558,CVE-2023-23397,Critical,2026-04-14,2026-05-31,In Remediation,Tenable,10.0
VULN00013733,A0015281,CVE-2023-23397,High,2025-09-05,2026-05-31,Exception Approved,Qualys,8.3
VULN00013734,A0017848,CVE-2022-30190,Medium,2024-08-06,2026-05-31,Closed,Tenable,4.7
VULN00013735,A0015431,CVE-2024-3094,Low,2025-09-26,2026-05-31,Closed,Tenable,2.6
VULN00013736,A0021804,CVE-2023-3519,Medium,2026-01-29,2026-05-31,In Remediation,Tenable,6.1
VULN00013737,A0003854,CVE-2023-3519,High,2024-03-04,2026-05-31,Exception Approved,Tenable,7.7
VULN00013738,A0004123,CVE-2023-3519,Low,2024-09-11,2026-05-31,Closed,Tenable,1.3
VULN00013739,A0000413,CVE-2023-36884,Critical,2025-10-30,2026-05-31,Open,Qualys,9.3
VULN00013740,A0020585,CVE-2023-34362,Critical,2024-08-21,2026-05-31,Closed,Qualys,9.5
VULN00013741,A0023140,CVE-2024-3094,High,2024-04-16,2026-05-31,Closed,Tenable,7.8
VULN00013742,A0006285,CVE-2023-3519,Medium,2025-01-07,2026-05-31,Closed,Qualys,5.3
VULN00013743,A0003325,CVE-2021-44228,Medium,2025-02-19,2026-05-31,Closed,Defender Vulnerability Management,6.0
VULN00013744,A0016030,CVE-2024-21410,Medium,2024-09-07,2026-05-31,Closed,Qualys,6.4
VULN00013745,A0021301,CVE-2023-20198,Critical,2024-01-31,2026-05-31,Closed,Tenable,10.0
VULN00013746,A0016747,CVE-2024-21410,High,2026-04-04,2026-05-31,Closed,Tenable,8.0
VULN00013747,A0017080,CVE-2023-3519,Low,2024-12-06,2026-05-31,Closed,Qualys,2.6
VULN00013748,A0016638,CVE-2021-44228,Medium,2024-11-01,2026-05-31,Closed,Tenable,5.5
VULN00013749,A0017406,CVE-2023-36884,Critical,2024-05-17,2026-05-31,Closed,Qualys,9.5
VULN00013750,A0013252,CVE-2023-34362,Low,2024-01-29,2026-05-31,Exception Approved,Tenable,2.7
