Remediation_ID,Asset_ID,Business_Unit_ID,Remediation_Type,Priority,Assigned_Team,Target_Completion_Date,Actual_Completion_Date,Remediation_Status,Remediation_Cost,Risk_Reduction_Category
REM-004011,A0004011,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-28,,In Progress,2172.69,Lifecycle
REM-004012,A0004012,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-21,2027-01-16,Completed,2508.6,Lifecycle
REM-004013,A0004013,BU008,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-22,2027-04-20,Completed,1288.09,Lifecycle
REM-004014,A0004014,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-13,,Not Started,2668.79,Lifecycle
REM-004015,A0004015,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-25,,Not Started,1427.82,Lifecycle
REM-004016,A0004016,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-14,,In Progress,1469.68,Lifecycle
REM-004017,A0004017,BU010,Endpoint Refresh,P2 - High,End User Computing,2026-08-24,,In Progress,1277.06,Lifecycle + Cyber
REM-004018,A0004018,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-01,2027-01-11,Completed,1405.25,Lifecycle
REM-004019,A0004019,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-15,,Not Started,1329.26,Lifecycle
REM-004020,A0004020,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-06,,In Progress,1595.94,Lifecycle
REM-004021,A0004021,BU007,Endpoint Refresh,P2 - High,End User Computing,2026-08-08,2026-07-09,Completed,1492.36,Lifecycle
REM-004022,A0004022,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-03,,In Progress,1501.82,Lifecycle
REM-004023,A0004023,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-21,,In Progress,2470.52,Lifecycle
REM-004024,A0004024,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-19,2027-10-12,Completed,2707.14,Lifecycle
REM-004025,A0004025,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-11,,Not Started,1548.36,Lifecycle
REM-004026,A0004026,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-19,2027-09-04,Completed,1511.33,Lifecycle
REM-004027,A0004027,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-10,,Not Started,1517.37,Lifecycle
REM-004028,A0004028,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-17,,Deferred,1426.36,Lifecycle
REM-004029,A0004029,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-18,2026-12-06,Completed,1919.34,Lifecycle
REM-004030,A0004030,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-17,,Not Started,1207.05,Lifecycle
REM-004031,A0004031,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-26,2026-12-20,Completed,1192.33,Lifecycle
REM-004032,A0004032,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-04,,In Progress,1324.99,Lifecycle
REM-004033,A0004033,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-25,2027-06-15,Completed,1568.69,Lifecycle
REM-004034,A0004034,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-23,,In Progress,1383.04,Lifecycle + Cyber
REM-004035,A0004035,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-07,2026-10-10,Completed,1206.92,Lifecycle
REM-004036,A0004036,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-05,2027-03-12,Completed,1600.03,Lifecycle
REM-004037,A0004037,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-07,2027-07-10,Completed,1576.84,Lifecycle
REM-004038,A0004038,BU007,Endpoint Refresh,P2 - High,End User Computing,2026-08-20,2026-07-07,Completed,1326.53,Lifecycle
REM-004039,A0004039,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-06,2027-02-05,Completed,1476.05,Lifecycle + Cyber
REM-004040,A0004040,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-14,,In Progress,1480.97,Lifecycle
REM-004041,A0004041,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-05,,Not Started,1230.91,Lifecycle + Cyber
REM-004042,A0004042,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-13,2026-11-15,Completed,1240.38,Lifecycle
REM-004043,A0004043,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-18,2027-04-19,Completed,1648.83,Lifecycle
REM-004044,A0004044,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-18,2027-05-23,Completed,1843.26,Lifecycle + Cyber
REM-004045,A0004045,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-29,,In Progress,1406.85,Lifecycle
REM-004046,A0004046,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-27,2026-11-22,Completed,1646.79,Lifecycle
REM-004047,A0004047,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-11-16,2026-11-25,Completed,1354.34,Lifecycle
REM-004048,A0004048,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-10,,In Progress,1373.95,Lifecycle
REM-004049,A0004049,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-27,,In Progress,1668.77,Lifecycle + Cyber
REM-004050,A0004050,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-14,2027-07-07,Completed,1419.83,Lifecycle
REM-004051,A0004051,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-12,,In Progress,1401.35,Lifecycle
REM-004052,A0004052,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-13,,In Progress,1279.2,Lifecycle
REM-004053,A0004053,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-28,2027-08-04,Completed,2242.34,Lifecycle
REM-004054,A0004054,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-11,2027-04-20,Completed,2517.59,Lifecycle
REM-004055,A0004055,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-10,,Deferred,1695.07,Lifecycle + Cyber
REM-004056,A0004056,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-02,2027-03-16,Completed,1459.8,Lifecycle + Cyber
REM-004057,A0004057,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-25,,Deferred,1206.42,Lifecycle
REM-004058,A0004058,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-17,,In Progress,1639.95,Lifecycle
REM-004059,A0004059,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-01,,Not Started,2621.91,Lifecycle
REM-004060,A0004060,BU010,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-24,,Not Started,1483.54,Lifecycle + Cyber
REM-004061,A0004061,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-04,,Not Started,1568.82,Lifecycle + Cyber
REM-004062,A0004062,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-17,,Not Started,1659.35,Lifecycle
REM-004063,A0004063,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-14,2027-07-11,Completed,1258.06,Lifecycle
REM-004064,A0004064,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-17,,Not Started,1364.24,Lifecycle
REM-004065,A0004065,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-12,,Deferred,1278.9,Lifecycle
REM-004066,A0004066,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-15,,Not Started,1161.44,Lifecycle
REM-004067,A0004067,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-05,2026-11-23,Completed,1367.33,Lifecycle
REM-004068,A0004068,BU008,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-13,,In Progress,1259.3,Lifecycle + Cyber
REM-004069,A0004069,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-19,2027-08-20,Completed,1495.93,Lifecycle
REM-004070,A0004070,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-18,,Not Started,1648.35,Lifecycle
REM-004071,A0004071,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-27,,In Progress,2493.12,Lifecycle
REM-004072,A0004072,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-12,,In Progress,1696.51,Lifecycle + Cyber
REM-004073,A0004073,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-15,,In Progress,1770.09,Lifecycle + Cyber
REM-004074,A0004074,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-08-11,,Not Started,1361.83,Lifecycle + Cyber
REM-004075,A0004075,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-09-28,,In Progress,1651.23,Lifecycle
REM-004076,A0004076,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-05,,In Progress,1378.95,Lifecycle
REM-004077,A0004077,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-13,,In Progress,2662.03,Lifecycle
REM-004078,A0004078,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-16,,Not Started,1604.13,Lifecycle + Cyber
REM-004079,A0004079,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-05,,Not Started,2536.89,Lifecycle
REM-004080,A0004080,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-07,,In Progress,1215.06,Lifecycle
REM-004081,A0004081,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-16,,Not Started,1448.4,Lifecycle
REM-004082,A0004082,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-08-18,,In Progress,1410.12,Lifecycle
REM-004083,A0004083,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-23,,Not Started,1342.69,Lifecycle
REM-004084,A0004084,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-10,,In Progress,1460.93,Lifecycle + Cyber
REM-004085,A0004085,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-30,,Deferred,1524.54,Lifecycle
REM-004086,A0004086,BU007,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-30,,In Progress,1511.05,Lifecycle
REM-004087,A0004087,BU009,Endpoint Refresh,P2 - High,End User Computing,2026-08-24,,Not Started,1302.33,Lifecycle
REM-004088,A0004088,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2026-11-27,,Not Started,1523.22,Lifecycle
REM-004089,A0004089,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-25,,Not Started,1424.81,Lifecycle
REM-004090,A0004090,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-26,,In Progress,1201.36,Lifecycle + Cyber
REM-004091,A0004091,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-11-26,2026-12-18,Completed,1420.87,Lifecycle + Cyber
REM-004092,A0004092,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-22,,In Progress,1358.61,Lifecycle
REM-004093,A0004093,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-14,,In Progress,1603.21,Lifecycle
REM-004094,A0004094,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-11-21,,In Progress,1370.6,Lifecycle
REM-004095,A0004095,BU008,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-06,,Not Started,1518.04,Lifecycle + Cyber
REM-004096,A0004096,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-10,,In Progress,2249.81,Lifecycle + Cyber
REM-004097,A0004097,BU010,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-17,,In Progress,1573.22,Lifecycle
REM-004098,A0004098,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-14,,In Progress,1342.7,Lifecycle
REM-004099,A0004099,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-29,2027-02-10,Completed,1267.75,Lifecycle
REM-004100,A0004100,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-06,,In Progress,1166.29,Lifecycle
REM-004101,A0004101,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-08-25,,Exception Approved,1264.61,Lifecycle
REM-004102,A0004102,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-09,,Not Started,1430.29,Lifecycle + Cyber
REM-004103,A0004103,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-24,,In Progress,1378.41,Lifecycle
REM-004104,A0004104,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-07,,Not Started,1347.18,Lifecycle + Cyber
REM-004105,A0004105,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-19,,Not Started,1420.27,Lifecycle + Cyber
REM-004106,A0004106,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-31,,Not Started,1230.5,Lifecycle
REM-004107,A0004107,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-12,,Not Started,1581.12,Lifecycle
REM-004108,A0004108,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-19,,In Progress,2589.95,Lifecycle + Cyber
REM-004109,A0004109,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-08-13,,In Progress,1293.33,Lifecycle
REM-004110,A0004110,BU007,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-25,,Not Started,1423.52,Lifecycle + Cyber
REM-004111,A0004111,BU005,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-18,,In Progress,1324.06,Lifecycle + Cyber
REM-004112,A0004112,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-24,,Deferred,1514.8,Lifecycle
REM-004113,A0004113,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-15,,In Progress,1172.72,Lifecycle
REM-004114,A0004114,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-10-07,,In Progress,1510.2,Lifecycle
REM-004115,A0004115,BU010,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-01,,Deferred,2564.36,Lifecycle
REM-004116,A0004116,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-20,2027-07-25,Completed,1222.72,Lifecycle
REM-004117,A0004117,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-09-10,,Not Started,1510.97,Lifecycle
REM-004118,A0004118,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-27,,In Progress,1411.85,Lifecycle
REM-004119,A0004119,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-30,,Deferred,1883.79,Lifecycle
REM-004120,A0004120,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-06,,Not Started,1724.53,Lifecycle
REM-004121,A0004121,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-25,,In Progress,2615.94,Lifecycle + Cyber
REM-004122,A0004122,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-11,,Deferred,1438.3,Lifecycle
REM-004123,A0004123,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-16,,In Progress,2463.45,Lifecycle + Cyber
REM-004124,A0004124,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-07,,Not Started,1550.09,Lifecycle + Cyber
REM-004125,A0004125,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-13,,In Progress,1310.8,Lifecycle
REM-004126,A0004126,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-09,2027-02-13,Completed,2631.55,Lifecycle
REM-004127,A0004127,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-26,,In Progress,1236.05,Lifecycle + Cyber
REM-004128,A0004128,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-06,,In Progress,1311.88,Lifecycle + Cyber
REM-004129,A0004129,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-20,,Not Started,1153.56,Lifecycle
REM-004130,A0004130,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-02,,In Progress,1302.04,Lifecycle + Cyber
REM-004131,A0004131,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-10-07,2026-09-10,Completed,1295.65,Lifecycle
REM-004132,A0004132,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-21,,Not Started,1327.1,Lifecycle + Cyber
REM-004133,A0004133,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-03,,In Progress,1520.94,Lifecycle
REM-004134,A0004134,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-01,2026-11-12,Completed,1437.83,Lifecycle
REM-004135,A0004135,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-30,,Deferred,1482.4,Lifecycle
REM-004136,A0004136,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-23,2027-04-10,Completed,1445.7,Lifecycle
REM-004137,A0004137,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-15,,In Progress,1638.32,Lifecycle + Cyber
REM-004138,A0004138,BU002,Endpoint Refresh,P2 - High,End User Computing,2026-10-17,2026-10-15,Completed,1283.32,Lifecycle + Cyber
REM-004139,A0004139,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-21,,Deferred,1657.34,Lifecycle
REM-004140,A0004140,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-31,,In Progress,1384.51,Lifecycle + Cyber
REM-004141,A0004141,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-29,,In Progress,1449.67,Lifecycle
REM-004142,A0004142,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-22,,In Progress,1504.9,Lifecycle + Cyber
REM-004143,A0004143,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-10,,Not Started,1508.97,Lifecycle
REM-004144,A0004144,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-04,,In Progress,1531.68,Lifecycle
REM-004145,A0004145,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-05,,Not Started,1389.66,Lifecycle
REM-004146,A0004146,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-06,,In Progress,1428.64,Lifecycle + Cyber
REM-004147,A0004147,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-05,2027-05-20,Completed,2359.88,Lifecycle
REM-004148,A0004148,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-10,,In Progress,1652.14,Lifecycle
REM-004149,A0004149,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-28,,In Progress,1255.37,Lifecycle + Cyber
REM-004150,A0004150,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-02,,In Progress,1353.19,Lifecycle
REM-004151,A0004151,BU002,Endpoint Refresh,P2 - High,End User Computing,2026-09-19,,In Progress,1302.15,Lifecycle
REM-004152,A0004152,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-25,,In Progress,1413.47,Lifecycle
REM-004153,A0004153,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-18,,Not Started,1634.07,Lifecycle + Cyber
REM-004154,A0004154,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-13,2027-04-28,Completed,1284.74,Lifecycle
REM-004155,A0004155,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-05,2027-09-06,Completed,1524.12,Lifecycle
REM-004156,A0004156,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-15,,Not Started,1596.11,Lifecycle
REM-004157,A0004157,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-16,2027-05-03,Completed,1583.51,Lifecycle + Cyber
REM-004158,A0004158,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-17,,Not Started,1483.67,Lifecycle
REM-004159,A0004159,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-14,,Not Started,1551.19,Lifecycle + Cyber
REM-004160,A0004160,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-31,2027-07-31,Completed,2258.34,Lifecycle
REM-004161,A0004161,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-20,,In Progress,1550.62,Lifecycle
REM-004162,A0004162,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-06,,In Progress,1214.93,Lifecycle
REM-004163,A0004163,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-18,2026-12-29,Completed,1421.41,Lifecycle
REM-004164,A0004164,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-30,2027-02-11,Completed,1591.4,Lifecycle
REM-004165,A0004165,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-17,,Not Started,1182.88,Lifecycle
REM-004166,A0004166,BU008,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-16,,Not Started,1889.86,Lifecycle + Cyber
REM-004167,A0004167,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-13,2026-11-07,Completed,1429.19,Lifecycle
REM-004168,A0004168,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-11,,In Progress,1741.21,Lifecycle
REM-004169,A0004169,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-28,,Not Started,1543.89,Lifecycle
REM-004170,A0004170,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-09,2026-12-29,Completed,1821.23,Lifecycle
REM-004171,A0004171,BU007,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-10,,Not Started,1427.92,Lifecycle + Cyber
REM-004172,A0004172,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-15,,Not Started,1693.39,Lifecycle + Cyber
REM-004173,A0004173,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-19,,In Progress,1528.67,Lifecycle
REM-004174,A0004174,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-30,,In Progress,1505.18,Lifecycle + Cyber
REM-004175,A0004175,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-04,,In Progress,1176.4,Lifecycle
REM-004176,A0004176,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-22,,In Progress,2626.8,Lifecycle + Cyber
REM-004177,A0004177,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-15,2026-11-21,Completed,1686.66,Lifecycle
REM-004178,A0004178,BU006,Endpoint Refresh,P2 - High,End User Computing,2026-10-02,,In Progress,1298.73,Lifecycle
REM-004179,A0004179,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-14,,In Progress,1259.34,Lifecycle
REM-004180,A0004180,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-13,,In Progress,1567.98,Lifecycle + Cyber
REM-004181,A0004181,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-20,,In Progress,1357.0,Lifecycle + Cyber
REM-004182,A0004182,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-09-27,2026-08-13,Completed,1205.65,Lifecycle
REM-004183,A0004183,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-08-25,,In Progress,1413.22,Lifecycle
REM-004184,A0004184,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-09,2026-12-12,Completed,1229.16,Lifecycle + Cyber
REM-004185,A0004185,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-27,,In Progress,1404.96,Lifecycle + Cyber
REM-004186,A0004186,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-25,,Not Started,1608.8,Lifecycle
REM-004187,A0004187,BU005,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-12,,Not Started,1333.09,Lifecycle
REM-004188,A0004188,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-20,2027-02-02,Completed,2128.96,Lifecycle
REM-004189,A0004189,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-21,,Not Started,1517.48,Lifecycle
REM-004190,A0004190,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-11,,Not Started,1656.63,Lifecycle
REM-004191,A0004191,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-23,,In Progress,2379.7,Lifecycle
REM-004192,A0004192,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-24,2026-11-24,Completed,1276.78,Lifecycle
REM-004193,A0004193,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-24,,In Progress,2504.12,Lifecycle
REM-004194,A0004194,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-27,,In Progress,1708.53,Lifecycle
REM-004195,A0004195,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-13,2026-11-10,Completed,1384.09,Lifecycle
REM-004196,A0004196,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-19,,In Progress,1329.74,Lifecycle
REM-004197,A0004197,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-16,,Not Started,1548.38,Lifecycle
REM-004198,A0004198,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-20,,Not Started,1198.59,Lifecycle
REM-004199,A0004199,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-09-10,,In Progress,1469.09,Lifecycle + Cyber
REM-004200,A0004200,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-17,,In Progress,2222.54,Lifecycle
REM-004201,A0004201,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-03,,In Progress,1519.66,Lifecycle
REM-004202,A0004202,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-25,,In Progress,1510.03,Lifecycle
REM-004203,A0004203,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-08,2027-02-25,Completed,1290.96,Lifecycle
REM-004204,A0004204,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-01,2027-07-23,Completed,1648.41,Lifecycle
REM-004205,A0004205,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-11,,In Progress,1585.47,Lifecycle
REM-004206,A0004206,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-03,,Not Started,1367.92,Lifecycle
REM-004207,A0004207,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-14,2027-06-20,Completed,1548.14,Lifecycle + Cyber
REM-004208,A0004208,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-17,,In Progress,1233.77,Lifecycle
REM-004209,A0004209,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-15,2027-02-12,Completed,1236.92,Lifecycle
REM-004210,A0004210,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-21,,Deferred,2201.23,Lifecycle
REM-004211,A0004211,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-07,2027-04-09,Completed,1547.11,Lifecycle
REM-004212,A0004212,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-23,2026-10-31,Completed,1429.39,Lifecycle + Cyber
REM-004213,A0004213,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-28,2026-11-22,Completed,1508.69,Lifecycle
REM-004214,A0004214,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-04,2027-08-22,Completed,1616.54,Lifecycle
REM-004215,A0004215,BU005,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-07,,Deferred,2349.56,Lifecycle
REM-004216,A0004216,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-15,2027-04-11,Completed,1251.45,Lifecycle
REM-004217,A0004217,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-23,2027-09-23,Completed,1348.14,Lifecycle
REM-004218,A0004218,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-10,,Not Started,1601.09,Lifecycle
REM-004219,A0004219,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-14,,Not Started,1403.75,Lifecycle
