Asset_ID,Asset_Name,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End,Expected_EOL,Lifecycle_Status,Current_Status,Location_ID,Business_Unit,Criticality,Environment,Replacement_Cost_CAD,Days_To_EOL,Age_Years,Criticality_Score,EOL_Score,Vulnerability_Count,Critical_Vuln_Count,High_Vuln_Count,Avg_CVSS,Max_CVSS,Incident_Count,Total_Downtime_Hours,Avg_Downtime_Hours,Refresh_Project_Count,Latest_Refresh_Status,Planned_Refresh_Budget,Location_Name,Region,City,Country,Location_Type,Risk_Score,Risk_Band
AST-0001410,LAP-0001410,Laptop,Dell,Latitude 5420,AN15VCJXN7,2024-10-30,2024-12-12,2029-12-11,2029-04-02,Supported >24 Months,Planned Refresh,LOC-0156,Capital Markets,Low,Development,1450,1036,1.6,1,1,2.0,2.0,0.0,10.0,10.0,4.0,10.1,2.525,0.0,,0.0,Data Centre 3,Data Centre,Toronto,Canada,Branch,49.0,Low
AST-0001411,LAP-0001411,Laptop,Apple,MacBook Pro 14-inch M2 Pro,GPCP03YYS1,2023-10-18,2023-11-27,2027-11-26,2027-05-28,6-12 Months,Planned Refresh,LOC-0089,Capital Markets,High,Test,2850,361,2.6,3,3,6.0,2.0,4.0,9.3,9.8,4.0,2.84,0.71,0.0,,0.0,Ontario Regional 6,Ontario Regional,Kingston,Canada,Office,127.0,Critical
AST-0001412,LAP-0001412,Laptop,Lenovo,ThinkPad T14 Gen 2,7PHANHDT4R,2024-05-13,2024-06-05,2028-06-04,2027-01-10,6-12 Months,In Service,LOC-0028,Retail Banking,Medium,Development,1500,223,2.1,2,3,3.0,3.0,0.0,9.933333333333334,10.0,0.0,0.0,0.0,1.0,Not Started,1824.04,GTA Branches 25,GTA Branches,Markham,Canada,Branch,102.0,High
AST-0001413,LAP-0001413,Laptop,Dell,Latitude 5420,KONRHHKYCQ,2022-02-03,2022-02-12,2025-02-11,2027-10-03,12-24 Months,In Service,LOC-0074,Technology,Critical,Development,1450,489,4.3,4,2,2.0,1.0,1.0,9.8,9.8,6.0,7.65,1.275,0.0,,0.0,GTA Branches 71,GTA Branches,Richmond Hill,Canada,Branch,115.0,Critical
AST-0001414,LAP-0001414,Laptop,Lenovo,ThinkPad T14 Gen 3,EOTP5OR4NN,2023-04-22,2023-06-02,2028-05-31,2026-07-21,0-6 Months,Retired,LOC-0027,Capital Markets,Medium,Production,1600,50,3.1,2,4,2.0,2.0,0.0,9.9,10.0,2.0,15.19,7.595,0.0,,0.0,GTA Branches 24,GTA Branches,Mississauga,Canada,Branch,121.0,Critical
AST-0001415,LAP-0001415,Laptop,HP,EliteBook 850 G9,AKHY7I0YCM,2025-07-28,2025-08-30,2029-08-29,2026-09-28,0-6 Months,In Service,LOC-0006,Commercial Banking,High,Production,1650,119,0.8,3,4,3.0,3.0,0.0,9.866666666666667,10.0,3.0,8.25,2.75,1.0,Completed,1597.13,GTA Branches 3,GTA Branches,Richmond Hill,Canada,Branch,141.5,Critical
AST-0001416,LAP-0001416,Laptop,Dell,Latitude 7440,VKBJN7FDTG,2023-11-19,2024-01-01,2028-12-30,2026-08-13,0-6 Months,Retired,LOC-0043,Risk,Low,Development,1850,73,2.5,1,4,2.0,1.0,1.0,9.9,10.0,4.0,23.51,5.8775,1.0,In Progress,1789.29,GTA Branches 40,GTA Branches,Oakville,Canada,Branch,107.0,High
AST-0001417,LAP-0001417,Laptop,Dell,Latitude 7440,QV9OB3MQW2,2024-10-27,2024-11-27,2027-11-27,2027-08-14,12-24 Months,Quarantined,LOC-0133,Retail Banking,Low,Production,1850,439,1.6,1,2,3.0,2.0,1.0,9.866666666666667,10.0,8.0,37.55,4.6937500000000005,0.0,,0.0,Quebec 10,Quebec,Quebec City,Canada,Data Centre,77.0,Medium
AST-0001418,LAP-0001418,Laptop,Apple,MacBook Air M2,WCF5DEK429,2026-03-05,2026-03-22,2031-03-21,2028-02-07,12-24 Months,In Service,LOC-0123,Operations,High,Development,1650,616,0.2,3,2,1.0,1.0,0.0,10.0,10.0,4.0,13.669999999999998,3.4174999999999995,1.0,Not Started,1961.71,Western Canada 25,Western Canada,Calgary,Canada,Data Centre,95.0,High
AST-0001419,LAP-0001419,Laptop,Apple,MacBook Air M2,PRWY8ZOI9H,2023-01-11,2023-02-16,2028-02-15,2026-07-03,0-6 Months,In Service,LOC-0137,Technology,Critical,Production,1650,32,3.4,4,4,0.0,0.0,0.0,,,5.0,20.6,4.12,0.0,,0.0,Quebec 14,Quebec,Gatineau,Canada,DR Site,147.5,Critical
AST-0001420,LAP-0001420,Laptop,Dell,Latitude 7440,DVVH6SD4H4,2025-10-31,2025-11-24,2029-11-23,2025-06-23,Past EOL,Quarantined,LOC-0115,Cybersecurity,High,Development,1850,-343,0.6,3,5,2.0,1.0,1.0,9.45,9.8,6.0,12.34,2.056666666666666,1.0,Planning,2133.58,Western Canada 17,Western Canada,Vancouver,Canada,Data Centre,160.0,Critical
AST-0001421,LAP-0001421,Laptop,Dell,Latitude 5420,RPRGYGO2YP,2023-05-12,2023-06-15,2026-06-14,2028-10-24,Supported >24 Months,In Service,LOC-0013,Retail Banking,Medium,Production,1450,876,3.1,2,1,2.0,2.0,0.0,9.8,9.8,7.0,8.98,1.282857142857143,0.0,,0.0,GTA Branches 10,GTA Branches,Toronto,Canada,Branch,68.5,Medium
AST-0001422,LAP-0001422,Laptop,Lenovo,ThinkPad T14 Gen 2,LVCRFMKSLI,2021-07-08,2021-08-08,2026-08-07,2024-08-09,Past EOL,Quarantined,LOC-0135,Capital Markets,High,Production,1500,-661,4.9,3,5,2.0,1.0,1.0,9.9,10.0,6.0,41.04,6.84,1.0,Planning,2002.16,Quebec 12,Quebec,Quebec City,Canada,Data Centre,160.0,Critical
AST-0001423,LAP-0001423,Laptop,HP,EliteBook 850 G9,RK0VF616D3,2023-07-25,2023-09-07,2028-09-05,2028-01-20,12-24 Months,In Service,LOC-0151,Finance,High,Production,1650,598,2.9,3,2,1.0,1.0,0.0,10.0,10.0,3.0,3.75,1.25,1.0,Planning,2079.37,Atlantic Canada 8,Atlantic Canada,Moncton,Canada,Office,93.5,High
AST-0001424,LAP-0001424,Laptop,Dell,Latitude 7440,6DZGG3ETIV,2025-01-20,2025-02-25,2028-02-25,2031-08-16,Supported >24 Months,In Service,LOC-0066,Data & Analytics,Critical,Production,1850,1902,1.4,4,1,1.0,0.0,1.0,9.8,9.8,9.0,11.29,1.2544444444444445,0.0,,0.0,GTA Branches 63,GTA Branches,Vaughan,Canada,Branch,95.5,High
AST-0001425,LAP-0001425,Laptop,Lenovo,ThinkPad T14 Gen 3,O1VA1QOXM8,2022-11-17,2022-12-01,2027-11-30,2026-12-06,6-12 Months,In Service,LOC-0143,Commercial Banking,Medium,Development,1600,188,3.5,2,3,2.0,2.0,0.0,9.8,9.8,5.0,9.15,1.83,1.0,Deferred,1777.35,Quebec 20,Quebec,Montreal,Canada,Office,105.5,High
AST-0001426,LAP-0001426,Laptop,HP,EliteBook 850 G9,EJ0U0VGDR1,2026-02-23,2026-04-07,2030-04-06,2028-02-11,12-24 Months,In Service,LOC-0093,Data & Analytics,High,Development,1650,620,0.3,3,2,1.0,0.0,1.0,9.8,9.8,3.0,5.35,1.7833333333333332,0.0,,0.0,Ontario Regional 10,Ontario Regional,Kitchener,Canada,Branch,91.5,High
AST-0001427,LAP-0001427,Laptop,HP,EliteBook 840 G8,HWGPBYEXZ9,2024-08-25,2024-08-31,2028-08-30,2029-08-11,Supported >24 Months,Quarantined,LOC-0103,Risk,Low,Production,1500,1167,1.8,1,1,1.0,1.0,0.0,9.8,9.8,6.0,33.45,5.574999999999999,1.0,In Progress,1531.55,Western Canada 5,Western Canada,Victoria,Canada,DR Site,48.0,Low
AST-0001428,LAP-0001428,Laptop,Dell,Latitude 7440,DW54I3O6GI,2024-12-16,2024-12-25,2029-12-24,2028-03-18,12-24 Months,In Service,LOC-0044,Technology,High,Development,1850,656,1.5,3,2,0.0,0.0,0.0,,,2.0,2.72,1.36,1.0,Not Started,1944.65,GTA Branches 41,GTA Branches,Brampton,Canada,Branch,88.0,High
AST-0001429,LAP-0001429,Laptop,Lenovo,ThinkPad T14 Gen 3,G1T4F9BYI4,2022-05-30,2022-06-06,2027-06-05,2027-06-02,12-24 Months,In Service,LOC-0026,Technology,Medium,Development,1600,366,4.0,2,2,0.0,0.0,0.0,,,2.0,0.59,0.295,1.0,Not Started,1692.43,GTA Branches 23,GTA Branches,Markham,Canada,Branch,73.0,Medium
AST-0001430,LAP-0001430,Laptop,Dell,Latitude 5420,E0PCM9A2KL,2025-01-27,2025-03-07,2029-03-06,2030-10-06,Supported >24 Months,In Service,LOC-0113,Wealth Management,High,Production,1450,1588,1.3,3,1,2.0,1.0,1.0,9.3,9.8,2.0,2.2,1.1,0.0,,0.0,Western Canada 15,Western Canada,Victoria,Canada,Data Centre,74.0,Medium
AST-0001431,LAP-0001431,Laptop,Lenovo,ThinkPad T14 Gen 2,LWKLDWC6G4,2024-07-26,2024-08-30,2029-08-29,2026-08-21,0-6 Months,Quarantined,LOC-0017,Operations,Medium,Development,1500,81,1.8,2,4,1.0,0.0,1.0,9.8,9.8,5.0,8.17,1.634,0.0,,0.0,GTA Branches 14,GTA Branches,Vaughan,Canada,Branch,119.5,Critical
AST-0001432,LAP-0001432,Laptop,Dell,Latitude 5430,0VGWGRZPX9,2022-05-26,2022-07-07,2025-07-06,2027-10-12,12-24 Months,Retired,LOC-0082,Capital Markets,High,Production,1550,498,4.0,3,2,1.0,0.0,1.0,9.8,9.8,4.0,7.45,1.8625,1.0,Not Started,1921.9,GTA Branches 79,GTA Branches,Toronto,Canada,Branch,93.0,High
AST-0001433,LAP-0001433,Laptop,Dell,Latitude 7440,J4WT1VAWI2,2024-03-09,2024-04-15,2028-04-14,2024-11-23,Past EOL,In Service,LOC-0060,Commercial Banking,Medium,Test,1850,-555,2.2,2,5,1.0,1.0,0.0,9.8,9.8,4.0,7.68,1.92,0.0,,0.0,GTA Branches 57,GTA Branches,Markham,Canada,Branch,140.0,Critical
AST-0001434,LAP-0001434,Laptop,Lenovo,ThinkPad T14 Gen 3,SGOHKSV8JR,2025-12-29,2026-02-08,2029-02-07,2023-11-22,Past EOL,In Service,LOC-0076,Retail Banking,Medium,Production,1600,-922,0.4,2,5,2.0,0.0,2.0,9.3,9.8,6.0,26.8,4.466666666666666,1.0,Completed,1696.47,GTA Branches 73,GTA Branches,Oakville,Canada,Branch,143.0,Critical
AST-0001435,LAP-0001435,Laptop,Apple,MacBook Air M2,3GIUNWELAJ,2024-08-19,2024-09-16,2029-09-15,2028-02-16,12-24 Months,In Service,LOC-0066,Technology,Medium,Development,1650,625,1.8,2,2,1.0,1.0,0.0,10.0,10.0,5.0,18.94,3.788,1.0,In Progress,2083.44,GTA Branches 63,GTA Branches,Vaughan,Canada,Branch,81.5,High
AST-0001436,LAP-0001436,Laptop,Dell,Latitude 5420,9V5745IP65,2024-05-26,2024-06-18,2027-06-18,2028-10-16,Supported >24 Months,Planned Refresh,LOC-0144,Technology,Critical,Test,1450,868,2.0,4,1,0.0,0.0,0.0,,,8.0,11.59,1.44875,0.0,,0.0,Atlantic Canada 1,Atlantic Canada,Halifax,Canada,Branch,92.0,High
AST-0001437,LAP-0001437,Laptop,Lenovo,ThinkPad T14 Gen 3,LJETHBVVJT,2024-02-29,2024-03-14,2028-03-13,2026-06-18,0-6 Months,Planned Refresh,LOC-0154,Retail Banking,Critical,Development,1600,17,2.3,4,4,2.0,1.0,1.0,9.9,10.0,7.0,15.45,2.207142857142857,0.0,,0.0,Data Centre 1,Data Centre,Montreal,Canada,DR Site,156.5,Critical
AST-0001438,LAP-0001438,Laptop,Lenovo,ThinkPad T14 Gen 2,8PVWJAZQ4X,2022-08-17,2022-09-05,2027-09-04,2027-09-28,12-24 Months,Planned Refresh,LOC-0157,Technology,High,Test,1500,484,3.8,3,2,5.0,3.0,2.0,9.88,10.0,4.0,2.98,0.745,0.0,,0.0,Data Centre 4,Data Centre,Toronto,Canada,DR Site,107.0,High
AST-0001439,LAP-0001439,Laptop,Dell,Latitude 5420,2J8Z8DO3P0,2021-08-22,2021-09-08,2026-09-07,2028-03-02,12-24 Months,In Service,LOC-0113,Operations,Low,Production,1450,640,4.8,1,2,3.0,2.0,1.0,9.466666666666669,9.8,8.0,29.93,3.74125,0.0,,0.0,Western Canada 15,Western Canada,Victoria,Canada,Data Centre,77.0,Medium
AST-0001440,LAP-0001440,Laptop,HP,EliteBook 840 G8,NXJ5YHY8N5,2021-06-06,2021-07-11,2026-07-10,2031-01-21,Supported >24 Months,Planned Refresh,LOC-0130,Wealth Management,Low,Production,1500,1695,5.0,1,1,3.0,3.0,0.0,9.533333333333331,10.0,6.0,14.34,2.39,0.0,,0.0,Quebec 7,Quebec,Montreal,Canada,DR Site,56.0,Medium
AST-0001441,LAP-0001441,Laptop,Apple,MacBook Air M2,2OZ2IMB30J,2024-05-02,2024-05-04,2028-05-03,2026-12-28,6-12 Months,In Service,LOC-0083,Technology,Low,Development,1650,210,2.1,1,3,2.0,2.0,0.0,9.8,9.8,3.0,5.76,1.92,0.0,,0.0,GTA Branches 80,GTA Branches,Markham,Canada,Branch,87.5,High
AST-0001442,LAP-0001442,Laptop,Apple,MacBook Air M2,E84L9YILZR,2024-12-07,2024-12-12,2028-12-11,2027-01-21,6-12 Months,Quarantined,LOC-0138,Human Resources,Critical,Development,1650,234,1.5,4,3,1.0,1.0,0.0,9.8,9.8,6.0,20.15,3.358333333333333,0.0,,0.0,Quebec 15,Quebec,Montreal,Canada,Office,133.0,Critical
AST-0001443,LAP-0001443,Laptop,Dell,Latitude 7440,SKI045YHSH,2025-05-10,2025-05-30,2030-05-29,2029-01-12,Supported >24 Months,Quarantined,LOC-0019,Technology,High,Production,1850,956,1.1,3,1,1.0,1.0,0.0,9.8,9.8,2.0,0.0,0.0,0.0,,0.0,GTA Branches 16,GTA Branches,Toronto,Canada,Branch,72.0,Medium
AST-0001444,LAP-0001444,Laptop,Dell,Latitude 5430,D3XAK74F5Z,2022-05-15,2022-05-21,2025-05-20,2029-01-31,Supported >24 Months,Planned Refresh,LOC-0113,Finance,Medium,Development,1550,975,4.0,2,1,0.0,0.0,0.0,,,5.0,11.0,2.2,0.0,,0.0,Western Canada 15,Western Canada,Victoria,Canada,Data Centre,57.5,Medium
AST-0001445,LAP-0001445,Laptop,HP,EliteBook 840 G8,F80HKKWJSV,2023-12-10,2024-01-04,2028-01-03,2028-01-10,12-24 Months,Quarantined,LOC-0013,Operations,Medium,Development,1500,588,2.5,2,2,0.0,0.0,0.0,,,3.0,17.29,5.763333333333333,0.0,,0.0,GTA Branches 10,GTA Branches,Toronto,Canada,Branch,74.5,Medium
AST-0001446,LAP-0001446,Laptop,Lenovo,ThinkPad T14 Gen 2,NYDZ0B545K,2022-05-23,2022-05-30,2027-05-29,2026-08-11,0-6 Months,In Service,LOC-0019,Technology,Low,Production,1500,71,4.0,1,4,0.0,0.0,0.0,,,3.0,4.84,1.6133333333333333,0.0,,0.0,GTA Branches 16,GTA Branches,Toronto,Canada,Branch,99.5,High
AST-0001447,LAP-0001447,Laptop,Apple,MacBook Pro 14-inch M2 Pro,QLBW66V3JR,2025-08-03,2025-08-31,2028-08-30,2027-12-23,12-24 Months,In Service,LOC-0106,Operations,Medium,Development,2850,570,0.8,2,2,1.0,1.0,0.0,10.0,10.0,4.0,4.53,1.1325,1.0,Deferred,3541.93,Western Canada 8,Western Canada,Calgary,Canada,DR Site,80.0,Medium
AST-0001448,LAP-0001448,Laptop,Lenovo,ThinkPad T14 Gen 3,MV4QQJ3A1I,2026-03-02,2026-03-21,2031-03-20,2027-11-26,12-24 Months,Planned Refresh,LOC-0062,Operations,High,Test,1600,543,0.2,3,2,0.0,0.0,0.0,,,4.0,41.27,10.3175,0.0,,0.0,GTA Branches 59,GTA Branches,Vaughan,Canada,Branch,91.0,High
AST-0001449,LAP-0001449,Laptop,Apple,MacBook Pro 14-inch M2 Pro,8RQCVMKC11,2025-05-09,2025-06-14,2029-06-13,2026-06-23,0-6 Months,Quarantined,LOC-0073,Retail Banking,Critical,Production,2850,22,1.1,4,4,1.0,0.0,1.0,7.8,7.8,4.0,5.53,1.3825,0.0,,0.0,GTA Branches 70,GTA Branches,Toronto,Canada,Branch,148.0,Critical
AST-0001450,LAP-0001450,Laptop,Lenovo,ThinkPad T14 Gen 2,UJBOO0F00M,2021-06-02,2021-07-12,2026-07-11,2030-06-30,Supported >24 Months,Retired,LOC-0015,Cybersecurity,High,Production,1500,1490,5.0,3,1,2.0,1.0,1.0,9.9,10.0,3.0,6.07,2.023333333333333,0.0,,0.0,GTA Branches 12,GTA Branches,Mississauga,Canada,Branch,75.5,Medium
AST-0001451,LAP-0001451,Laptop,HP,EliteBook 840 G8,5EO9W6YA8J,2024-09-02,2024-10-15,2028-10-14,2027-01-26,6-12 Months,In Service,LOC-0094,Commercial Banking,Critical,Production,1500,239,1.7,4,3,2.0,2.0,0.0,9.8,9.8,4.0,4.47,1.1175,1.0,Completed,1410.72,Ontario Regional 11,Ontario Regional,London,Canada,Branch,134.0,Critical
AST-0001452,LAP-0001452,Laptop,Dell,Latitude 5430,NPCYVU049D,2022-08-22,2022-08-26,2027-08-25,2027-04-10,6-12 Months,In Service,LOC-0063,Cybersecurity,High,Test,1550,313,3.8,3,3,2.0,2.0,0.0,9.8,9.8,1.0,10.02,10.02,0.0,,0.0,GTA Branches 60,GTA Branches,Brampton,Canada,Branch,114.5,Critical
AST-0001453,LAP-0001453,Laptop,HP,EliteBook 840 G8,C0QPDXXSYK,2023-10-26,2023-11-09,2028-11-07,2024-01-28,Past EOL,Planned Refresh,LOC-0115,Cybersecurity,Medium,Development,1500,-855,2.6,2,5,4.0,3.0,1.0,9.6,10.0,3.0,7.78,2.5933333333333333,0.0,,0.0,Western Canada 17,Western Canada,Vancouver,Canada,Data Centre,148.5,Critical
AST-0001454,LAP-0001454,Laptop,HP,EliteBook 850 G9,ANEO9VAXCZ,2024-06-27,2024-08-09,2029-08-08,2027-02-09,6-12 Months,Quarantined,LOC-0099,Finance,Low,Test,1650,253,1.9,1,3,1.0,0.0,1.0,7.8,7.8,8.0,23.44,2.93,0.0,,0.0,Western Canada 1,Western Canada,Winnipeg,Canada,DR Site,89.0,High
AST-0001455,LAP-0001455,Laptop,Lenovo,ThinkPad T14 Gen 2,64L4YWP6CB,2024-12-18,2025-01-02,2028-01-02,2030-03-15,Supported >24 Months,In Service,LOC-0047,Human Resources,Low,Development,1500,1383,1.5,1,1,3.0,2.0,1.0,9.533333333333331,10.0,3.0,4.59,1.53,1.0,In Progress,1930.83,GTA Branches 44,GTA Branches,Markham,Canada,Branch,49.5,Low
AST-0001456,LAP-0001456,Laptop,Lenovo,ThinkPad T14 Gen 2,5HVDQ0MJKK,2021-07-31,2021-09-04,2025-09-03,2030-09-14,Supported >24 Months,In Service,LOC-0097,Retail Banking,Medium,Development,1500,1566,4.8,2,1,3.0,3.0,0.0,9.466666666666669,9.8,3.0,4.24,1.413333333333333,1.0,In Progress,1881.67,Ontario Regional 14,Ontario Regional,London,Canada,Data Centre,66.5,Medium
AST-0001457,LAP-0001457,Laptop,Dell,Latitude 5420,5FZ2RIMC6Y,2022-03-20,2022-04-10,2027-04-09,2030-07-17,Supported >24 Months,Planned Refresh,LOC-0068,Commercial Banking,Low,Test,1450,1507,4.2,1,1,1.0,0.0,1.0,7.8,7.8,7.0,12.39,1.77,0.0,,0.0,GTA Branches 65,GTA Branches,Brampton,Canada,Branch,47.5,Low
AST-0001458,LAP-0001458,Laptop,HP,EliteBook 850 G9,7CYAMNJ8PL,2023-12-27,2024-01-28,2028-01-27,2027-05-29,6-12 Months,In Service,LOC-0078,Retail Banking,Low,Production,1650,362,2.4,1,3,1.0,1.0,0.0,9.8,9.8,4.0,8.76,2.19,0.0,,0.0,GTA Branches 75,GTA Branches,Toronto,Canada,Branch,85.0,High
AST-0001459,LAP-0001459,Laptop,HP,EliteBook 840 G8,RVMWW3SZY9,2022-03-07,2022-04-16,2027-04-15,2023-06-10,Past EOL,In Service,LOC-0138,Capital Markets,Low,Production,1500,-1087,4.2,1,5,2.0,2.0,0.0,9.9,10.0,1.0,4.66,4.66,1.0,In Progress,1921.24,Quebec 15,Quebec,Montreal,Canada,Office,124.5,Critical
AST-0001460,LAP-0001460,Laptop,Apple,MacBook Air M2,NMWHH4VL1U,2024-08-07,2024-08-29,2028-08-28,2027-12-11,12-24 Months,Retired,LOC-0133,Data & Analytics,Critical,Production,1650,558,1.8,4,2,1.0,1.0,0.0,9.8,9.8,5.0,6.05,1.21,0.0,,0.0,Quebec 10,Quebec,Quebec City,Canada,Data Centre,111.5,Critical
AST-0001461,LAP-0001461,Laptop,Dell,Latitude 5420,JZ9G6DVNQ4,2021-06-22,2021-07-05,2026-07-04,2029-06-13,Supported >24 Months,In Service,LOC-0017,Cybersecurity,Critical,Production,1450,1108,4.9,4,1,4.0,1.0,3.0,9.3,9.8,4.0,20.64,5.16,0.0,,0.0,GTA Branches 14,GTA Branches,Vaughan,Canada,Branch,96.0,High
AST-0001462,LAP-0001462,Laptop,Dell,Latitude 5430,DD0DILXN48,2023-03-22,2023-03-27,2028-03-25,2026-10-27,0-6 Months,In Service,LOC-0081,Retail Banking,Critical,Development,1550,148,3.2,4,4,1.0,0.0,1.0,9.8,9.8,4.0,8.24,2.06,1.0,In Progress,1607.4,GTA Branches 78,GTA Branches,Oakville,Canada,Branch,148.0,Critical
AST-0001463,LAP-0001463,Laptop,Lenovo,ThinkPad T14 Gen 2,DZ6W5OWK1L,2021-04-21,2021-05-04,2024-05-03,2023-04-11,Past EOL,Planned Refresh,LOC-0079,Commercial Banking,Medium,Test,1500,-1147,5.1,2,5,4.0,0.0,4.0,8.8,8.8,6.0,25.2,4.2,0.0,,0.0,GTA Branches 76,GTA Branches,Oakville,Canada,Branch,147.0,Critical
AST-0001464,LAP-0001464,Laptop,HP,EliteBook 850 G9,VDOW6JFPY7,2023-07-31,2023-08-20,2027-08-19,2029-02-19,Supported >24 Months,Quarantined,LOC-0078,Retail Banking,High,Production,1650,994,2.8,3,1,2.0,1.0,1.0,8.8,9.8,2.0,3.49,1.745,1.0,Not Started,2179.53,GTA Branches 75,GTA Branches,Toronto,Canada,Branch,74.0,Medium
AST-0001465,LAP-0001465,Laptop,Dell,Latitude 5430,DC14ZSEXE0,2022-05-17,2022-06-13,2025-06-12,2027-06-08,12-24 Months,Planned Refresh,LOC-0098,Treasury,Medium,Test,1550,372,4.0,2,2,2.0,2.0,0.0,9.8,9.8,5.0,3.33,0.666,0.0,,0.0,Ontario Regional 15,Ontario Regional,London,Canada,DR Site,85.5,High
AST-0001466,LAP-0001466,Laptop,Apple,MacBook Air M2,MWG24UNFTW,2023-04-16,2023-05-13,2028-05-11,2026-08-27,0-6 Months,Planned Refresh,LOC-0033,Retail Banking,Low,Development,1650,87,3.1,1,4,0.0,0.0,0.0,,,4.0,13.58,3.395,1.0,Planning,1518.96,GTA Branches 30,GTA Branches,Toronto,Canada,Branch,101.0,High
AST-0001467,LAP-0001467,Laptop,Dell,Latitude 5430,W7WR1TQZFB,2022-04-08,2022-04-09,2026-04-08,2027-01-09,6-12 Months,Quarantined,LOC-0146,Commercial Banking,High,Test,1550,222,4.1,3,3,2.0,2.0,0.0,9.3,9.8,6.0,13.46,2.2433333333333336,0.0,,0.0,Atlantic Canada 3,Atlantic Canada,St. John's,Canada,Office,122.0,Critical
AST-0001468,LAP-0001468,Laptop,Apple,MacBook Pro 14-inch M2 Pro,U7FMKGZBYS,2024-07-01,2024-08-06,2028-08-05,2023-02-15,Past EOL,Quarantined,LOC-0158,Risk,Low,Production,2850,-1202,1.9,1,5,1.0,1.0,0.0,9.1,9.1,4.0,11.19,2.7975,1.0,Planning,2815.82,DR Site 1,DR Site,Winnipeg,Canada,Branch,125.0,Critical
AST-0001469,LAP-0001469,Laptop,Dell,Latitude 5420,KB23JPMKRQ,2025-02-14,2025-02-24,2030-02-23,2029-09-15,Supported >24 Months,Planned Refresh,LOC-0133,Wealth Management,High,Production,1450,1202,1.3,3,1,1.0,0.0,1.0,9.8,9.8,6.0,9.4,1.5666666666666669,0.0,,0.0,Quebec 10,Quebec,Quebec City,Canada,Data Centre,76.0,Medium
AST-0001470,LAP-0001470,Laptop,HP,EliteBook 840 G8,VLOYHDOWM2,2021-03-27,2021-05-04,2024-05-03,2030-01-25,Supported >24 Months,In Service,LOC-0066,Data & Analytics,High,Test,1500,1334,5.2,3,1,3.0,3.0,0.0,9.866666666666667,10.0,1.0,0.23,0.23,0.0,,0.0,GTA Branches 63,GTA Branches,Vaughan,Canada,Branch,78.5,Medium
AST-0001471,LAP-0001471,Laptop,Apple,MacBook Air M2,MZ6W3CO8PE,2025-08-18,2025-09-19,2030-09-18,2028-03-05,12-24 Months,In Service,LOC-0131,Operations,Medium,Development,1650,643,0.8,2,2,0.0,0.0,0.0,,,4.0,1.69,0.4225,1.0,Planning,1498.7,Quebec 8,Quebec,Montreal,Canada,Office,76.0,Medium
AST-0001472,LAP-0001472,Laptop,Dell,Latitude 5420,RVXQ51WHAL,2021-08-28,2021-09-04,2026-09-03,2029-10-25,Supported >24 Months,Quarantined,LOC-0050,Finance,Low,Development,1450,1242,4.8,1,1,3.0,2.0,1.0,8.866666666666667,10.0,4.0,16.58,4.145,1.0,Planning,1808.57,GTA Branches 47,GTA Branches,Oakville,Canada,Branch,51.0,Medium
AST-0001473,LAP-0001473,Laptop,Lenovo,ThinkPad T14 Gen 3,KCZEQUBNLE,2025-04-02,2025-05-10,2029-05-09,2028-05-16,12-24 Months,In Service,LOC-0063,Finance,Critical,Test,1600,715,1.2,4,2,1.0,0.0,1.0,7.8,7.8,2.0,2.94,1.47,0.0,,0.0,GTA Branches 60,GTA Branches,Brampton,Canada,Branch,105.0,High
AST-0001474,LAP-0001474,Laptop,HP,EliteBook 840 G8,0E0R3JSS3T,2021-07-10,2021-08-06,2025-08-05,2025-02-07,Past EOL,Planned Refresh,LOC-0056,Technology,High,Development,1500,-479,4.9,3,5,4.0,3.0,1.0,9.9,10.0,1.0,3.52,3.52,0.0,,0.0,GTA Branches 53,GTA Branches,Richmond Hill,Canada,Branch,160.5,Critical
AST-0001475,LAP-0001475,Laptop,HP,EliteBook 840 G8,7TG5SFTA1S,2023-02-18,2023-04-04,2028-04-02,2026-09-18,0-6 Months,In Service,LOC-0039,Human Resources,Low,Test,1500,109,3.3,1,4,1.0,1.0,0.0,9.8,9.8,2.0,0.53,0.265,0.0,,0.0,GTA Branches 36,GTA Branches,Brampton,Canada,Branch,102.0,High
AST-0001476,LAP-0001476,Laptop,Lenovo,ThinkPad T14 Gen 2,TK7P6XSVOL,2023-03-07,2023-03-21,2026-03-20,2023-07-13,Past EOL,Retired,LOC-0112,Operations,Medium,Development,1500,-1054,3.2,2,5,5.0,5.0,0.0,9.76,10.0,4.0,27.71,6.9275,1.0,Not Started,1421.14,Western Canada 14,Western Canada,Victoria,Canada,DR Site,156.0,Critical
AST-0001477,LAP-0001477,Laptop,Lenovo,ThinkPad T14 Gen 2,MCMH7LM2LW,2023-10-11,2023-10-29,2028-10-27,2026-10-11,0-6 Months,Retired,LOC-0072,Human Resources,High,Development,1500,132,2.6,3,4,3.0,2.0,1.0,9.2,10.0,5.0,12.33,2.466,1.0,Not Started,1351.33,GTA Branches 69,GTA Branches,Toronto,Canada,Branch,142.5,Critical
