Installation_ID,Asset_ID,Publisher,Software_Name,Software_Version,Install_Date,Discovery_Source,License_Metric,Last_Seen_Date,Version,Release_Date,Vendor_Support_End_Date,Software_Category,Months_To_Software_EOL,Software_EOL_Status,Software_Compliance_Risk
SWI00028601,A0004876,Microsoft,OneDrive,24.x,2018-05-11,SCCM,User,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028602,A0004876,Adobe,Adobe Acrobat Pro 2020,20,2018-05-11,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028603,A0004876,Mozilla,Firefox ESR,115,2018-05-11,SCCM,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028604,A0004876,Google,Google Chrome,124,2018-05-11,Intune,Enterprise,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028605,A0004877,Microsoft,Microsoft Teams Classic,1.6,2019-04-03,Intune,Open Source,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028606,A0004877,Microsoft,Windows 10 Enterprise,22H2,2019-04-03,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028607,A0004877,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-04-03,SCCM,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028608,A0004877,Microsoft,Windows 11 Enterprise,23H2,2019-04-03,SCCM,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028609,A0004877,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-04-03,Tanium,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028610,A0004878,Microsoft,Windows 10 Enterprise,22H2,2020-10-23,SCCM,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028611,A0004878,Google,Google Chrome,124,2020-10-23,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028612,A0004878,Microsoft,Windows 11 Enterprise,23H2,2020-10-23,Intune,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028613,A0004878,Microsoft,Windows 11 Enterprise,23H2,2020-10-23,Intune,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028614,A0004878,Adobe,Adobe Acrobat Pro 2020,20,2020-10-23,SCCM,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028615,A0004879,Microsoft,Windows 10 Enterprise,22H2,2020-04-03,SCCM,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028616,A0004879,Microsoft,Microsoft Teams Classic,1.6,2020-04-03,Tanium,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028617,A0004879,Microsoft,Windows 11 Enterprise,23H2,2020-04-03,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028618,A0004879,Mozilla,Firefox ESR,115,2020-04-03,SCCM,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028619,A0004879,Microsoft,Windows 11 Enterprise,23H2,2020-04-03,SCCM,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028620,A0004880,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-12-09,SCCM,Enterprise,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028621,A0004880,Microsoft,OneDrive,24.x,2021-12-09,SCCM,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028622,A0004880,Mozilla,Firefox ESR,115,2021-12-09,Tanium,Enterprise,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028623,A0004880,Mozilla,Firefox ESR,115,2021-12-09,SCCM,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028624,A0004880,Microsoft,OneDrive,24.x,2021-12-09,Server Discovery,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028625,A0004880,Microsoft,Visual Studio Code,1.90,2021-12-09,SCCM,Enterprise,2026-05-31,1.90,2024-06-01,2026-06-01,Development,-0.0,Unsupported,High
SWI00028626,A0004880,Docker,Docker Desktop,4.28,2021-12-09,SCCM,Open Source,2026-05-31,4.28,2024-02-01,2026-02-01,Development,-4.0,Unsupported,High
SWI00028627,A0004881,Microsoft,Microsoft Teams Classic,1.6,2024-02-23,SCCM,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028628,A0004881,Adobe,Adobe Acrobat Pro 2020,20,2024-02-23,SCCM,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028629,A0004881,Adobe,Adobe Acrobat Pro 2020,20,2024-02-23,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028630,A0004881,Microsoft,OneDrive,24.x,2024-02-23,SCCM,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028631,A0004881,Google,Google Chrome,124,2024-02-23,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028632,A0004882,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-12-04,SCCM,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028633,A0004882,Microsoft,Windows 11 Enterprise,23H2,2022-12-04,Tanium,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028634,A0004882,Microsoft,OneDrive,24.x,2022-12-04,SCCM,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028635,A0004882,Microsoft,Microsoft Teams Classic,1.6,2022-12-04,SCCM,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028636,A0004882,Mozilla,Firefox ESR,115,2022-12-04,Intune,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028637,A0004883,Google,Google Chrome,124,2020-07-19,SCCM,Open Source,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028638,A0004883,Microsoft,Microsoft Teams Classic,1.6,2020-07-19,SCCM,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028639,A0004883,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2020-07-19,Intune,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028640,A0004883,Microsoft,Windows 11 Enterprise,23H2,2020-07-19,Intune,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028641,A0004883,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2020-07-19,SCCM,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028642,A0004884,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2023-07-04,SCCM,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028643,A0004884,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2023-07-04,SCCM,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028644,A0004884,Google,Google Chrome,124,2023-07-04,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028645,A0004884,Google,Google Chrome,124,2023-07-04,Intune,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028646,A0004884,Microsoft,Windows 11 Enterprise,23H2,2023-07-04,SCCM,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028647,A0004885,Microsoft,OneDrive,24.x,2018-12-10,Intune,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028648,A0004885,Mozilla,Firefox ESR,115,2018-12-10,Intune,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028649,A0004885,Google,Google Chrome,124,2018-12-10,Intune,Open Source,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028650,A0004885,Mozilla,Firefox ESR,115,2018-12-10,Server Discovery,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028651,A0004885,Microsoft,Windows 11 Enterprise,23H2,2018-12-10,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028652,A0004886,Adobe,Adobe Acrobat Pro 2020,20,2018-03-27,Intune,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028653,A0004886,Microsoft,Windows 10 Enterprise,22H2,2018-03-27,SCCM,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028654,A0004886,Microsoft,Windows 10 Enterprise,22H2,2018-03-27,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028655,A0004886,Microsoft,Windows 10 Enterprise,22H2,2018-03-27,SCCM,Open Source,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028656,A0004886,Microsoft,Windows 10 Enterprise,22H2,2018-03-27,SCCM,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028657,A0004887,Mozilla,Firefox ESR,115,2025-03-15,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028658,A0004887,Mozilla,Firefox ESR,115,2025-03-15,SCCM,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028659,A0004887,Microsoft,Windows 11 Enterprise,23H2,2025-03-15,SCCM,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028660,A0004887,Mozilla,Firefox ESR,115,2025-03-15,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028661,A0004887,Microsoft,OneDrive,24.x,2025-03-15,SCCM,User,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028662,A0004888,Microsoft,Microsoft Teams Classic,1.6,2021-09-13,Intune,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028663,A0004888,Google,Google Chrome,124,2021-09-13,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028664,A0004888,Microsoft,Windows 11 Enterprise,23H2,2021-09-13,SCCM,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028665,A0004888,Mozilla,Firefox ESR,115,2021-09-13,Intune,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028666,A0004888,Microsoft,OneDrive,24.x,2021-09-13,SCCM,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028667,A0004889,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2024-04-22,Server Discovery,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028668,A0004889,Microsoft,Windows 11 Enterprise,23H2,2024-04-22,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028669,A0004889,Adobe,Adobe Acrobat Pro 2020,20,2024-04-22,Tanium,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028670,A0004889,Adobe,Adobe Acrobat Pro 2020,20,2024-04-22,SCCM,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028671,A0004889,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2024-04-22,SCCM,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028672,A0004889,Microsoft,.NET,6,2024-04-22,SCCM,User,2026-05-31,6,2021-11-08,2024-11-12,Development,-18.6,Unsupported,High
SWI00028673,A0004889,Microsoft,.NET,8,2024-04-22,SCCM,Device,2026-05-31,8,2023-11-14,2026-11-10,Development,5.3,Support Ending in 12 Months,Medium
SWI00028674,A0004890,Google,Google Chrome,124,2024-06-03,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028675,A0004890,Microsoft,Windows 11 Enterprise,23H2,2024-06-03,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028676,A0004890,Adobe,Adobe Acrobat Pro 2020,20,2024-06-03,SCCM,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028677,A0004890,Adobe,Adobe Acrobat Pro 2020,20,2024-06-03,SCCM,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028678,A0004890,Mozilla,Firefox ESR,115,2024-06-03,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028679,A0004890,Git,Git,2.43,2024-06-03,SCCM,User,2026-05-31,2.43,2023-11-20,2025-11-20,Development,-6.4,Unsupported,High
SWI00028680,A0004890,Tableau,Tableau Desktop,2023.3,2024-06-03,Tanium,Device,2026-05-31,2023.3,2023-10-01,2025-10-01,Analytics,-8.0,Unsupported,High
SWI00028681,A0004890,JetBrains,IntelliJ IDEA,2023.3,2024-06-03,Intune,User,2026-05-31,2023.3,2023-12-01,2025-12-01,Development,-6.0,Unsupported,High
SWI00028682,A0004891,Mozilla,Firefox ESR,115,2020-07-26,Tanium,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028683,A0004891,Microsoft,OneDrive,24.x,2020-07-26,Intune,User,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028684,A0004891,Adobe,Adobe Acrobat Pro 2020,20,2020-07-26,Intune,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028685,A0004891,Microsoft,Microsoft Teams Classic,1.6,2020-07-26,SCCM,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028686,A0004891,Microsoft,OneDrive,24.x,2020-07-26,SCCM,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028687,A0004892,Adobe,Adobe Acrobat Pro 2020,20,2022-10-15,Intune,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028688,A0004892,Google,Google Chrome,124,2022-10-15,SCCM,Enterprise,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028689,A0004892,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-10-15,SCCM,Open Source,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028690,A0004892,Microsoft,OneDrive,24.x,2022-10-15,Server Discovery,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028691,A0004892,Adobe,Adobe Acrobat Pro 2020,20,2022-10-15,SCCM,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028692,A0004892,Microsoft,.NET,8,2022-10-15,SCCM,User,2026-05-31,8,2023-11-14,2026-11-10,Development,5.3,Support Ending in 12 Months,Medium
SWI00028693,A0004892,Microsoft,.NET,6,2022-10-15,SCCM,User,2026-05-31,6,2021-11-08,2024-11-12,Development,-18.6,Unsupported,High
SWI00028694,A0004892,OpenJS Foundation,Node.js,16,2022-10-15,Intune,Device,2026-05-31,16,2021-04-20,2023-09-11,Development,-32.7,Unsupported,High
SWI00028695,A0004893,Google,Google Chrome,124,2019-06-11,Intune,Open Source,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028696,A0004893,Microsoft,Microsoft Teams Classic,1.6,2019-06-11,Intune,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028697,A0004893,Microsoft,Windows 10 Enterprise,22H2,2019-06-11,Intune,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028698,A0004893,Microsoft,Microsoft Teams Classic,1.6,2019-06-11,Tanium,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028699,A0004893,Google,Google Chrome,124,2019-06-11,SCCM,Enterprise,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028700,A0004894,Microsoft,Windows 10 Enterprise,22H2,2018-03-14,SCCM,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028701,A0004894,Mozilla,Firefox ESR,115,2018-03-14,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028702,A0004894,Mozilla,Firefox ESR,115,2018-03-14,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028703,A0004894,Microsoft,Windows 11 Enterprise,23H2,2018-03-14,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028704,A0004894,Adobe,Adobe Acrobat Pro 2020,20,2018-03-14,SCCM,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028705,A0004895,Mozilla,Firefox ESR,115,2023-01-16,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028706,A0004895,Microsoft,OneDrive,24.x,2023-01-16,SCCM,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028707,A0004895,Adobe,Adobe Acrobat Pro 2020,20,2023-01-16,SCCM,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028708,A0004895,Google,Google Chrome,124,2023-01-16,Tanium,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028709,A0004895,Mozilla,Firefox ESR,115,2023-01-16,SCCM,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028710,A0004895,Microsoft,.NET,8,2023-01-16,SCCM,Device,2026-05-31,8,2023-11-14,2026-11-10,Development,5.3,Support Ending in 12 Months,Medium
SWI00028711,A0004895,Atlassian,Bitbucket Data Center,8,2023-01-16,SCCM,Enterprise,2026-05-31,8,2022-09-01,2026-02-15,DevOps,-3.5,Unsupported,High
SWI00028712,A0004895,JetBrains,IntelliJ IDEA,2023.3,2023-01-16,Intune,Device,2026-05-31,2023.3,2023-12-01,2025-12-01,Development,-6.0,Unsupported,High
SWI00028713,A0004895,Microsoft,Visual Studio Code,1.90,2023-01-16,Tanium,Device,2026-05-31,1.90,2024-06-01,2026-06-01,Development,-0.0,Unsupported,High
SWI00028714,A0004895,Python Software Foundation,Python,3.10,2023-01-16,Tanium,Enterprise,2026-05-31,3.10,2021-10-04,2026-10-04,Development,4.1,Support Ending in 12 Months,Medium
SWI00028715,A0004896,Microsoft,Windows 11 Enterprise,23H2,2022-04-22,Intune,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028716,A0004896,Adobe,Adobe Acrobat Pro 2020,20,2022-04-22,Intune,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028717,A0004896,Microsoft,OneDrive,24.x,2022-04-22,Intune,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028718,A0004896,Microsoft,Microsoft Teams Classic,1.6,2022-04-22,Tanium,Open Source,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028719,A0004896,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-04-22,SCCM,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028720,A0004897,Microsoft,OneDrive,24.x,2024-06-22,SCCM,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028721,A0004897,Microsoft,Windows 10 Enterprise,22H2,2024-06-22,Tanium,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028722,A0004897,Microsoft,OneDrive,24.x,2024-06-22,Server Discovery,User,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028723,A0004897,Microsoft,OneDrive,24.x,2024-06-22,SCCM,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028724,A0004897,Microsoft,OneDrive,24.x,2024-06-22,SCCM,User,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00028725,A0004898,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-11-19,SCCM,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028726,A0004898,Mozilla,Firefox ESR,115,2018-11-19,SCCM,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028727,A0004898,Microsoft,Windows 11 Enterprise,23H2,2018-11-19,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028728,A0004898,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-11-19,SCCM,Open Source,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028729,A0004898,Microsoft,Microsoft Teams Classic,1.6,2018-11-19,SCCM,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028730,A0004899,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2023-11-08,Tanium,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028731,A0004899,Mozilla,Firefox ESR,115,2023-11-08,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028732,A0004899,Google,Google Chrome,124,2023-11-08,Intune,Open Source,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028733,A0004899,Microsoft,Microsoft Teams Classic,1.6,2023-11-08,Server Discovery,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028734,A0004899,Google,Google Chrome,124,2023-11-08,SCCM,Open Source,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028735,A0004900,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-09-05,Tanium,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00028736,A0004900,Microsoft,Windows 10 Enterprise,22H2,2022-09-05,Server Discovery,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028737,A0004900,Microsoft,Microsoft Teams Classic,1.6,2022-09-05,Intune,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028738,A0004900,Microsoft,Windows 10 Enterprise,22H2,2022-09-05,Tanium,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028739,A0004900,Adobe,Adobe Acrobat Pro 2020,20,2022-09-05,Intune,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00028740,A0004901,Microsoft,Windows 10 Enterprise,22H2,2020-03-23,SCCM,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028741,A0004901,Microsoft,Windows 11 Enterprise,23H2,2020-03-23,Intune,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00028742,A0004901,Microsoft,Microsoft Teams Classic,1.6,2020-03-23,SCCM,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028743,A0004901,Mozilla,Firefox ESR,115,2020-03-23,Intune,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028744,A0004901,Microsoft,Windows 10 Enterprise,22H2,2020-03-23,Tanium,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028745,A0004902,Google,Google Chrome,124,2020-07-27,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028746,A0004902,Google,Google Chrome,124,2020-07-27,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028747,A0004902,Microsoft,Microsoft Teams Classic,1.6,2020-07-27,SCCM,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00028748,A0004902,Mozilla,Firefox ESR,115,2020-07-27,Server Discovery,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028749,A0004902,Microsoft,Windows 10 Enterprise,22H2,2020-07-27,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00028750,A0004903,Mozilla,Firefox ESR,115,2022-05-25,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00028751,A0004903,Google,Google Chrome,124,2022-05-25,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00028752,A0004903,Microsoft,Windows 10 Enterprise,22H2,2022-05-25,SCCM,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
