Asset_ID,Hostname,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End_Date,Purchase_Cost,Location_ID,Business_Unit_ID,Environment,Assigned_Owner_ID,Asset_Operational_Status,Inventory_Source,Last_Discovered_Date,Model_Release_Date,Vendor_Support_End_Date,Standard_Refresh_Cycle_Years,Standard_Replacement_Cost,Asset_Age_Years,Warranty_Status,Months_To_EOL,Lifecycle_Status,Past_EOL_Flag,Expiring_12M_Flag,Expiring_24M_Flag,Expiring_36M_Flag,Replacement_Cost,Open_Vulnerability_Count,Critical_Vulnerability_Count,High_Vulnerability_Count,Incident_Count,Downtime_Hours,Lifecycle_Risk_Score,Refresh_Priority,Remediation_Priority,Cyber_Risk_Category
A0006044,LTP-006044,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP1HPO4OE43J,2022-02-06,2022-02-11,2027-02-05,1156.43,GTA063,BU001,Production,E008860,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,4.3,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,5,43.25,38.16,Medium,Accelerated,End User Computing / Branch
A0006068,LTP-006068,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPH8QJFV72QX,2018-10-04,2018-11-01,2021-10-03,1155.8,ATL001,BU004,Production,E015396,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,7.58,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,3,0,2,5,20.14,37.01,Medium,Accelerated,End User Computing / Branch
A0006074,LTP-006074,Laptop,Dell,Latitude 5420,LTPGIIGQKE59A,2024-10-01,2024-10-05,2027-10-01,999.41,TOR001,BU001,Branch,E012695,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,1.66,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,3,27.6,33.38,Medium,Accelerated,End User Computing / Branch
A0006112,LTP-006112,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPDX9BUVO2RP,2024-05-19,2024-06-11,2027-05-19,1357.9,GTA075,BU010,Branch,E008666,Retired Pending Disposal,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,1.97,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,3,19.34,32.97,Medium,Accelerated,End User Computing / Branch
A0006123,LTP-006123,Laptop,HP,EliteBook 840 G8,LTPNUJ9VPUXKL,2022-06-09,2022-06-26,2025-06-08,1033.93,WST012,BU004,Production,E011225,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,3.93,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,1,0,5,50.52,55.53,High,Immediate,End User Computing / Branch
A0006136,LTP-006136,Laptop,HP,EliteBook 840 G8,LTPMI34MBB27N,2020-04-29,2020-05-15,2023-04-29,885.89,ATL008,BU002,Branch,E002795,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,6.05,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,0,2,5,32.1,54.6,Medium,Immediate,End User Computing / Branch
A0006151,LTP-006151,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPMPNF8SQOKV,2018-08-24,2018-09-06,2021-08-23,965.37,ONR006,BU001,Branch,E008602,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,7.74,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,10,65.66,49.28,Medium,Accelerated,End User Computing / Branch
A0006181,LTP-006181,Laptop,HP,EliteBook 840 G8,LTPM2508S35BY,2022-02-04,2022-03-12,2026-02-03,972.0,ONR004,BU005,Corporate,E010472,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,4.22,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,1,0,4,31.51,52.58,Medium,Immediate,End User Computing / Branch
A0006192,LTP-006192,Laptop,HP,EliteBook 850 G9,LTPYQI1ZQ5QKU,2020-12-05,2020-12-15,2024-12-04,1302.97,ATL002,BU002,Branch,E002163,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,5.46,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,2,1,0,4,51.8,36.59,Medium,Accelerated,End User Computing / Branch
A0006204,LTP-006204,Laptop,Dell,Latitude 5420,LTPMGC6E0KVGL,2020-04-16,2020-05-24,2025-04-15,1180.29,GTA019,BU004,Corporate,E016365,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,6.02,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,1,4,15.28,38.76,Medium,Accelerated,End User Computing / Branch
A0006213,LTP-006213,Laptop,HP,EliteBook 850 G9,LTPOAMZ6W52AW,2020-04-21,2020-05-17,2023-04-21,1034.24,GTA001,BU004,Corporate,E016955,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,6.04,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,2,1,0,4,28.44,35.42,Medium,Accelerated,End User Computing / Branch
A0006227,LTP-006227,Laptop,HP,EliteBook 850 G9,LTP3HLLJQNDQ1,2020-10-06,2020-10-16,2023-10-06,1069.6,ATL005,BU006,Production,E007979,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,5.63,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,2,1,0,2,13.53,30.68,Medium,Accelerated,End User Computing / Branch
A0006236,LTP-006236,Laptop,HP,EliteBook 850 G9,LTPDQWNM2KIS7,2023-12-10,2024-01-04,2026-12-09,1368.05,ATL003,BU009,Branch,E020056,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,2.41,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,2,1,1,2,11.92,34.6,Medium,Accelerated,End User Computing / Branch
A0006253,LTP-006253,Laptop,Dell,Latitude 5420,LTPVJ5LK20N6Y,2023-08-20,2023-09-27,2026-08-19,1100.68,ONR016,BU001,Corporate,E002036,In Use,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,2.68,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,6,24.83,39.24,Medium,Accelerated,End User Computing / Branch
A0006282,LTP-006282,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPQG9MTFLADO,2018-08-14,2018-09-07,2021-08-13,1010.0,ATL008,BU001,Production,E019931,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,7.73,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,2,0,2,3,26.41,33.32,Medium,Accelerated,End User Computing / Branch
A0006298,LTP-006298,Laptop,Dell,Latitude 5420,LTPO1DT7QJ1ZG,2019-11-04,2019-12-01,2022-11-03,1033.1,ATL003,BU002,Branch,E004420,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.5,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,0,2,2,9.14,30.46,Medium,Accelerated,End User Computing / Branch
A0006319,LTP-006319,Laptop,Dell,Latitude 5420,LTP8A9P9TYX9L,2022-12-24,2022-12-29,2027-12-23,1021.24,GTA015,BU002,Production,E016776,In Use,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,3.43,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,2,22.88,31.14,Medium,Accelerated,End User Computing / Branch
A0006331,LTP-006331,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPINUYOA2KWU,2022-02-04,2022-03-01,2025-02-03,993.72,QUE016,BU001,Branch,E004812,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,4.25,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,3,14.31,32.72,Medium,Accelerated,End User Computing / Branch
A0006415,LTP-006415,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPMGAKX3K314,2019-07-04,2019-08-14,2022-07-03,1352.47,ONR011,BU004,Production,E001954,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,6.8,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,2,0,2,4,12.62,34.63,Medium,Accelerated,End User Computing / Branch
A0006443,LTP-006443,Laptop,HP,EliteBook 840 G8,LTPO63WU4V1SN,2020-07-23,2020-08-29,2024-07-22,1222.85,GTA077,BU009,Production,E007939,In Use,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,5.76,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,1,0,5,33.52,54.68,Medium,Immediate,End User Computing / Branch
A0006445,LTP-006445,Laptop,Dell,Latitude 5420,LTPSLMYTEECXW,2022-02-05,2022-03-12,2025-02-04,837.46,ATL002,BU003,Production,E020529,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,4.22,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,2,10.81,30.54,Medium,Accelerated,End User Computing / Branch
A0006462,LTP-006462,Laptop,HP,EliteBook 850 G9,LTPPMAFRPAAQ0,2023-09-18,2023-09-21,2026-09-17,1101.07,WST029,BU001,Production,E016989,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,2.7,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,5,32.22,37.61,Medium,Accelerated,End User Computing / Branch
A0006467,LTP-006467,Laptop,Dell,Latitude 5420,LTP6WC1CZTWRJ,2023-01-30,2023-02-18,2026-01-29,1004.9,QUE013,BU004,Corporate,E001755,In Use,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,3.29,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,0,2,19.11,30.96,Medium,Accelerated,End User Computing / Branch
A0006471,LTP-006471,Laptop,HP,EliteBook 840 G8,LTPJ3Q2IP7RS6,2020-06-30,2020-07-12,2024-06-29,955.41,QUE014,BU003,Corporate,E014656,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,5.89,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,0,2,5,23.88,54.19,Medium,Immediate,End User Computing / Branch
A0006490,LTP-006490,Laptop,HP,EliteBook 850 G9,LTPHNI17SN43G,2023-11-23,2023-12-31,2026-11-22,1088.59,GTA013,BU002,Branch,E006847,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,2.42,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,3,1,1,8,28.48,47.42,Medium,Accelerated,End User Computing / Branch
A0006530,LTP-006530,Laptop,HP,EliteBook 840 G8,LTPJH1U84PJCA,2022-04-06,2022-04-16,2025-04-05,1132.19,WST023,BU001,Production,E001345,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,4.13,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,3,1,0,3,14.12,49.71,Medium,Immediate,End User Computing / Branch
A0006571,LTP-006571,Laptop,HP,EliteBook 840 G8,LTP5QTUEYU4N3,2022-01-23,2022-02-24,2025-01-22,1095.12,GTA078,BU002,Production,E004937,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,4.27,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,1,0,3,23.0,50.15,Medium,Immediate,End User Computing / Branch
A0006622,LTP-006622,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPZNMIXAYGND,2021-10-05,2021-10-12,2024-10-04,1265.0,QUE005,BU002,Corporate,E010160,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,4.64,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,3,3,0,4,28.29,51.41,Medium,Accelerated,End User Computing / Branch
A0006638,LTP-006638,Laptop,HP,EliteBook 840 G8,LTP1C87KN1A54,2024-07-28,2024-08-12,2028-07-27,1214.44,WST003,BU001,Branch,E012656,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,1.8,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,1,1,0,5,26.26,54.31,Medium,Immediate,End User Computing / Branch
A0006653,LTP-006653,Laptop,HP,EliteBook 840 G8,LTP4L1MAXPY5N,2022-06-04,2022-06-25,2025-06-03,1004.84,WST023,BU006,Branch,E017171,In Use,Network Discovery,2026-05-31,2021-01-01,2026-01-01,4,1300,3.94,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,1,0,7,42.54,59.13,High,Immediate,End User Computing / Branch
A0006654,LTP-006654,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPFPEO9QSUJ4,2020-11-17,2020-12-16,2023-11-17,1162.79,ONR008,BU002,Branch,E002855,In Stock,Network Discovery,2026-05-31,2022-04-01,2027-04-01,4,1450,5.46,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,3,1,0,5,31.44,37.57,Medium,Accelerated,End User Computing / Branch
A0006657,LTP-006657,Laptop,Dell,Latitude 5420,LTPOZSREOUDBX,2021-04-26,2021-05-28,2026-04-25,872.31,GTA024,BU004,Production,E002890,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,5.01,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,0,4,29.8,35.49,Medium,Accelerated,End User Computing / Branch
A0006703,LTP-006703,Laptop,Dell,Latitude 5420,LTP56B4DHN91A,2021-04-27,2021-05-06,2025-04-26,936.78,GTA067,BU008,Branch,E015542,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,5.07,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,3,1,0,4,27.31,35.37,Medium,Accelerated,End User Computing / Branch
A0006704,LTP-006704,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPXSKDW3ZNPC,2022-09-26,2022-11-07,2025-09-25,980.41,ONR002,BU001,Corporate,E017076,In Repair,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,3.57,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,10,65.32,49.27,Medium,Accelerated,End User Computing / Branch
A0006710,LTP-006710,Laptop,HP,EliteBook 840 G8,LTPFWIQMPGIFO,2018-10-19,2018-11-16,2023-10-18,989.09,ONR010,BU002,Branch,E015685,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,7.54,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,0,2,8,68.61,62.43,High,Immediate,End User Computing / Branch
A0006722,LTP-006722,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPCV63TPMDSX,2018-09-14,2018-10-13,2022-09-13,1042.35,GTA068,BU001,Production,E013809,In Use,Network Discovery,2026-05-31,2022-04-01,2027-04-01,4,1450,7.64,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,3,0,2,7,33.52,41.68,Medium,Accelerated,End User Computing / Branch
A0006726,LTP-006726,Laptop,HP,EliteBook 850 G9,LTPT9YY37JFD8,2023-08-29,2023-09-23,2026-08-28,1083.2,QUE005,BU001,Production,E004410,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,2.69,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,2,0,2,3,20.19,33.01,Medium,Accelerated,End User Computing / Branch
A0006738,LTP-006738,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP41DAR7A6V2,2021-06-21,2021-06-25,2024-06-20,1100.05,QUE011,BU007,Corporate,E020519,In Stock,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,4.94,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,3,7.97,32.4,Medium,Accelerated,End User Computing / Branch
A0006743,LTP-006743,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPG1NWZ6CFD6,2020-11-25,2021-01-02,2025-11-24,1037.14,ATL009,BU001,Production,E012555,In Use,Network Discovery,2026-05-31,2022-04-01,2027-04-01,4,1450,5.41,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,5,21.37,37.07,Medium,Accelerated,End User Computing / Branch
A0006769,LTP-006769,Laptop,HP,EliteBook 850 G9,LTP4EEWB1F1CH,2023-08-27,2023-09-30,2027-08-26,1176.23,GTA029,BU002,Non-Production,E007869,In Repair,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,2.67,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,4,32.2,35.61,Medium,Accelerated,End User Computing / Branch
A0006774,LTP-006774,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPGXFQY0GE5H,2019-06-23,2019-07-14,2022-06-22,1290.63,ONR012,BU001,Production,E018105,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,6.89,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,2,5.83,30.29,Medium,Accelerated,End User Computing / Branch
A0006779,LTP-006779,Laptop,HP,EliteBook 840 G8,LTPH6JY5IZJUU,2022-02-25,2022-03-16,2025-02-24,1002.95,ONR012,BU001,Corporate,E003995,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,4.21,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,1,0,4,19.43,51.97,Medium,Immediate,End User Computing / Branch
A0006810,LTP-006810,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPTHYZYPHC50,2019-07-18,2019-08-27,2022-07-17,994.94,DR1001,BU002,Production,E001315,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,6.77,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,4,20.77,35.04,Medium,Accelerated,End User Computing / Branch
A0006870,LTP-006870,Laptop,Dell,Latitude 5420,LTPM24VSU8RPT,2019-10-08,2019-11-05,2022-10-07,1077.31,QUE009,BU004,Production,E016476,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.57,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,0,2,5,60.82,39.04,Medium,Accelerated,End User Computing / Branch
A0006872,LTP-006872,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPDPB984M6VY,2023-02-13,2023-02-19,2026-02-12,1046.55,GTA059,BU001,Disaster Recovery,E007507,In Use,Intune,2026-05-31,2022-04-01,2027-04-01,4,1450,3.28,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,3,1,0,5,32.64,37.63,Medium,Accelerated,End User Computing / Branch
A0006875,LTP-006875,Laptop,HP,EliteBook 850 G9,LTP4EWAYCTITJ,2022-02-08,2022-03-24,2027-02-07,1060.62,ONR013,BU001,Production,E003001,In Use,Intune,2026-05-31,2022-05-01,2027-05-01,4,1500,4.19,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,3,1,0,6,29.72,39.49,Medium,Accelerated,End User Computing / Branch
A0006900,LTP-006900,Laptop,Dell,Latitude 5420,LTPDQJHSF9L8B,2019-10-25,2019-10-26,2024-10-23,1164.34,TOR002,BU001,Branch,E007340,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,6.6,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,2,11.69,30.58,Medium,Accelerated,End User Computing / Branch
A0006922,LTP-006922,Laptop,HP,EliteBook 850 G9,LTPN139TJ1AWC,2019-10-25,2019-11-23,2022-10-24,1272.57,GTA021,BU003,Corporate,E012072,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,6.52,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,3,28.59,33.43,Medium,Accelerated,End User Computing / Branch
A0006923,LTP-006923,Laptop,HP,EliteBook 850 G9,LTPF2DRE1VGFK,2024-12-19,2025-01-22,2029-12-18,1168.52,QUE012,BU001,Production,E005602,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,1.36,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,4,0,3,6,44.88,44.24,Medium,Accelerated,End User Computing / Branch
A0006942,LTP-006942,Laptop,Dell,Latitude 5420,LTP4O96UEMI8X,2020-02-09,2020-02-13,2025-02-07,831.28,QUE022,BU001,Production,E006702,In Repair,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.3,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,6,29.65,39.48,Medium,Accelerated,End User Computing / Branch
A0006953,LTP-006953,Laptop,HP,EliteBook 840 G8,LTPFXGF3ZWW6J,2019-03-23,2019-04-15,2022-03-22,947.7,GTA058,BU001,Corporate,E020286,In Use,Network Discovery,2026-05-31,2021-01-01,2026-01-01,4,1300,7.13,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,1,0,3,22.79,50.14,Medium,Immediate,End User Computing / Branch
A0006971,LTP-006971,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPIY5J7073SY,2021-12-21,2022-01-31,2024-12-20,1362.39,WST020,BU001,Production,E019128,In Use,Network Discovery,2026-05-31,2022-04-01,2027-04-01,4,1450,4.33,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,2,1,0,6,41.2,40.06,Medium,Accelerated,End User Computing / Branch
A0006975,LTP-006975,Laptop,HP,EliteBook 850 G9,LTPUDPHAX4M3P,2020-11-26,2021-01-03,2024-11-25,1355.89,GTA059,BU001,Branch,E006146,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,5.41,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,3,2,0,1,10.37,36.52,Medium,Accelerated,End User Computing / Branch
A0007005,LTP-007005,Laptop,Dell,Latitude 5420,LTP9YXS78BI9B,2022-12-31,2023-01-12,2026-12-30,831.42,GTA045,BU001,Corporate,E001377,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,3.39,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,5,58.24,38.91,Medium,Accelerated,End User Computing / Branch
A0007007,LTP-007007,Laptop,HP,EliteBook 840 G8,LTP0TVENZ2RDB,2022-04-14,2022-05-02,2026-04-13,995.39,ATL013,BU001,Corporate,E021502,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,4.08,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,1,0,4,22.38,52.12,Medium,Immediate,End User Computing / Branch
A0007026,LTP-007026,Laptop,HP,EliteBook 850 G9,LTPQSRMX9U1KD,2019-02-06,2019-03-22,2024-02-05,1293.46,GTA066,BU005,Branch,E011359,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,7.2,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,1,2.5,28.12,Low,Accelerated,End User Computing / Branch
A0007029,LTP-007029,Laptop,HP,EliteBook 850 G9,LTPVRLCK9T6ML,2021-03-05,2021-04-07,2024-03-04,1317.33,ONR005,BU004,Branch,E000615,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,5.15,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,2,1,0,3,8.57,32.43,Medium,Accelerated,End User Computing / Branch
A0007116,LTP-007116,Laptop,HP,EliteBook 850 G9,LTPUVW032XSUS,2019-05-13,2019-06-25,2024-05-11,1303.98,ATL011,BU004,Production,E015254,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,6.94,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,2,1,0,3,21.39,33.07,Medium,Accelerated,End User Computing / Branch
A0007143,LTP-007143,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP5PBX8MR1M4,2020-02-19,2020-03-19,2023-02-18,1228.45,ONR010,BU007,Production,E007312,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,6.2,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,0,0.0,26.0,Low,Accelerated,End User Computing / Branch
A0007157,LTP-007157,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP3SM7S0K2ED,2018-01-17,2018-02-20,2021-01-16,1277.96,ONR018,BU001,Production,E007973,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,8.28,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,2,12.13,30.61,Medium,Accelerated,End User Computing / Branch
A0007162,LTP-007162,Laptop,Dell,Latitude 5420,LTP7FVOQ6DD74,2020-02-13,2020-03-02,2024-02-12,818.71,GTA020,BU002,Corporate,E000197,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.25,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,4,38.14,35.91,Medium,Accelerated,End User Computing / Branch
A0007189,LTP-007189,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPAH6ZTQ0PHL,2024-01-01,2024-02-15,2028-12-30,1311.61,QUE016,BU004,Production,E002253,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,2.29,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,5,24.66,37.23,Medium,Accelerated,End User Computing / Branch
A0007230,LTP-007230,Laptop,HP,EliteBook 850 G9,LTPT10353F4Q1,2021-11-01,2021-11-07,2024-10-31,1006.95,GTA019,BU001,Branch,E004521,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,4.57,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,2,8.05,30.4,Medium,Accelerated,End User Computing / Branch
A0007242,LTP-007242,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPQ116ST58BS,2023-07-26,2023-08-19,2028-07-24,1173.26,WST010,BU005,Non-Production,E012985,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,2.79,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,4,1,0,5,60.26,39.01,Medium,Accelerated,End User Computing / Branch
A0007253,LTP-007253,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPYZ3O81N6E1,2019-05-08,2019-05-18,2022-05-07,1171.31,GTA016,BU006,Production,E009864,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,7.04,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,2,0,2,10,57.25,48.86,Medium,Accelerated,End User Computing / Branch
A0007268,LTP-007268,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPSDFT1B7LTD,2022-09-12,2022-10-02,2025-09-11,1167.05,GTA047,BU001,Production,E010504,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,3.67,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,2,11.1,30.56,Medium,Accelerated,End User Computing / Branch
A0007303,LTP-007303,Laptop,Dell,Latitude 5420,LTP3C6QL9DEGG,2020-08-23,2020-09-24,2023-08-23,1120.7,GTA059,BU001,Non-Production,E005424,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,5.69,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,1,6,52.67,44.63,Medium,Accelerated,End User Computing / Branch
A0007331,LTP-007331,Laptop,HP,EliteBook 850 G9,LTPFPU9QE7NZZ,2024-01-24,2024-01-26,2029-01-22,1251.8,GTA061,BU001,Production,E002246,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,2.35,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,5,1,2,5,25.16,45.26,Medium,Accelerated,End User Computing / Branch
