Asset_ID,Hostname,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End_Date,Purchase_Cost,Location_ID,Business_Unit_ID,Environment,Assigned_Owner_ID,Asset_Operational_Status,Inventory_Source,Last_Discovered_Date,Model_Release_Date,Vendor_Support_End_Date,Standard_Refresh_Cycle_Years,Standard_Replacement_Cost,Asset_Age_Years,Warranty_Status,Months_To_EOL,Lifecycle_Status,Past_EOL_Flag,Expiring_12M_Flag,Expiring_24M_Flag,Expiring_36M_Flag,Replacement_Cost,Open_Vulnerability_Count,Critical_Vulnerability_Count,High_Vulnerability_Count,Incident_Count,Downtime_Hours,Lifecycle_Risk_Score,Refresh_Priority
A0000610,LTP-000610,Laptop,HP,EliteBook 850 G9,LTPFX1G4TA5U4,2022-05-20,2022-05-24,2027-05-19,1334.11,GTA064,BU001,Production,E007366,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,4.02,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,1,0,0,2,19.9,23.0,Low
A0000611,LTP-000611,Laptop,Dell,Latitude 5430,LTPT75TO119AT,2022-03-10,2022-03-23,2027-03-09,1090.88,WST029,BU001,Corporate,E019069,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,4.19,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,3,34.09,12.7,Low
A0000612,LTP-000612,Laptop,Dell,Latitude 5420,LTPEH2SS1L4EZ,2019-01-18,2019-02-10,2023-01-17,1143.0,GTA046,BU008,Corporate,E015684,In Repair,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,7.31,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,3,21.66,25.08,Low
A0000613,LTP-000613,Laptop,Dell,Latitude 7440,LTP6PZQTXN2XH,2020-12-03,2021-01-16,2023-12-03,1074.93,TOR001,BU001,Production,E000962,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,5.37,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,1,0,1,1,6.74,11.34,Low
A0000614,LTP-000614,Laptop,Dell,Latitude 5420,LTPFVHCKIQ9TP,2021-11-20,2021-12-01,2025-11-19,884.17,GTA061,BU002,Branch,E008481,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,4.5,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,0,4,31.98,27.6,Low
A0000615,LTP-000615,Laptop,Dell,Latitude 7440,LTPMEEFCR5L5P,2023-07-28,2023-09-02,2026-07-27,1505.38,GTA021,BU001,Disaster Recovery,E014982,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,2.75,Under Warranty,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,1,12.8,7.64,Low
A0000616,LTP-000616,Laptop,Dell,Latitude 5420,LTPTDIC9CW3G2,2020-03-16,2020-04-26,2025-03-15,1120.96,GTA019,BU001,Branch,E020160,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.1,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,0,7,43.18,34.16,Medium
A0000617,LTP-000617,Laptop,HP,EliteBook 840 G8,LTPGATBLMD7K3,2019-03-28,2019-04-16,2024-03-26,1155.37,WST013,BU003,Corporate,E019836,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,7.13,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,0,0,0,5,35.22,46.76,Medium
A0000618,LTP-000618,Laptop,Dell,Latitude 5430,LTP8R6KKJC9JT,2018-07-13,2018-07-18,2022-07-12,992.35,GTA035,BU002,Branch,E011940,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,7.87,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,1,8,60.89,28.04,Low
A0000619,LTP-000619,Laptop,Dell,Latitude 5430,LTP88MDVXM3SY,2024-02-27,2024-03-17,2029-02-25,1146.58,QUE019,BU009,Branch,E012051,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,2.21,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,0,1,9.91,7.5,Low
A0000620,LTP-000620,Laptop,HP,EliteBook 850 G9,LTPHCGX7O61WX,2020-07-21,2020-07-24,2025-07-20,1266.06,GTA047,BU001,Non-Production,E013137,In Repair,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,5.86,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,3,25.02,25.25,Low
A0000621,LTP-000621,Laptop,Dell,Latitude 5430,LTPB30ETN0WAE,2019-08-24,2019-08-30,2022-08-23,1020.42,GTA069,BU002,Branch,E006657,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,6.76,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,0,6,35.88,18.79,Low
A0000622,LTP-000622,Laptop,HP,EliteBook 840 G8,LTPF1PI147CQC,2021-07-09,2021-07-14,2024-07-08,1073.16,GTA026,BU001,Corporate,E007207,In Use,Network Discovery,2026-05-31,2021-01-01,2026-01-01,4,1300,4.88,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,0,0,1,17.61,37.88,Medium
A0000623,LTP-000623,Laptop,HP,EliteBook 840 G8,LTP3ZKZ1QHP9I,2018-04-04,2018-05-11,2021-04-03,955.73,WST023,BU001,Production,E020656,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,8.06,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,0,1,9,51.88,59.59,High
A0000624,LTP-000624,Laptop,Dell,Latitude 7440,LTPTOUJLQA2NV,2019-06-24,2019-07-24,2023-06-23,1181.7,ONR020,BU004,Production,E007653,In Use,SCCM,2026-05-31,2023-05-01,2029-05-01,4,1650,6.86,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,1,1,0,3,13.64,19.68,Low
A0000625,LTP-000625,Laptop,HP,EliteBook 840 G8,LTP4MV918FFK6,2023-11-08,2023-12-11,2028-11-06,1040.73,ATL015,BU004,Production,E008205,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,2.48,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,2,0,0,4,25.43,44.27,Medium
A0000626,LTP-000626,Laptop,Apple,MacBook Pro M2,LTP5CVT04NATU,2020-01-31,2020-03-09,2023-01-30,1751.11,GTA009,BU001,Non-Production,E009470,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,6.23,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,1,0,0,5,47.05,17.35,Low
A0000627,LTP-000627,Laptop,Dell,Latitude 5430,LTPTW8DPDP35U,2018-12-28,2019-01-07,2023-12-27,1111.1,QUE010,BU010,Branch,E009808,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,7.4,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,5,54.49,17.72,Low
A0000628,LTP-000628,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPGY5QKWBJMU,2020-08-01,2020-08-28,2023-08-01,1193.85,GTA036,BU002,Corporate,E007654,In Use,Intune,2026-05-31,2022-04-01,2027-04-01,4,1450,5.76,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,4,20.1,27.0,Low
A0000629,LTP-000629,Laptop,Dell,Latitude 7440,LTPTX1IUTXFB9,2021-08-26,2021-10-04,2025-08-25,1542.08,GTA022,BU001,Branch,E010665,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,4.66,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,1,0,0,4,27.68,14.38,Low
A0000630,LTP-000630,Laptop,Dell,Latitude 5430,LTPB7Q849V6R6,2023-04-22,2023-04-28,2027-04-21,1266.68,GTA058,BU004,Branch,E021487,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,3.1,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,0,2,10.74,9.54,Low
A0000631,LTP-000631,Laptop,Dell,Latitude 5430,LTPUDXRE63YSW,2018-10-19,2018-11-10,2021-10-18,1246.86,QUE025,BU003,Non-Production,E000489,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,7.56,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,7,79.39,22.97,Low
A0000632,LTP-000632,Laptop,HP,EliteBook 840 G8,LTPYQ2ALKA6Q0,2022-03-31,2022-04-23,2025-03-30,1022.41,GTA012,BU002,Branch,E006960,In Use,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,4.11,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,0,0,0,2,8.83,39.44,Medium
A0000633,LTP-000633,Laptop,Dell,Latitude 5420,LTPASH27F25A7,2024-05-14,2024-05-29,2027-05-14,1169.88,GTA043,BU005,Branch,E008199,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,2.01,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,5,31.75,29.59,Low
A0000634,LTP-000634,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPIM3QPULK8I,2020-01-19,2020-01-26,2025-01-17,1010.98,GTA038,BU003,Production,E019761,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,6.35,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,5,38.93,29.95,Low
A0000635,LTP-000635,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP5GG2J5I86S,2022-05-22,2022-05-26,2026-05-21,1131.64,TOR001,BU009,Branch,E001811,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,4.02,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,9,27.57,37.38,Medium
A0000636,LTP-000636,Laptop,HP,EliteBook 840 G8,LTP7XBZF6AP8X,2020-02-08,2020-02-09,2024-02-07,935.16,ATL006,BU006,Production,E015711,In Stock,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,6.31,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,0,0,4,35.87,44.79,Medium
A0000637,LTP-000637,Laptop,Dell,Latitude 7440,LTPVULP3E7IDZ,2019-10-05,2019-11-19,2022-10-04,1567.46,WST018,BU002,Production,E017593,In Use,Intune,2026-05-31,2023-05-01,2029-05-01,4,1650,6.54,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,1,0,0,2,10.18,9.51,Low
A0000638,LTP-000638,Laptop,HP,EliteBook 850 G9,LTP6JHKHUKRSD,2018-06-14,2018-07-04,2021-06-13,1125.24,QUE001,BU003,Production,E014168,In Use,Intune,2026-05-31,2022-05-01,2027-05-01,4,1500,7.91,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,4,34.04,35.7,Medium
A0000639,LTP-000639,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP92OYWPFUXQ,2023-08-27,2023-08-29,2026-08-26,1349.54,GTA022,BU002,Production,E001839,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,2.76,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,1,0,0,3,24.17,25.21,Low
A0000640,LTP-000640,Laptop,Dell,Latitude 5430,LTP0ZPUR2DVG4,2024-01-06,2024-01-09,2027-01-05,1043.6,ONR020,BU002,Production,E004167,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,2.4,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,2,0,0,1,5.38,7.27,Low
A0000641,LTP-000641,Laptop,Dell,Latitude 7440,LTPGOTDE8XEDE,2022-03-23,2022-04-29,2025-03-22,1337.03,GTA013,BU003,Branch,E015030,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,4.09,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,2,1,0,7,56.89,29.84,Low
A0000642,LTP-000642,Laptop,HP,EliteBook 840 G8,LTPY4C8ZOCFWP,2019-07-18,2019-08-03,2024-07-16,1133.77,GTA014,BU001,Branch,E011554,In Stock,Network Discovery,2026-05-31,2021-01-01,2026-01-01,4,1300,6.83,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,0,0,0,5,32.38,46.62,Medium
A0000643,LTP-000643,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP6UDC63UM8X,2018-04-26,2018-05-08,2022-04-25,1140.31,GTA066,BU001,Disaster Recovery,E011039,In Use,SCCM,2026-05-31,2021-02-01,2027-09-01,4,1300,8.07,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,3,24.52,17.23,Low
A0000644,LTP-000644,Laptop,Dell,Latitude 5420,LTPFFZK65AAPZ,2025-04-16,2025-05-12,2029-04-15,903.03,WST010,BU001,Disaster Recovery,E002261,In Use,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,1.06,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,7,37.73,33.89,Medium
A0000645,LTP-000645,Laptop,Dell,Latitude 5420,LTP5RAA3PTVYS,2021-05-27,2021-07-01,2025-05-26,859.25,GTA054,BU003,Production,E016835,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,4.92,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,0,4,18.63,26.93,Low
A0000646,LTP-000646,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPTNIA92JDND,2019-06-03,2019-07-11,2023-06-02,1020.3,GTA052,BU008,Branch,E017758,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,6.89,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,5,29.76,21.49,Low
A0000647,LTP-000647,Laptop,HP,EliteBook 840 G8,LTPQ5825HK5HY,2021-08-25,2021-09-16,2026-08-24,858.87,QUE005,BU009,Production,E000821,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,4.71,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,3,18.5,41.92,Medium
A0000648,LTP-000648,Laptop,Dell,Latitude 7440,LTP9B22970N0L,2022-02-09,2022-03-11,2027-02-08,1427.48,ONR019,BU001,Corporate,E003663,In Use,SCCM,2026-05-31,2023-05-01,2029-05-01,4,1650,4.23,Under Warranty,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,6,35.11,18.76,Low
A0000649,LTP-000649,Laptop,HP,EliteBook 850 G9,LTPVXSZUPJ8V0,2020-02-24,2020-03-25,2024-02-23,1087.24,TOR001,BU001,Corporate,E005811,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,6.19,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,5,29.32,29.47,Low
A0000650,LTP-000650,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPRLWW7FUY8Q,2022-05-05,2022-05-22,2025-05-04,1032.12,GTA023,BU002,Branch,E017810,In Use,SCCM,2026-05-31,2021-02-01,2027-09-01,4,1300,4.03,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,2,0,1,4,32.15,23.61,Low
A0000651,LTP-000651,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPPBXRI6E3WO,2022-04-24,2022-04-30,2026-04-23,1298.16,WST019,BU003,Production,E002649,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,4.09,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,5,38.05,29.9,Low
A0000652,LTP-000652,Laptop,Dell,Latitude 5430,LTPIHFB3KI87V,2024-09-21,2024-10-21,2027-09-21,1078.79,GTA010,BU002,Branch,E009001,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,1.61,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,1,7,32.43,24.62,Low
A0000653,LTP-000653,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPQ0MWXDVER8,2020-01-02,2020-01-14,2023-01-01,1203.4,WST006,BU001,Production,E000961,In Use,SCCM,2026-05-31,2021-02-01,2027-09-01,4,1300,6.38,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,1,6,40.85,28.04,Low
A0000654,LTP-000654,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP35MP0JM9G3,2019-01-16,2019-02-04,2024-01-15,1170.47,ONR007,BU004,Branch,E000369,In Use,SCCM,2026-05-31,2021-02-01,2027-09-01,4,1300,7.32,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,5,36.18,21.81,Low
A0000655,LTP-000655,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPUGWH0P7PL9,2021-02-14,2021-03-09,2025-02-13,1147.23,QUE014,BU001,Branch,E014938,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,5.23,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,0,0,6,36.15,31.81,Medium
A0000656,LTP-000656,Laptop,Dell,Latitude 7440,LTPP6X6MHLV68,2022-01-19,2022-01-27,2025-01-18,1106.71,TOR002,BU001,Corporate,E008333,In Use,Network Discovery,2026-05-31,2023-05-01,2029-05-01,4,1650,4.34,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,3,17.09,11.85,Low
A0000657,LTP-000657,Laptop,Dell,Latitude 5430,LTP9QOI7YAAOG,2021-10-15,2021-11-23,2024-10-14,1216.09,ONR020,BU001,Branch,E020919,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,4.52,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,2,1,0,5,36.55,24.83,Low
A0000658,LTP-000658,Laptop,Dell,Latitude 5430,LTPZ2UJ2SKIJF,2021-02-11,2021-02-19,2024-02-11,1085.69,ONR006,BU008,Non-Production,E018334,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,5.28,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,0,6,40.53,19.03,Low
A0000659,LTP-000659,Laptop,Dell,Latitude 5420,LTPSOY9AMS2RY,2019-10-30,2019-11-22,2024-10-28,849.63,TOR004,BU001,Production,E007564,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.53,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,1,1.68,20.08,Low
A0000660,LTP-000660,Laptop,Dell,Latitude 5430,LTPQH8WP736WS,2023-01-10,2023-02-17,2026-01-09,1099.28,ATL006,BU002,Production,E012274,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,3.29,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,5,47.66,17.38,Low
A0000661,LTP-000661,Laptop,Dell,Latitude 5430,LTPIJKBBMQ26C,2020-12-11,2021-01-14,2024-12-10,921.07,QUE014,BU001,Corporate,E013367,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,5.38,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,4,31.11,14.56,Low
A0000662,LTP-000662,Laptop,Dell,Latitude 5430,LTP9RFXOKFSS7,2021-07-22,2021-08-17,2026-07-21,1002.39,WST017,BU008,Production,E002428,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,4.79,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,6,39.55,18.98,Low
A0000663,LTP-000663,Laptop,Dell,Latitude 5430,LTPQ68SOHVSCV,2020-01-25,2020-02-03,2023-01-24,1213.52,GTA006,BU005,Non-Production,E014427,In Use,Network Discovery,2026-05-31,2022-03-01,2029-03-01,4,1350,6.33,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,2,9.37,9.47,Low
A0000664,LTP-000664,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPS8K9GEJ9HC,2023-10-21,2023-10-24,2028-10-19,1284.12,QUE020,BU001,Corporate,E000787,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,2.61,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,5,17.27,28.86,Low
A0000665,LTP-000665,Laptop,HP,EliteBook 840 G8,LTP7KBEBKI0OX,2018-06-13,2018-06-18,2021-06-12,949.24,ONR006,BU006,Non-Production,E015903,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,7.96,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,0,2,4,37.77,52.89,Medium
A0000666,LTP-000666,Laptop,HP,EliteBook 850 G9,LTPL1ACBJE1D4,2020-12-06,2020-12-28,2023-12-06,1283.22,WST003,BU010,Corporate,E001659,In Use,Intune,2026-05-31,2022-05-01,2027-05-01,4,1500,5.43,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,0,0,7,43.76,34.19,Medium
A0000667,LTP-000667,Laptop,Dell,Latitude 5420,LTP3SCNSKVMT2,2022-03-19,2022-04-19,2025-03-18,969.13,GTA009,BU003,Production,E004718,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,4.12,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,0,0,1,3.57,20.18,Low
A0000668,LTP-000668,Laptop,HP,EliteBook 840 G8,LTPTUKQ8LDP3N,2021-07-28,2021-08-13,2026-07-27,903.86,GTA004,BU001,Branch,E004573,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,4.8,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,3,21.61,42.08,Medium
A0000669,LTP-000669,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPY4PH0ZD0DP,2020-10-16,2020-11-28,2023-10-16,962.72,ONR011,BU001,Branch,E006262,In Use,SCCM,2026-05-31,2021-02-01,2027-09-01,4,1300,5.51,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,0,5,22.56,21.13,Low
A0000670,LTP-000670,Laptop,Dell,Latitude 5420,LTPYFXRIB51G4,2019-01-09,2019-02-13,2024-01-08,1078.47,GTA026,BU002,Production,E016694,In Use,Intune,2026-05-31,2021-03-01,2027-06-01,4,1250,7.3,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,6,53.83,40.69,Medium
A0000671,LTP-000671,Laptop,Dell,Latitude 7440,LTPGXQCLSGNT5,2021-09-10,2021-10-04,2024-09-09,1265.86,TOR002,BU003,Branch,E016939,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,4.66,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,1,0,0,11,66.77,28.34,Low
A0000672,LTP-000672,Laptop,HP,EliteBook 840 G8,LTP6LDY0UQMV2,2022-12-08,2022-12-26,2027-12-07,1199.97,ONR010,BU006,Branch,E006256,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,3.43,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,1,10.02,37.5,Medium
A0000673,LTP-000673,Laptop,HP,EliteBook 840 G8,LTPTPVY8QIZKT,2023-11-23,2023-12-06,2028-11-21,857.08,GTA079,BU002,Corporate,E021325,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,2.49,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,5,20.63,46.03,Medium
A0000674,LTP-000674,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP0M5YO3CI54,2020-06-26,2020-07-22,2023-06-26,984.47,ATL005,BU001,Production,E014944,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,5.86,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,0,0,0.0,10.0,Low
A0000675,LTP-000675,Laptop,Apple,MacBook Pro M2,LTP6UOHTF3138,2019-12-06,2020-01-09,2022-12-05,1581.52,GTA020,BU001,Production,E012306,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,6.4,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,0,0,0,7,51.04,21.55,Low
A0000676,LTP-000676,Laptop,Dell,Latitude 5420,LTPYFX5KC59BD,2021-07-13,2021-08-08,2024-07-12,847.87,QUE003,BU008,Branch,E011844,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,4.82,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,6,26.91,31.35,Medium
A0000677,LTP-000677,Laptop,Dell,Latitude 5420,LTP1W3TJ6L9P2,2025-04-25,2025-06-08,2028-04-24,877.51,GTA077,BU003,Corporate,E015909,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,0.98,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,1,6,45.93,36.3,Medium
A0000678,LTP-000678,Laptop,Dell,Latitude 5420,LTP5BTMONI5K1,2019-02-17,2019-02-26,2022-02-16,918.72,TOR001,BU005,Production,E010887,In Stock,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,7.26,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,0,7,29.66,33.48,Medium
A0000679,LTP-000679,Laptop,Apple,MacBook Pro M2,LTPDXIEGK51SU,2022-12-08,2023-01-12,2025-12-07,1670.81,DC1001,BU004,Production,E010492,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,3.39,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,0,0,0,3,25.21,12.26,Low
A0000680,LTP-000680,Laptop,Dell,Latitude 5420,LTPI6YBYPJCKV,2018-08-15,2018-09-17,2022-08-14,843.84,QUE016,BU008,Branch,E015157,In Use,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,7.71,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,0,0.0,18.0,Low
A0000681,LTP-000681,Laptop,Dell,Latitude 5420,LTP7AUJRDUHY3,2021-09-04,2021-09-20,2024-09-03,1125.42,GTA018,BU001,Branch,E004944,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,4.7,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,0,0,6,32.65,31.63,Medium
A0000682,LTP-000682,Laptop,HP,EliteBook 840 G8,LTPSIVNP8AFY2,2023-08-06,2023-08-16,2028-08-04,876.79,WST008,BU002,Disaster Recovery,E009892,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,2.8,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,1,1,0,2,3.59,47.18,Medium
A0000683,LTP-000683,Laptop,Dell,Latitude 5420,LTPKN9ZBB52BG,2018-11-03,2018-11-11,2021-11-02,1030.07,GTA011,BU001,Branch,E009676,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,7.56,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,1,5,37.6,33.88,Medium
