Installation_ID,Asset_ID,Publisher,Software_Name,Software_Version,Install_Date,Discovery_Source,License_Metric,Last_Seen_Date
SWI00007857,A0001339,Mozilla,Firefox ESR,115,2019-05-24,Tanium,Open Source,2026-05-31
SWI00007858,A0001339,Microsoft,Microsoft Teams Classic,1.6,2019-05-24,SCCM,Enterprise,2026-05-31
SWI00007859,A0001340,Microsoft,OneDrive,24.x,2022-01-28,Server Discovery,User,2026-05-31
SWI00007860,A0001340,Google,Google Chrome,124,2022-01-28,SCCM,Device,2026-05-31
SWI00007861,A0001340,Microsoft,Windows 11 Enterprise,23H2,2022-01-28,Tanium,User,2026-05-31
SWI00007862,A0001340,Adobe,Adobe Acrobat Pro 2020,20,2022-01-28,Tanium,Enterprise,2026-05-31
SWI00007863,A0001340,Microsoft,Windows 10 Enterprise,22H2,2022-01-28,SCCM,User,2026-05-31
SWI00007864,A0001341,Mozilla,Firefox ESR,115,2024-05-14,Intune,User,2026-05-31
SWI00007865,A0001341,Microsoft,Windows 10 Enterprise,22H2,2024-05-14,SCCM,Enterprise,2026-05-31
SWI00007866,A0001341,Microsoft,Windows 10 Enterprise,22H2,2024-05-14,SCCM,User,2026-05-31
SWI00007867,A0001341,Microsoft,Windows 10 Enterprise,22H2,2024-05-14,Intune,Open Source,2026-05-31
SWI00007868,A0001341,Adobe,Adobe Acrobat Pro 2020,20,2024-05-14,Server Discovery,Device,2026-05-31
SWI00007869,A0001341,Anaconda,Anaconda Distribution,2023.09,2024-05-14,SCCM,User,2026-05-31
SWI00007870,A0001341,Jenkins,Jenkins,2.401 LTS,2024-05-14,Tanium,Device,2026-05-31
SWI00007871,A0001341,Microsoft,.NET,6,2024-05-14,SCCM,Open Source,2026-05-31
SWI00007872,A0001341,Jenkins,Jenkins,2.401 LTS,2024-05-14,SCCM,Open Source,2026-05-31
SWI00007873,A0001341,Atlassian,Bitbucket Data Center,8,2024-05-14,SCCM,User,2026-05-31
SWI00007874,A0001342,Microsoft,Microsoft Teams Classic,1.6,2023-01-15,SCCM,Device,2026-05-31
SWI00007875,A0001342,Google,Google Chrome,124,2023-01-15,SCCM,Device,2026-05-31
SWI00007876,A0001342,Mozilla,Firefox ESR,115,2023-01-15,Intune,Open Source,2026-05-31
SWI00007877,A0001342,Microsoft,Windows 11 Enterprise,23H2,2023-01-15,SCCM,Device,2026-05-31
SWI00007878,A0001342,Adobe,Adobe Acrobat Pro 2020,20,2023-01-15,Intune,Device,2026-05-31
SWI00007879,A0001343,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-11-25,Intune,Device,2026-05-31
SWI00007880,A0001343,Microsoft,Windows 11 Enterprise,23H2,2019-11-25,Server Discovery,Device,2026-05-31
SWI00007881,A0001343,Microsoft,Windows 10 Enterprise,22H2,2019-11-25,SCCM,Device,2026-05-31
SWI00007882,A0001343,Microsoft,Windows 10 Enterprise,22H2,2019-11-25,SCCM,Device,2026-05-31
SWI00007883,A0001343,Microsoft,Windows 11 Enterprise,23H2,2019-11-25,Intune,Enterprise,2026-05-31
SWI00007884,A0001343,Atlassian,Bitbucket Data Center,8,2019-11-25,Intune,User,2026-05-31
SWI00007885,A0001343,Atlassian,Bitbucket Data Center,8,2019-11-25,Intune,User,2026-05-31
SWI00007886,A0001343,Atlassian,Bitbucket Data Center,8,2019-11-25,SCCM,Device,2026-05-31
SWI00007887,A0001343,Docker,Docker Desktop,4.28,2019-11-25,SCCM,Open Source,2026-05-31
SWI00007888,A0001344,Mozilla,Firefox ESR,115,2019-10-19,Server Discovery,Device,2026-05-31
SWI00007889,A0001344,Mozilla,Firefox ESR,115,2019-10-19,Tanium,Device,2026-05-31
SWI00007890,A0001344,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-10-19,SCCM,User,2026-05-31
SWI00007891,A0001344,Microsoft,OneDrive,24.x,2019-10-19,SCCM,Device,2026-05-31
SWI00007892,A0001344,Microsoft,Microsoft Teams Classic,1.6,2019-10-19,Intune,Device,2026-05-31
SWI00007893,A0001345,Microsoft,OneDrive,24.x,2019-08-13,Tanium,Device,2026-05-31
SWI00007894,A0001345,Microsoft,Windows 10 Enterprise,22H2,2019-08-13,SCCM,Open Source,2026-05-31
SWI00007895,A0001345,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-08-13,Intune,User,2026-05-31
SWI00007896,A0001345,Microsoft,Windows 11 Enterprise,23H2,2019-08-13,SCCM,User,2026-05-31
SWI00007897,A0001345,Microsoft,Windows 11 Enterprise,23H2,2019-08-13,SCCM,Device,2026-05-31
SWI00007898,A0001346,Microsoft,Windows 10 Enterprise,22H2,2021-08-13,Intune,Open Source,2026-05-31
SWI00007899,A0001346,Mozilla,Firefox ESR,115,2021-08-13,SCCM,Device,2026-05-31
SWI00007900,A0001346,Microsoft,Microsoft Teams Classic,1.6,2021-08-13,SCCM,User,2026-05-31
SWI00007901,A0001346,Microsoft,Windows 11 Enterprise,23H2,2021-08-13,SCCM,Enterprise,2026-05-31
SWI00007902,A0001346,Microsoft,Windows 11 Enterprise,23H2,2021-08-13,Intune,Enterprise,2026-05-31
SWI00007903,A0001347,Microsoft,Microsoft Teams Classic,1.6,2019-01-05,Server Discovery,Device,2026-05-31
SWI00007904,A0001347,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-01-05,SCCM,Device,2026-05-31
SWI00007905,A0001347,Google,Google Chrome,124,2019-01-05,SCCM,User,2026-05-31
SWI00007906,A0001347,Microsoft,Microsoft Teams Classic,1.6,2019-01-05,SCCM,User,2026-05-31
SWI00007907,A0001347,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-01-05,Intune,Device,2026-05-31
SWI00007908,A0001348,Adobe,Adobe Acrobat Pro 2020,20,2022-02-01,Server Discovery,Enterprise,2026-05-31
SWI00007909,A0001348,Adobe,Adobe Acrobat Pro 2020,20,2022-02-01,SCCM,User,2026-05-31
SWI00007910,A0001348,Mozilla,Firefox ESR,115,2022-02-01,SCCM,Device,2026-05-31
SWI00007911,A0001348,Microsoft,Windows 10 Enterprise,22H2,2022-02-01,Intune,Enterprise,2026-05-31
SWI00007912,A0001348,Microsoft,Windows 10 Enterprise,22H2,2022-02-01,Tanium,Open Source,2026-05-31
SWI00007913,A0001348,OpenJS Foundation,Node.js,18,2022-02-01,Tanium,Enterprise,2026-05-31
SWI00007914,A0001348,OpenJS Foundation,Node.js,18,2022-02-01,Intune,User,2026-05-31
SWI00007915,A0001348,Microsoft,Visual Studio Code,1.90,2022-02-01,SCCM,Open Source,2026-05-31
SWI00007916,A0001348,Jenkins,Jenkins,2.401 LTS,2022-02-01,SCCM,Device,2026-05-31
SWI00007917,A0001348,Docker,Docker Desktop,4.28,2022-02-01,Intune,Device,2026-05-31
SWI00007918,A0001349,Microsoft,OneDrive,24.x,2019-03-22,Server Discovery,User,2026-05-31
SWI00007919,A0001349,Google,Google Chrome,124,2019-03-22,Intune,Device,2026-05-31
SWI00007920,A0001349,Google,Google Chrome,124,2019-03-22,Tanium,Open Source,2026-05-31
SWI00007921,A0001349,Microsoft,Windows 11 Enterprise,23H2,2019-03-22,Intune,Open Source,2026-05-31
SWI00007922,A0001349,Mozilla,Firefox ESR,115,2019-03-22,SCCM,User,2026-05-31
SWI00007923,A0001350,Microsoft,Windows 10 Enterprise,22H2,2019-04-19,SCCM,Enterprise,2026-05-31
SWI00007924,A0001350,Mozilla,Firefox ESR,115,2019-04-19,SCCM,Device,2026-05-31
SWI00007925,A0001350,Mozilla,Firefox ESR,115,2019-04-19,Intune,User,2026-05-31
SWI00007926,A0001350,Microsoft,Microsoft Teams Classic,1.6,2019-04-19,SCCM,User,2026-05-31
SWI00007927,A0001350,Microsoft,Windows 11 Enterprise,23H2,2019-04-19,SCCM,Device,2026-05-31
SWI00007928,A0001350,Atlassian,Bitbucket Data Center,8,2019-04-19,SCCM,Device,2026-05-31
SWI00007929,A0001350,Microsoft,Power BI Desktop,2024,2019-04-19,SCCM,User,2026-05-31
SWI00007930,A0001350,Jenkins,Jenkins,2.401 LTS,2019-04-19,SCCM,Open Source,2026-05-31
SWI00007931,A0001351,Microsoft,Windows 10 Enterprise,22H2,2021-04-11,SCCM,Device,2026-05-31
SWI00007932,A0001351,Adobe,Adobe Acrobat Pro 2020,20,2021-04-11,SCCM,Device,2026-05-31
SWI00007933,A0001351,Microsoft,Windows 10 Enterprise,22H2,2021-04-11,SCCM,User,2026-05-31
SWI00007934,A0001351,Mozilla,Firefox ESR,115,2021-04-11,SCCM,Enterprise,2026-05-31
SWI00007935,A0001351,Microsoft,OneDrive,24.x,2021-04-11,SCCM,Enterprise,2026-05-31
SWI00007936,A0001352,Microsoft,Windows 11 Enterprise,23H2,2023-12-19,SCCM,Device,2026-05-31
SWI00007937,A0001352,Microsoft,OneDrive,24.x,2023-12-19,SCCM,Enterprise,2026-05-31
SWI00007938,A0001352,Microsoft,Windows 10 Enterprise,22H2,2023-12-19,SCCM,Open Source,2026-05-31
SWI00007939,A0001352,Microsoft,Microsoft Teams Classic,1.6,2023-12-19,SCCM,User,2026-05-31
SWI00007940,A0001352,Google,Google Chrome,124,2023-12-19,Intune,User,2026-05-31
SWI00007941,A0001353,Adobe,Adobe Acrobat Pro 2020,20,2018-11-30,Server Discovery,Open Source,2026-05-31
SWI00007942,A0001353,Microsoft,Microsoft Teams Classic,1.6,2018-11-30,Tanium,Enterprise,2026-05-31
SWI00007943,A0001353,Microsoft,Microsoft Teams Classic,1.6,2018-11-30,SCCM,User,2026-05-31
SWI00007944,A0001353,Google,Google Chrome,124,2018-11-30,SCCM,Open Source,2026-05-31
SWI00007945,A0001353,Adobe,Adobe Acrobat Pro 2020,20,2018-11-30,SCCM,User,2026-05-31
SWI00007946,A0001354,Mozilla,Firefox ESR,115,2020-10-30,SCCM,Enterprise,2026-05-31
SWI00007947,A0001354,Microsoft,Windows 10 Enterprise,22H2,2020-10-30,SCCM,Enterprise,2026-05-31
SWI00007948,A0001354,Microsoft,Windows 11 Enterprise,23H2,2020-10-30,Intune,User,2026-05-31
SWI00007949,A0001354,Adobe,Adobe Acrobat Pro 2020,20,2020-10-30,Tanium,Enterprise,2026-05-31
SWI00007950,A0001354,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2020-10-30,SCCM,Open Source,2026-05-31
SWI00007951,A0001355,Microsoft,OneDrive,24.x,2020-08-27,Server Discovery,User,2026-05-31
SWI00007952,A0001355,Adobe,Adobe Acrobat Pro 2020,20,2020-08-27,SCCM,User,2026-05-31
SWI00007953,A0001355,Microsoft,Microsoft Teams Classic,1.6,2020-08-27,Server Discovery,Device,2026-05-31
SWI00007954,A0001355,Microsoft,Microsoft Teams Classic,1.6,2020-08-27,SCCM,User,2026-05-31
SWI00007955,A0001355,Mozilla,Firefox ESR,115,2020-08-27,Tanium,User,2026-05-31
SWI00007956,A0001356,Microsoft,OneDrive,24.x,2021-02-02,SCCM,User,2026-05-31
SWI00007957,A0001356,Mozilla,Firefox ESR,115,2021-02-02,Intune,Device,2026-05-31
SWI00007958,A0001356,Microsoft,Windows 10 Enterprise,22H2,2021-02-02,SCCM,User,2026-05-31
SWI00007959,A0001356,Microsoft,Windows 10 Enterprise,22H2,2021-02-02,SCCM,Enterprise,2026-05-31
SWI00007960,A0001356,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-02-02,SCCM,Enterprise,2026-05-31
SWI00007961,A0001356,Microsoft,.NET,8,2021-02-02,SCCM,User,2026-05-31
SWI00007962,A0001356,IBM,IBM SPSS Statistics,29,2021-02-02,Server Discovery,Enterprise,2026-05-31
SWI00007963,A0001357,Mozilla,Firefox ESR,115,2020-03-07,Intune,Enterprise,2026-05-31
SWI00007964,A0001357,Microsoft,Microsoft Teams Classic,1.6,2020-03-07,Intune,Open Source,2026-05-31
SWI00007965,A0001357,Mozilla,Firefox ESR,115,2020-03-07,SCCM,Enterprise,2026-05-31
SWI00007966,A0001357,Microsoft,Windows 11 Enterprise,23H2,2020-03-07,Intune,User,2026-05-31
SWI00007967,A0001357,Mozilla,Firefox ESR,115,2020-03-07,SCCM,User,2026-05-31
SWI00007968,A0001358,Adobe,Adobe Acrobat Pro 2020,20,2022-08-28,SCCM,Enterprise,2026-05-31
SWI00007969,A0001358,Microsoft,OneDrive,24.x,2022-08-28,SCCM,Open Source,2026-05-31
SWI00007970,A0001358,Adobe,Adobe Acrobat Pro 2020,20,2022-08-28,SCCM,Device,2026-05-31
SWI00007971,A0001358,Microsoft,OneDrive,24.x,2022-08-28,SCCM,User,2026-05-31
SWI00007972,A0001358,Microsoft,Windows 11 Enterprise,23H2,2022-08-28,SCCM,Device,2026-05-31
SWI00007973,A0001358,Python Software Foundation,Python,3.8,2022-08-28,SCCM,Open Source,2026-05-31
SWI00007974,A0001358,Docker,Docker Desktop,4.28,2022-08-28,Tanium,User,2026-05-31
SWI00007975,A0001358,Atlassian,Bitbucket Data Center,8,2022-08-28,Intune,Open Source,2026-05-31
SWI00007976,A0001359,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-07-07,SCCM,User,2026-05-31
SWI00007977,A0001359,Microsoft,Microsoft Teams Classic,1.6,2018-07-07,SCCM,Device,2026-05-31
SWI00007978,A0001359,Microsoft,Windows 11 Enterprise,23H2,2018-07-07,Tanium,Device,2026-05-31
SWI00007979,A0001359,Google,Google Chrome,124,2018-07-07,Server Discovery,Device,2026-05-31
SWI00007980,A0001359,Microsoft,OneDrive,24.x,2018-07-07,SCCM,User,2026-05-31
SWI00007981,A0001360,Microsoft,Windows 10 Enterprise,22H2,2024-03-01,Server Discovery,Device,2026-05-31
SWI00007982,A0001360,Microsoft,Windows 10 Enterprise,22H2,2024-03-01,SCCM,Enterprise,2026-05-31
SWI00007983,A0001360,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2024-03-01,Intune,User,2026-05-31
SWI00007984,A0001360,Microsoft,Windows 11 Enterprise,23H2,2024-03-01,SCCM,Enterprise,2026-05-31
SWI00007985,A0001360,Microsoft,Windows 10 Enterprise,22H2,2024-03-01,SCCM,Device,2026-05-31
SWI00007986,A0001360,OpenJS Foundation,Node.js,18,2024-03-01,Intune,Device,2026-05-31
SWI00007987,A0001360,Microsoft,Power BI Desktop,2024,2024-03-01,SCCM,Device,2026-05-31
SWI00007988,A0001361,Microsoft,OneDrive,24.x,2018-03-08,Tanium,Device,2026-05-31
SWI00007989,A0001361,Google,Google Chrome,124,2018-03-08,SCCM,User,2026-05-31
SWI00007990,A0001361,Microsoft,Windows 11 Enterprise,23H2,2018-03-08,Intune,User,2026-05-31
SWI00007991,A0001361,Google,Google Chrome,124,2018-03-08,SCCM,Enterprise,2026-05-31
SWI00007992,A0001361,Google,Google Chrome,124,2018-03-08,SCCM,Device,2026-05-31
SWI00007993,A0001362,Adobe,Adobe Acrobat Pro 2020,20,2022-09-04,SCCM,Enterprise,2026-05-31
SWI00007994,A0001362,Adobe,Adobe Acrobat Pro 2020,20,2022-09-04,SCCM,User,2026-05-31
SWI00007995,A0001362,Mozilla,Firefox ESR,115,2022-09-04,Intune,Device,2026-05-31
SWI00007996,A0001362,Microsoft,Microsoft Teams Classic,1.6,2022-09-04,SCCM,Device,2026-05-31
SWI00007997,A0001362,Microsoft,Microsoft Teams Classic,1.6,2022-09-04,SCCM,Device,2026-05-31
SWI00007998,A0001362,Docker,Docker Desktop,4.28,2022-09-04,Intune,Device,2026-05-31
SWI00007999,A0001362,Python Software Foundation,Python,3.10,2022-09-04,Tanium,Enterprise,2026-05-31
SWI00008000,A0001362,Anaconda,Anaconda Distribution,2023.09,2022-09-04,Intune,Device,2026-05-31
SWI00008001,A0001362,Docker,Docker Desktop,4.28,2022-09-04,SCCM,User,2026-05-31
SWI00008002,A0001362,IBM,IBM SPSS Statistics,29,2022-09-04,Server Discovery,User,2026-05-31
SWI00008003,A0001363,Microsoft,Windows 10 Enterprise,22H2,2022-05-11,Intune,Device,2026-05-31
SWI00008004,A0001363,Microsoft,Microsoft Teams Classic,1.6,2022-05-11,SCCM,Open Source,2026-05-31
SWI00008005,A0001363,Microsoft,OneDrive,24.x,2022-05-11,Intune,Enterprise,2026-05-31
SWI00008006,A0001363,Microsoft,Windows 10 Enterprise,22H2,2022-05-11,Intune,Enterprise,2026-05-31
SWI00008007,A0001363,Microsoft,OneDrive,24.x,2022-05-11,SCCM,Enterprise,2026-05-31
SWI00008008,A0001364,Microsoft,Windows 11 Enterprise,23H2,2018-10-20,Intune,Device,2026-05-31
SWI00008009,A0001364,Mozilla,Firefox ESR,115,2018-10-20,Intune,Device,2026-05-31
SWI00008010,A0001364,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-10-20,SCCM,Enterprise,2026-05-31
SWI00008011,A0001364,Google,Google Chrome,124,2018-10-20,SCCM,User,2026-05-31
SWI00008012,A0001364,Microsoft,Microsoft Teams Classic,1.6,2018-10-20,SCCM,User,2026-05-31
SWI00008013,A0001365,Google,Google Chrome,124,2019-05-20,Tanium,Open Source,2026-05-31
SWI00008014,A0001365,Microsoft,Windows 10 Enterprise,22H2,2019-05-20,Tanium,Device,2026-05-31
SWI00008015,A0001365,Google,Google Chrome,124,2019-05-20,Intune,Open Source,2026-05-31
SWI00008016,A0001365,Adobe,Adobe Acrobat Pro 2020,20,2019-05-20,SCCM,Enterprise,2026-05-31
SWI00008017,A0001365,Google,Google Chrome,124,2019-05-20,Server Discovery,Device,2026-05-31
SWI00008018,A0001366,Google,Google Chrome,124,2023-09-22,Intune,Enterprise,2026-05-31
SWI00008019,A0001366,Microsoft,OneDrive,24.x,2023-09-22,SCCM,Enterprise,2026-05-31
SWI00008020,A0001366,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2023-09-22,SCCM,User,2026-05-31
SWI00008021,A0001366,Microsoft,Windows 11 Enterprise,23H2,2023-09-22,Tanium,Device,2026-05-31
SWI00008022,A0001366,Microsoft,Microsoft Teams Classic,1.6,2023-09-22,SCCM,Enterprise,2026-05-31
SWI00008023,A0001367,Microsoft,Windows 11 Enterprise,23H2,2022-03-22,Server Discovery,User,2026-05-31
SWI00008024,A0001367,Adobe,Adobe Acrobat Pro 2020,20,2022-03-22,SCCM,Open Source,2026-05-31
SWI00008025,A0001367,Microsoft,Windows 10 Enterprise,22H2,2022-03-22,Tanium,User,2026-05-31
SWI00008026,A0001367,Microsoft,Windows 10 Enterprise,22H2,2022-03-22,SCCM,User,2026-05-31
SWI00008027,A0001367,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-03-22,SCCM,Device,2026-05-31
SWI00008028,A0001368,Microsoft,OneDrive,24.x,2021-07-31,SCCM,Device,2026-05-31
SWI00008029,A0001368,Microsoft,Windows 11 Enterprise,23H2,2021-07-31,SCCM,Device,2026-05-31
SWI00008030,A0001368,Microsoft,Windows 10 Enterprise,22H2,2021-07-31,SCCM,Device,2026-05-31
SWI00008031,A0001368,Mozilla,Firefox ESR,115,2021-07-31,SCCM,Enterprise,2026-05-31
SWI00008032,A0001368,Adobe,Adobe Acrobat Pro 2020,20,2021-07-31,SCCM,Device,2026-05-31
SWI00008033,A0001369,Mozilla,Firefox ESR,115,2019-06-06,Server Discovery,Device,2026-05-31
SWI00008034,A0001369,Microsoft,Windows 11 Enterprise,23H2,2019-06-06,SCCM,Device,2026-05-31
SWI00008035,A0001369,Microsoft,OneDrive,24.x,2019-06-06,SCCM,Device,2026-05-31
SWI00008036,A0001369,Microsoft,OneDrive,24.x,2019-06-06,Intune,User,2026-05-31
SWI00008037,A0001369,Google,Google Chrome,124,2019-06-06,SCCM,User,2026-05-31
SWI00008038,A0001370,Microsoft,Windows 11 Enterprise,23H2,2021-07-13,SCCM,Device,2026-05-31
SWI00008039,A0001370,Microsoft,Windows 10 Enterprise,22H2,2021-07-13,Intune,User,2026-05-31
SWI00008040,A0001370,Microsoft,Windows 11 Enterprise,23H2,2021-07-13,SCCM,Device,2026-05-31
SWI00008041,A0001370,Adobe,Adobe Acrobat Pro 2020,20,2021-07-13,Server Discovery,User,2026-05-31
SWI00008042,A0001370,Microsoft,Windows 10 Enterprise,22H2,2021-07-13,Server Discovery,Device,2026-05-31
SWI00008043,A0001370,IBM,IBM SPSS Statistics,29,2021-07-13,Intune,Open Source,2026-05-31
SWI00008044,A0001370,Atlassian,Bitbucket Data Center,8,2021-07-13,SCCM,Device,2026-05-31
SWI00008045,A0001370,Anaconda,Anaconda Distribution,2023.09,2021-07-13,SCCM,Enterprise,2026-05-31
SWI00008046,A0001371,Adobe,Adobe Acrobat Pro 2020,20,2019-11-12,Intune,Enterprise,2026-05-31
SWI00008047,A0001371,Microsoft,OneDrive,24.x,2019-11-12,SCCM,Device,2026-05-31
SWI00008048,A0001371,Microsoft,Microsoft Teams Classic,1.6,2019-11-12,Tanium,Device,2026-05-31
SWI00008049,A0001371,Microsoft,Microsoft Teams Classic,1.6,2019-11-12,Intune,Device,2026-05-31
SWI00008050,A0001371,Adobe,Adobe Acrobat Pro 2020,20,2019-11-12,SCCM,Device,2026-05-31
SWI00008051,A0001371,Git,Git,2.43,2019-11-12,Server Discovery,Enterprise,2026-05-31
SWI00008052,A0001371,Jenkins,Jenkins,2.401 LTS,2019-11-12,SCCM,User,2026-05-31
SWI00008053,A0001371,Microsoft,.NET,6,2019-11-12,Server Discovery,Device,2026-05-31
SWI00008054,A0001372,Google,Google Chrome,124,2019-01-28,Intune,Device,2026-05-31
SWI00008055,A0001372,Microsoft,Windows 10 Enterprise,22H2,2019-01-28,SCCM,Device,2026-05-31
SWI00008056,A0001372,Adobe,Adobe Acrobat Pro 2020,20,2019-01-28,SCCM,Device,2026-05-31
SWI00008057,A0001372,Microsoft,Windows 10 Enterprise,22H2,2019-01-28,Tanium,User,2026-05-31
SWI00008058,A0001372,Adobe,Adobe Acrobat Pro 2020,20,2019-01-28,Tanium,Device,2026-05-31
SWI00008059,A0001373,Microsoft,Windows 10 Enterprise,22H2,2019-05-23,Intune,User,2026-05-31
SWI00008060,A0001373,Microsoft,Windows 10 Enterprise,22H2,2019-05-23,SCCM,Device,2026-05-31
SWI00008061,A0001373,Adobe,Adobe Acrobat Pro 2020,20,2019-05-23,SCCM,Device,2026-05-31
SWI00008062,A0001373,Microsoft,OneDrive,24.x,2019-05-23,Intune,User,2026-05-31
SWI00008063,A0001373,Microsoft,Microsoft Teams Classic,1.6,2019-05-23,Intune,Open Source,2026-05-31
SWI00008064,A0001373,Microsoft,.NET,6,2019-05-23,SCCM,Open Source,2026-05-31
SWI00008065,A0001373,IBM,IBM SPSS Statistics,29,2019-05-23,Tanium,Enterprise,2026-05-31
SWI00008066,A0001373,Microsoft,Power BI Desktop,2024,2019-05-23,Intune,Device,2026-05-31
SWI00008067,A0001373,Tableau,Tableau Desktop,2023.3,2019-05-23,Server Discovery,Device,2026-05-31
SWI00008068,A0001374,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-02-10,Server Discovery,Enterprise,2026-05-31
SWI00008069,A0001374,Microsoft,OneDrive,24.x,2022-02-10,Intune,User,2026-05-31
SWI00008070,A0001374,Microsoft,Windows 10 Enterprise,22H2,2022-02-10,Intune,Device,2026-05-31
SWI00008071,A0001374,Microsoft,Windows 10 Enterprise,22H2,2022-02-10,SCCM,User,2026-05-31
SWI00008072,A0001374,Microsoft,OneDrive,24.x,2022-02-10,SCCM,User,2026-05-31
SWI00008073,A0001374,Microsoft,Visual Studio Code,1.90,2022-02-10,SCCM,Open Source,2026-05-31
SWI00008074,A0001374,OpenJS Foundation,Node.js,18,2022-02-10,Intune,Device,2026-05-31
SWI00008075,A0001374,JetBrains,IntelliJ IDEA,2023.3,2022-02-10,SCCM,Enterprise,2026-05-31
SWI00008076,A0001374,Docker,Docker Desktop,4.28,2022-02-10,SCCM,User,2026-05-31
SWI00008077,A0001374,OpenJS Foundation,Node.js,16,2022-02-10,SCCM,Open Source,2026-05-31
SWI00008078,A0001375,Microsoft,OneDrive,24.x,2022-11-04,SCCM,User,2026-05-31
SWI00008079,A0001375,Adobe,Adobe Acrobat Pro 2020,20,2022-11-04,SCCM,Enterprise,2026-05-31
SWI00008080,A0001375,Microsoft,OneDrive,24.x,2022-11-04,Tanium,Open Source,2026-05-31
SWI00008081,A0001375,Microsoft,Microsoft Teams Classic,1.6,2022-11-04,Intune,Open Source,2026-05-31
SWI00008082,A0001375,Adobe,Adobe Acrobat Pro 2020,20,2022-11-04,Tanium,Device,2026-05-31
SWI00008083,A0001376,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2020-10-07,SCCM,Enterprise,2026-05-31
SWI00008084,A0001376,Microsoft,Windows 10 Enterprise,22H2,2020-10-07,Intune,User,2026-05-31
SWI00008085,A0001376,Microsoft,OneDrive,24.x,2020-10-07,SCCM,User,2026-05-31
SWI00008086,A0001376,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2020-10-07,Intune,User,2026-05-31
SWI00008087,A0001376,Mozilla,Firefox ESR,115,2020-10-07,SCCM,User,2026-05-31
SWI00008088,A0001377,Microsoft,Windows 10 Enterprise,22H2,2021-04-28,SCCM,Open Source,2026-05-31
SWI00008089,A0001377,Microsoft,OneDrive,24.x,2021-04-28,Tanium,Open Source,2026-05-31
SWI00008090,A0001377,Adobe,Adobe Acrobat Pro 2020,20,2021-04-28,Server Discovery,Open Source,2026-05-31
SWI00008091,A0001377,Google,Google Chrome,124,2021-04-28,Server Discovery,Open Source,2026-05-31
SWI00008092,A0001377,Microsoft,Windows 10 Enterprise,22H2,2021-04-28,Intune,Enterprise,2026-05-31
SWI00008093,A0001378,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2024-11-10,SCCM,User,2026-05-31
SWI00008094,A0001378,Microsoft,Windows 10 Enterprise,22H2,2024-11-10,Tanium,User,2026-05-31
SWI00008095,A0001378,Microsoft,OneDrive,24.x,2024-11-10,SCCM,Open Source,2026-05-31
SWI00008096,A0001378,Microsoft,Windows 10 Enterprise,22H2,2024-11-10,Tanium,User,2026-05-31
SWI00008097,A0001378,Adobe,Adobe Acrobat Pro 2020,20,2024-11-10,Tanium,User,2026-05-31
SWI00008098,A0001379,Microsoft,Windows 10 Enterprise,22H2,2022-08-10,Server Discovery,User,2026-05-31
SWI00008099,A0001379,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-08-10,Intune,Open Source,2026-05-31
SWI00008100,A0001379,Google,Google Chrome,124,2022-08-10,SCCM,Open Source,2026-05-31
SWI00008101,A0001379,Google,Google Chrome,124,2022-08-10,Intune,User,2026-05-31
SWI00008102,A0001379,Microsoft,Microsoft Teams Classic,1.6,2022-08-10,Intune,Enterprise,2026-05-31
SWI00008103,A0001379,JetBrains,IntelliJ IDEA,2023.3,2022-08-10,Intune,Enterprise,2026-05-31
SWI00008104,A0001379,OpenJS Foundation,Node.js,18,2022-08-10,SCCM,User,2026-05-31
SWI00008105,A0001379,OpenJS Foundation,Node.js,16,2022-08-10,SCCM,Device,2026-05-31
SWI00008106,A0001379,Docker,Docker Desktop,4.28,2022-08-10,SCCM,Enterprise,2026-05-31
SWI00008107,A0001379,OpenJS Foundation,Node.js,18,2022-08-10,Server Discovery,User,2026-05-31
SWI00008108,A0001380,Microsoft,Windows 10 Enterprise,22H2,2019-08-01,Intune,User,2026-05-31
SWI00008109,A0001380,Microsoft,Windows 10 Enterprise,22H2,2019-08-01,SCCM,Open Source,2026-05-31
SWI00008110,A0001380,Adobe,Adobe Acrobat Pro 2020,20,2019-08-01,SCCM,Device,2026-05-31
SWI00008111,A0001380,Microsoft,OneDrive,24.x,2019-08-01,SCCM,Device,2026-05-31
SWI00008112,A0001380,Microsoft,Windows 11 Enterprise,23H2,2019-08-01,Tanium,Enterprise,2026-05-31
