Resource_ID,Cloud_Platform,Service_Name,Subscription_ID,Resource_Group,Creation_Date,Business_Unit_ID,Environment,Resource_Type
CLOUD000285,Azure,Azure SQL Database,SUB-005,rg-134,2021-04-24,BU006,Non-Production,Storage
CLOUD000286,AWS,EC2,SUB-006,rg-135,2022-06-30,BU007,Non-Production,Data Pipeline
CLOUD000287,Azure,Virtual Machines,SUB-007,rg-136,2021-05-09,BU002,Production,Data Pipeline
CLOUD000288,Azure,Azure Kubernetes Service,SUB-008,rg-137,2025-04-16,BU002,Production,Container
CLOUD000289,Azure,EKS,SUB-009,rg-138,2019-10-09,BU002,Non-Production,Database
CLOUD000290,Azure,RDS,SUB-010,rg-139,2020-01-05,BU005,DR,VM
CLOUD000291,AWS,Virtual Machines,SUB-011,rg-140,2024-08-07,BU002,Production,Database
CLOUD000292,Azure,Virtual Machines,SUB-012,rg-141,2020-05-22,BU001,Production,Database
CLOUD000293,Azure,Azure Kubernetes Service,SUB-013,rg-142,2018-12-01,BU006,Non-Production,VM
CLOUD000294,Azure,Azure Kubernetes Service,SUB-014,rg-143,2023-11-10,BU002,Non-Production,Database
CLOUD000295,Azure,Azure SQL Database,SUB-015,rg-144,2022-11-06,BU002,Production,Storage
CLOUD000296,AWS,RDS,SUB-016,rg-145,2024-06-05,BU002,Production,VM
CLOUD000297,Azure,RDS,SUB-017,rg-146,2020-06-16,BU002,DR,VM
CLOUD000298,Azure,Azure Kubernetes Service,SUB-018,rg-147,2025-08-04,BU007,Production,Database
CLOUD000299,Azure,Virtual Machines,SUB-019,rg-148,2019-05-02,BU005,Production,Data Pipeline
CLOUD000300,Azure,Azure SQL Database,SUB-020,rg-149,2026-04-06,BU002,Production,Container
CLOUD000301,Azure,Azure Kubernetes Service,SUB-021,rg-000,2024-03-02,BU002,Non-Production,Storage
CLOUD000302,Azure,EKS,SUB-022,rg-001,2024-07-12,BU004,Production,Database
CLOUD000303,Azure,RDS,SUB-023,rg-002,2020-11-28,BU002,Production,Data Pipeline
CLOUD000304,Azure,EKS,SUB-024,rg-003,2023-01-19,BU002,Production,Database
CLOUD000305,Azure,Azure SQL Database,SUB-025,rg-004,2018-02-02,BU003,Production,Container
CLOUD000306,Azure,S3,SUB-026,rg-005,2019-01-23,BU002,Non-Production,Container
CLOUD000307,Azure,EC2,SUB-027,rg-006,2025-09-09,BU009,Production,VM
CLOUD000308,Azure,S3,SUB-028,rg-007,2018-04-16,BU001,Production,Storage
CLOUD000309,AWS,EC2,SUB-029,rg-008,2026-01-26,BU001,Production,Data Pipeline
CLOUD000310,Azure,Azure SQL Database,SUB-030,rg-009,2020-08-03,BU009,Production,Storage
CLOUD000311,Azure,Azure SQL Database,SUB-031,rg-010,2020-02-14,BU002,Production,Storage
CLOUD000312,Azure,EC2,SUB-032,rg-011,2023-05-30,BU002,DR,VM
CLOUD000313,Azure,S3,SUB-033,rg-012,2025-11-23,BU002,Non-Production,Storage
CLOUD000314,AWS,RDS,SUB-034,rg-013,2022-08-21,BU002,Non-Production,Data Pipeline
CLOUD000315,AWS,EKS,SUB-035,rg-014,2024-10-20,BU009,Production,Storage
CLOUD000316,Azure,RDS,SUB-036,rg-015,2020-12-14,BU002,Non-Production,Data Pipeline
CLOUD000317,AWS,RDS,SUB-037,rg-016,2018-07-07,BU001,Production,Container
CLOUD000318,AWS,Virtual Machines,SUB-038,rg-017,2019-01-17,BU002,Production,Container
CLOUD000319,Azure,Virtual Machines,SUB-039,rg-018,2020-11-02,BU002,DR,Data Pipeline
CLOUD000320,Azure,EC2,SUB-040,rg-019,2024-06-09,BU002,Production,Data Pipeline
CLOUD000321,Azure,Azure SQL Database,SUB-001,rg-020,2025-06-22,BU010,DR,Database
CLOUD000322,AWS,Azure Kubernetes Service,SUB-002,rg-021,2024-06-04,BU001,Production,VM
CLOUD000323,Azure,EKS,SUB-003,rg-022,2022-09-11,BU001,DR,Data Pipeline
CLOUD000324,AWS,EKS,SUB-004,rg-023,2018-01-16,BU002,Non-Production,Storage
CLOUD000325,AWS,Azure SQL Database,SUB-005,rg-024,2021-09-10,BU002,Production,Storage
CLOUD000326,Azure,EC2,SUB-006,rg-025,2026-01-21,BU002,Production,Storage
CLOUD000327,Azure,RDS,SUB-007,rg-026,2025-12-16,BU009,Production,Data Pipeline
CLOUD000328,Azure,Azure Data Factory,SUB-008,rg-027,2022-05-02,BU003,Non-Production,Storage
CLOUD000329,Azure,EC2,SUB-009,rg-028,2019-03-18,BU002,Production,Storage
CLOUD000330,AWS,EC2,SUB-010,rg-029,2018-02-13,BU005,Production,Storage
CLOUD000331,AWS,Virtual Machines,SUB-011,rg-030,2020-08-25,BU001,Production,Data Pipeline
CLOUD000332,Azure,EKS,SUB-012,rg-031,2020-12-08,BU006,Production,Data Pipeline
CLOUD000333,Azure,Virtual Machines,SUB-013,rg-032,2019-08-16,BU002,Non-Production,VM
CLOUD000334,Azure,Azure Kubernetes Service,SUB-014,rg-033,2024-05-01,BU003,Non-Production,Data Pipeline
CLOUD000335,Azure,Virtual Machines,SUB-015,rg-034,2023-09-18,BU009,DR,Data Pipeline
CLOUD000336,Azure,S3,SUB-016,rg-035,2024-04-15,BU002,Production,VM
CLOUD000337,AWS,RDS,SUB-017,rg-036,2021-12-15,BU002,Production,Database
CLOUD000338,Azure,Azure Kubernetes Service,SUB-018,rg-037,2025-10-05,BU009,Production,Database
CLOUD000339,Azure,Azure SQL Database,SUB-019,rg-038,2018-01-18,BU002,Non-Production,Data Pipeline
CLOUD000340,AWS,S3,SUB-020,rg-039,2019-10-28,BU001,Non-Production,Storage
CLOUD000341,AWS,EC2,SUB-021,rg-040,2023-08-15,BU001,Non-Production,VM
CLOUD000342,Azure,Azure Kubernetes Service,SUB-022,rg-041,2018-12-21,BU005,Production,VM
CLOUD000343,Azure,Azure SQL Database,SUB-023,rg-042,2019-02-09,BU002,Production,Storage
CLOUD000344,AWS,RDS,SUB-024,rg-043,2020-01-22,BU003,Production,Data Pipeline
CLOUD000345,Azure,Azure SQL Database,SUB-025,rg-044,2019-06-23,BU003,Production,Database
CLOUD000346,Azure,EKS,SUB-026,rg-045,2020-10-24,BU002,Non-Production,Database
CLOUD000347,Azure,Azure SQL Database,SUB-027,rg-046,2023-08-11,BU004,Production,VM
CLOUD000348,Azure,EKS,SUB-028,rg-047,2022-03-15,BU010,Production,Container
CLOUD000349,Azure,Azure SQL Database,SUB-029,rg-048,2024-10-28,BU001,DR,Database
CLOUD000350,AWS,EKS,SUB-030,rg-049,2023-09-10,BU002,Production,Container
CLOUD000351,Azure,Azure Data Factory,SUB-031,rg-050,2022-10-01,BU009,DR,Data Pipeline
CLOUD000352,AWS,EKS,SUB-032,rg-051,2022-10-24,BU002,Production,Data Pipeline
CLOUD000353,AWS,S3,SUB-033,rg-052,2020-10-16,BU002,Production,Data Pipeline
CLOUD000354,AWS,Virtual Machines,SUB-034,rg-053,2022-03-04,BU002,Non-Production,Container
CLOUD000355,Azure,RDS,SUB-035,rg-054,2023-09-24,BU001,Production,Database
CLOUD000356,AWS,RDS,SUB-036,rg-055,2018-08-29,BU008,Production,VM
CLOUD000357,AWS,Azure SQL Database,SUB-037,rg-056,2025-11-13,BU006,Production,Container
CLOUD000358,Azure,EC2,SUB-038,rg-057,2021-09-25,BU003,Production,VM
CLOUD000359,AWS,RDS,SUB-039,rg-058,2026-04-20,BU002,Production,Container
CLOUD000360,Azure,Virtual Machines,SUB-040,rg-059,2023-09-04,BU010,Non-Production,Data Pipeline
CLOUD000361,Azure,Azure Kubernetes Service,SUB-001,rg-060,2025-05-03,BU007,Production,Database
CLOUD000362,Azure,Azure SQL Database,SUB-002,rg-061,2019-05-23,BU005,Non-Production,Data Pipeline
CLOUD000363,Azure,Azure SQL Database,SUB-003,rg-062,2024-04-12,BU002,Production,Database
CLOUD000364,Azure,Virtual Machines,SUB-004,rg-063,2020-06-15,BU002,Non-Production,Data Pipeline
CLOUD000365,AWS,RDS,SUB-005,rg-064,2022-12-09,BU002,Production,Container
CLOUD000366,AWS,Azure Kubernetes Service,SUB-006,rg-065,2019-11-27,BU010,Production,Storage
CLOUD000367,Azure,Virtual Machines,SUB-007,rg-066,2021-04-15,BU009,Production,VM
CLOUD000368,AWS,EKS,SUB-008,rg-067,2019-02-08,BU002,Production,Database
CLOUD000369,Azure,EC2,SUB-009,rg-068,2022-08-30,BU002,Production,VM
CLOUD000370,Azure,Azure SQL Database,SUB-010,rg-069,2024-12-13,BU009,Production,VM
CLOUD000371,AWS,EC2,SUB-011,rg-070,2021-02-21,BU006,Production,Storage
CLOUD000372,Azure,Azure Data Factory,SUB-012,rg-071,2021-01-20,BU003,Production,VM
CLOUD000373,Azure,RDS,SUB-013,rg-072,2024-06-20,BU003,Non-Production,VM
CLOUD000374,Azure,Azure SQL Database,SUB-014,rg-073,2025-03-15,BU001,Production,Container
CLOUD000375,Azure,Virtual Machines,SUB-015,rg-074,2023-05-27,BU002,Non-Production,VM
CLOUD000376,AWS,EKS,SUB-016,rg-075,2026-01-18,BU004,Production,VM
CLOUD000377,Azure,EKS,SUB-017,rg-076,2022-07-14,BU002,Production,VM
CLOUD000378,Azure,Azure Data Factory,SUB-018,rg-077,2021-11-12,BU010,Production,Container
CLOUD000379,Azure,Azure Data Factory,SUB-019,rg-078,2026-01-11,BU002,Production,Data Pipeline
CLOUD000380,Azure,Virtual Machines,SUB-020,rg-079,2023-09-07,BU002,Production,VM
CLOUD000381,Azure,RDS,SUB-021,rg-080,2020-09-09,BU002,Production,VM
CLOUD000382,Azure,Virtual Machines,SUB-022,rg-081,2025-06-08,BU001,Production,Storage
CLOUD000383,Azure,RDS,SUB-023,rg-082,2019-07-02,BU009,Non-Production,Data Pipeline
CLOUD000384,Azure,Azure SQL Database,SUB-024,rg-083,2019-09-21,BU005,Production,Storage
CLOUD000385,Azure,Virtual Machines,SUB-025,rg-084,2025-11-28,BU003,Non-Production,Database
CLOUD000386,AWS,EC2,SUB-026,rg-085,2020-11-14,BU002,Production,Data Pipeline
CLOUD000387,Azure,EC2,SUB-027,rg-086,2026-02-11,BU002,Non-Production,VM
CLOUD000388,AWS,S3,SUB-028,rg-087,2020-11-18,BU001,Production,Database
CLOUD000389,Azure,Azure Data Factory,SUB-029,rg-088,2018-03-26,BU002,Production,Storage
CLOUD000390,AWS,Azure Data Factory,SUB-030,rg-089,2024-02-24,BU003,Non-Production,Database
CLOUD000391,Azure,Azure Data Factory,SUB-031,rg-090,2021-03-31,BU002,Production,Database
CLOUD000392,Azure,Virtual Machines,SUB-032,rg-091,2020-10-13,BU002,Production,Storage
CLOUD000393,Azure,Azure Data Factory,SUB-033,rg-092,2023-06-22,BU004,Non-Production,Container
CLOUD000394,Azure,RDS,SUB-034,rg-093,2019-02-28,BU002,Production,Data Pipeline
CLOUD000395,Azure,S3,SUB-035,rg-094,2018-02-07,BU001,Production,VM
CLOUD000396,AWS,RDS,SUB-036,rg-095,2026-04-06,BU005,Non-Production,Database
CLOUD000397,Azure,Azure Data Factory,SUB-037,rg-096,2018-01-01,BU002,Production,Data Pipeline
CLOUD000398,AWS,S3,SUB-038,rg-097,2024-07-14,BU001,Non-Production,Database
CLOUD000399,Azure,EKS,SUB-039,rg-098,2019-09-20,BU010,Non-Production,VM
CLOUD000400,Azure,EKS,SUB-040,rg-099,2018-11-09,BU002,Production,Container
CLOUD000401,Azure,S3,SUB-001,rg-100,2025-01-21,BU005,Non-Production,Database
CLOUD000402,Azure,EKS,SUB-002,rg-101,2025-11-03,BU002,Non-Production,Storage
CLOUD000403,AWS,S3,SUB-003,rg-102,2026-01-07,BU009,Non-Production,Database
CLOUD000404,Azure,EKS,SUB-004,rg-103,2021-12-18,BU002,DR,VM
CLOUD000405,Azure,Virtual Machines,SUB-005,rg-104,2021-10-16,BU003,DR,VM
CLOUD000406,AWS,RDS,SUB-006,rg-105,2020-03-05,BU002,Non-Production,VM
CLOUD000407,Azure,Azure Data Factory,SUB-007,rg-106,2020-02-15,BU003,Production,Container
CLOUD000408,Azure,Virtual Machines,SUB-008,rg-107,2021-08-10,BU007,Production,Storage
CLOUD000409,Azure,Azure Kubernetes Service,SUB-009,rg-108,2023-03-15,BU002,Non-Production,Container
CLOUD000410,AWS,Azure Kubernetes Service,SUB-010,rg-109,2025-06-05,BU002,Production,Database
CLOUD000411,Azure,Azure SQL Database,SUB-011,rg-110,2023-04-23,BU007,Non-Production,Database
CLOUD000412,Azure,Azure Data Factory,SUB-012,rg-111,2024-11-28,BU002,Production,Data Pipeline
CLOUD000413,Azure,Azure SQL Database,SUB-013,rg-112,2018-07-26,BU002,Production,Data Pipeline
CLOUD000414,Azure,S3,SUB-014,rg-113,2018-07-16,BU002,Production,Database
CLOUD000415,AWS,Azure Kubernetes Service,SUB-015,rg-114,2024-07-29,BU001,DR,Database
CLOUD000416,Azure,EC2,SUB-016,rg-115,2024-12-28,BU002,Production,VM
CLOUD000417,AWS,EKS,SUB-017,rg-116,2023-04-29,BU002,Production,VM
CLOUD000418,Azure,Azure SQL Database,SUB-018,rg-117,2021-04-29,BU005,DR,Database
CLOUD000419,AWS,Azure SQL Database,SUB-019,rg-118,2019-04-30,BU002,Production,VM
CLOUD000420,AWS,S3,SUB-020,rg-119,2023-05-11,BU003,Non-Production,Storage
CLOUD000421,AWS,Azure Kubernetes Service,SUB-021,rg-120,2019-07-31,BU002,Production,VM
CLOUD000422,Azure,Azure Data Factory,SUB-022,rg-121,2021-01-08,BU009,Production,Container
CLOUD000423,Azure,RDS,SUB-023,rg-122,2022-01-10,BU002,Production,Data Pipeline
CLOUD000424,AWS,Virtual Machines,SUB-024,rg-123,2022-10-17,BU006,Production,Container
CLOUD000425,AWS,RDS,SUB-025,rg-124,2022-02-26,BU009,Non-Production,Storage
CLOUD000426,Azure,EKS,SUB-026,rg-125,2023-12-10,BU006,Production,Storage
CLOUD000427,AWS,Virtual Machines,SUB-027,rg-126,2019-08-27,BU006,Production,Storage
CLOUD000428,AWS,Azure Data Factory,SUB-028,rg-127,2019-07-24,BU003,Non-Production,Data Pipeline
CLOUD000429,Azure,RDS,SUB-029,rg-128,2021-12-20,BU002,Production,Data Pipeline
CLOUD000430,Azure,S3,SUB-030,rg-129,2023-07-30,BU005,Production,Container
CLOUD000431,Azure,EC2,SUB-031,rg-130,2024-11-12,BU002,Non-Production,Container
CLOUD000432,Azure,EKS,SUB-032,rg-131,2018-08-30,BU005,Production,VM
CLOUD000433,Azure,RDS,SUB-033,rg-132,2021-11-02,BU007,Production,Database
CLOUD000434,Azure,RDS,SUB-034,rg-133,2021-10-02,BU002,Non-Production,Database
CLOUD000435,Azure,EKS,SUB-035,rg-134,2019-04-24,BU001,Non-Production,VM
CLOUD000436,Azure,RDS,SUB-036,rg-135,2020-06-09,BU002,Production,Container
CLOUD000437,AWS,Azure Data Factory,SUB-037,rg-136,2018-12-19,BU005,Production,Container
CLOUD000438,Azure,Azure Data Factory,SUB-038,rg-137,2024-12-10,BU004,Non-Production,Data Pipeline
CLOUD000439,AWS,Azure Kubernetes Service,SUB-039,rg-138,2023-11-01,BU002,Production,Storage
CLOUD000440,Azure,Azure Data Factory,SUB-040,rg-139,2023-08-24,BU002,Production,Data Pipeline
CLOUD000441,Azure,EKS,SUB-001,rg-140,2022-10-11,BU004,Non-Production,VM
CLOUD000442,Azure,Azure SQL Database,SUB-002,rg-141,2023-06-09,BU002,Production,Storage
CLOUD000443,Azure,EC2,SUB-003,rg-142,2021-06-11,BU007,Non-Production,Database
CLOUD000444,Azure,Azure SQL Database,SUB-004,rg-143,2021-11-08,BU002,Non-Production,Container
CLOUD000445,AWS,EKS,SUB-005,rg-144,2023-07-09,BU001,Non-Production,VM
CLOUD000446,AWS,S3,SUB-006,rg-145,2025-08-15,BU005,Non-Production,Database
CLOUD000447,Azure,RDS,SUB-007,rg-146,2019-04-16,BU002,Production,Database
CLOUD000448,Azure,Azure Data Factory,SUB-008,rg-147,2022-08-17,BU002,Production,Data Pipeline
CLOUD000449,AWS,Virtual Machines,SUB-009,rg-148,2025-04-30,BU003,Non-Production,Container
CLOUD000450,AWS,Azure Data Factory,SUB-010,rg-149,2025-10-23,BU003,Production,Data Pipeline
CLOUD000451,AWS,Azure Kubernetes Service,SUB-011,rg-000,2024-06-25,BU007,DR,Storage
CLOUD000452,AWS,Azure Kubernetes Service,SUB-012,rg-001,2025-08-02,BU002,Production,Data Pipeline
CLOUD000453,Azure,S3,SUB-013,rg-002,2025-04-26,BU002,Non-Production,VM
CLOUD000454,Azure,Azure Data Factory,SUB-014,rg-003,2018-09-15,BU001,Non-Production,Data Pipeline
CLOUD000455,AWS,Azure Data Factory,SUB-015,rg-004,2025-02-25,BU007,Non-Production,VM
CLOUD000456,AWS,EC2,SUB-016,rg-005,2020-02-23,BU002,Non-Production,Data Pipeline
CLOUD000457,Azure,Virtual Machines,SUB-017,rg-006,2021-11-26,BU009,Non-Production,Data Pipeline
CLOUD000458,Azure,Azure SQL Database,SUB-018,rg-007,2021-11-01,BU003,Production,VM
CLOUD000459,Azure,RDS,SUB-019,rg-008,2023-06-18,BU002,Production,Data Pipeline
CLOUD000460,Azure,RDS,SUB-020,rg-009,2023-02-02,BU002,Production,Storage
CLOUD000461,Azure,Azure Kubernetes Service,SUB-021,rg-010,2024-05-08,BU005,Non-Production,VM
CLOUD000462,Azure,EC2,SUB-022,rg-011,2023-01-20,BU010,Production,Container
CLOUD000463,Azure,Azure SQL Database,SUB-023,rg-012,2025-01-29,BU002,Non-Production,VM
CLOUD000464,Azure,EC2,SUB-024,rg-013,2022-11-06,BU010,Production,Container
CLOUD000465,Azure,S3,SUB-025,rg-014,2020-11-28,BU008,Non-Production,Database
CLOUD000466,Azure,S3,SUB-026,rg-015,2018-05-18,BU002,Non-Production,Data Pipeline
CLOUD000467,Azure,Azure SQL Database,SUB-027,rg-016,2024-04-18,BU005,Non-Production,Container
CLOUD000468,Azure,S3,SUB-028,rg-017,2019-08-18,BU002,Non-Production,Container
CLOUD000469,Azure,Azure Kubernetes Service,SUB-029,rg-018,2020-08-17,BU002,Production,Data Pipeline
CLOUD000470,Azure,S3,SUB-030,rg-019,2023-08-24,BU001,Production,Data Pipeline
CLOUD000471,AWS,Azure Kubernetes Service,SUB-031,rg-020,2024-08-06,BU002,Non-Production,VM
CLOUD000472,Azure,Azure SQL Database,SUB-032,rg-021,2025-09-09,BU001,Production,Database
CLOUD000473,AWS,Azure Kubernetes Service,SUB-033,rg-022,2018-02-08,BU002,Non-Production,VM
CLOUD000474,AWS,Virtual Machines,SUB-034,rg-023,2019-06-28,BU002,Production,Storage
CLOUD000475,AWS,Azure Kubernetes Service,SUB-035,rg-024,2021-03-14,BU002,DR,Container
CLOUD000476,AWS,RDS,SUB-036,rg-025,2019-07-25,BU007,Production,Container
CLOUD000477,AWS,Azure Kubernetes Service,SUB-037,rg-026,2024-10-08,BU001,DR,Container
CLOUD000478,Azure,Azure Data Factory,SUB-038,rg-027,2018-02-15,BU005,Production,Database
CLOUD000479,Azure,Azure Data Factory,SUB-039,rg-028,2018-12-31,BU002,Production,Database
CLOUD000480,AWS,RDS,SUB-040,rg-029,2024-10-24,BU002,Production,Data Pipeline
CLOUD000481,Azure,S3,SUB-001,rg-030,2024-10-15,BU002,Non-Production,VM
CLOUD000482,Azure,RDS,SUB-002,rg-031,2021-03-03,BU002,Production,Container
CLOUD000483,Azure,EKS,SUB-003,rg-032,2021-07-13,BU001,Production,Database
CLOUD000484,Azure,RDS,SUB-004,rg-033,2025-07-23,BU001,DR,VM
CLOUD000485,AWS,Azure SQL Database,SUB-005,rg-034,2022-02-14,BU001,Non-Production,Container
CLOUD000486,Azure,Virtual Machines,SUB-006,rg-035,2023-08-23,BU008,Production,Data Pipeline
CLOUD000487,Azure,EC2,SUB-007,rg-036,2026-04-05,BU008,Production,Container
CLOUD000488,Azure,Virtual Machines,SUB-008,rg-037,2021-03-11,BU006,Production,Storage
CLOUD000489,AWS,S3,SUB-009,rg-038,2024-11-08,BU002,Production,VM
CLOUD000490,AWS,EKS,SUB-010,rg-039,2025-11-02,BU005,Production,Container
CLOUD000491,Azure,S3,SUB-011,rg-040,2025-06-13,BU002,Production,Storage
CLOUD000492,Azure,Azure SQL Database,SUB-012,rg-041,2018-08-10,BU001,Production,Container
CLOUD000493,Azure,EKS,SUB-013,rg-042,2020-08-21,BU002,Production,VM
CLOUD000494,Azure,S3,SUB-014,rg-043,2022-03-08,BU003,DR,Container
CLOUD000495,AWS,Azure Data Factory,SUB-015,rg-044,2018-10-28,BU002,Non-Production,Database
CLOUD000496,Azure,EKS,SUB-016,rg-045,2024-04-07,BU002,Production,Container
CLOUD000497,Azure,Azure Kubernetes Service,SUB-017,rg-046,2018-03-23,BU002,Production,Database
CLOUD000498,Azure,Azure SQL Database,SUB-018,rg-047,2025-12-20,BU002,Non-Production,Database
CLOUD000499,AWS,Azure Kubernetes Service,SUB-019,rg-048,2025-10-31,BU002,Production,VM
CLOUD000500,Azure,S3,SUB-020,rg-049,2020-08-08,BU002,Non-Production,Data Pipeline
CLOUD000501,AWS,Azure Kubernetes Service,SUB-021,rg-050,2024-03-22,BU005,Non-Production,Database
CLOUD000502,AWS,S3,SUB-022,rg-051,2022-12-21,BU007,Production,VM
CLOUD000503,Azure,S3,SUB-023,rg-052,2023-08-05,BU002,Production,Database
CLOUD000504,Azure,Virtual Machines,SUB-024,rg-053,2024-07-14,BU002,Production,Container
CLOUD000505,Azure,S3,SUB-025,rg-054,2019-05-28,BU002,Production,Data Pipeline
CLOUD000506,AWS,Azure Kubernetes Service,SUB-026,rg-055,2023-04-18,BU002,Production,Container
CLOUD000507,AWS,Azure Kubernetes Service,SUB-027,rg-056,2025-10-23,BU009,Production,Container
CLOUD000508,Azure,EKS,SUB-028,rg-057,2019-03-18,BU001,Production,Database
CLOUD000509,Azure,Virtual Machines,SUB-029,rg-058,2023-02-06,BU006,Production,Container
CLOUD000510,AWS,Virtual Machines,SUB-030,rg-059,2025-12-07,BU002,Production,VM
CLOUD000511,Azure,EC2,SUB-031,rg-060,2024-12-31,BU001,Production,Database
CLOUD000512,Azure,Virtual Machines,SUB-032,rg-061,2020-11-16,BU001,Production,VM
CLOUD000513,Azure,S3,SUB-033,rg-062,2021-03-15,BU008,Non-Production,Data Pipeline
CLOUD000514,Azure,RDS,SUB-034,rg-063,2022-03-20,BU003,Production,Data Pipeline
CLOUD000515,AWS,Azure SQL Database,SUB-035,rg-064,2020-08-30,BU001,Production,VM
CLOUD000516,AWS,S3,SUB-036,rg-065,2018-06-06,BU009,Non-Production,Container
CLOUD000517,Azure,EC2,SUB-037,rg-066,2025-02-23,BU003,Production,Container
CLOUD000518,AWS,EC2,SUB-038,rg-067,2019-05-19,BU003,Production,Storage
CLOUD000519,Azure,RDS,SUB-039,rg-068,2024-02-23,BU002,Production,Container
CLOUD000520,Azure,Virtual Machines,SUB-040,rg-069,2018-12-29,BU002,Production,VM
CLOUD000521,Azure,Azure Kubernetes Service,SUB-001,rg-070,2021-06-07,BU002,Production,VM
CLOUD000522,Azure,S3,SUB-002,rg-071,2022-03-24,BU009,Non-Production,Container
CLOUD000523,Azure,Azure SQL Database,SUB-003,rg-072,2021-09-13,BU002,Production,Database
CLOUD000524,AWS,Azure Kubernetes Service,SUB-004,rg-073,2025-01-12,BU002,Production,VM
CLOUD000525,AWS,EC2,SUB-005,rg-074,2021-12-02,BU002,DR,VM
CLOUD000526,Azure,RDS,SUB-006,rg-075,2025-11-25,BU003,Non-Production,Data Pipeline
CLOUD000527,Azure,EKS,SUB-007,rg-076,2018-11-01,BU010,DR,Container
CLOUD000528,Azure,Azure SQL Database,SUB-008,rg-077,2021-11-30,BU002,Production,Container
CLOUD000529,Azure,Azure Kubernetes Service,SUB-009,rg-078,2022-05-23,BU005,DR,Container
CLOUD000530,Azure,Virtual Machines,SUB-010,rg-079,2020-12-26,BU005,Non-Production,Container
CLOUD000531,Azure,Azure Kubernetes Service,SUB-011,rg-080,2022-08-14,BU004,DR,Container
CLOUD000532,Azure,RDS,SUB-012,rg-081,2023-03-27,BU006,DR,Data Pipeline
CLOUD000533,Azure,EKS,SUB-013,rg-082,2018-06-06,BU002,Production,VM
CLOUD000534,Azure,S3,SUB-014,rg-083,2020-07-23,BU002,DR,Container
CLOUD000535,AWS,Azure Data Factory,SUB-015,rg-084,2018-09-12,BU010,Production,VM
CLOUD000536,AWS,EC2,SUB-016,rg-085,2018-10-05,BU002,Production,Database
CLOUD000537,Azure,Azure Data Factory,SUB-017,rg-086,2018-09-20,BU001,Production,Database
CLOUD000538,Azure,EKS,SUB-018,rg-087,2023-09-25,BU001,Production,Container
CLOUD000539,Azure,Virtual Machines,SUB-019,rg-088,2019-07-04,BU002,Production,Container
CLOUD000540,Azure,EC2,SUB-020,rg-089,2025-05-28,BU002,Production,Database
CLOUD000541,AWS,EKS,SUB-021,rg-090,2024-04-28,BU003,Production,Storage
CLOUD000542,AWS,Azure SQL Database,SUB-022,rg-091,2021-05-18,BU006,Production,VM
CLOUD000543,Azure,Azure SQL Database,SUB-023,rg-092,2021-01-10,BU009,Non-Production,Storage
CLOUD000544,Azure,Azure Kubernetes Service,SUB-024,rg-093,2022-10-17,BU004,Production,Container
CLOUD000545,AWS,Virtual Machines,SUB-025,rg-094,2023-09-17,BU002,Non-Production,Storage
CLOUD000546,Azure,Azure SQL Database,SUB-026,rg-095,2020-03-21,BU002,Production,Data Pipeline
CLOUD000547,Azure,EC2,SUB-027,rg-096,2019-12-27,BU002,Production,Database
CLOUD000548,Azure,EKS,SUB-028,rg-097,2022-11-25,BU006,Production,Storage
CLOUD000549,Azure,RDS,SUB-029,rg-098,2024-06-07,BU002,Production,VM
CLOUD000550,Azure,Virtual Machines,SUB-030,rg-099,2021-03-07,BU002,Non-Production,Data Pipeline
CLOUD000551,AWS,EKS,SUB-031,rg-100,2019-02-04,BU002,Production,Storage
CLOUD000552,Azure,EKS,SUB-032,rg-101,2025-04-03,BU002,Production,Storage
CLOUD000553,AWS,Azure SQL Database,SUB-033,rg-102,2020-05-24,BU004,Production,Storage
CLOUD000554,Azure,S3,SUB-034,rg-103,2024-12-01,BU001,Production,Container
CLOUD000555,Azure,RDS,SUB-035,rg-104,2023-08-31,BU009,Non-Production,VM
CLOUD000556,Azure,EKS,SUB-036,rg-105,2020-02-24,BU001,DR,Data Pipeline
CLOUD000557,AWS,Azure Kubernetes Service,SUB-037,rg-106,2022-09-10,BU001,Production,Storage
CLOUD000558,Azure,Azure SQL Database,SUB-038,rg-107,2023-05-23,BU002,Production,Storage
CLOUD000559,AWS,Azure SQL Database,SUB-039,rg-108,2023-04-05,BU005,Production,Data Pipeline
CLOUD000560,AWS,S3,SUB-040,rg-109,2024-06-28,BU005,Production,VM
CLOUD000561,Azure,EKS,SUB-001,rg-110,2018-02-14,BU002,Production,Container
CLOUD000562,Azure,EKS,SUB-002,rg-111,2023-07-26,BU001,Production,Database
CLOUD000563,AWS,EC2,SUB-003,rg-112,2023-05-14,BU002,Production,Database
CLOUD000564,Azure,Azure Data Factory,SUB-004,rg-113,2019-12-14,BU002,Production,Database
CLOUD000565,Azure,EC2,SUB-005,rg-114,2020-10-20,BU002,Production,VM
CLOUD000566,AWS,RDS,SUB-006,rg-115,2022-12-18,BU002,Production,Container
CLOUD000567,Azure,Virtual Machines,SUB-007,rg-116,2023-11-04,BU002,Non-Production,Container
CLOUD000568,Azure,EKS,SUB-008,rg-117,2025-08-06,BU004,DR,Container
CLOUD000569,AWS,S3,SUB-009,rg-118,2026-01-08,BU002,Production,Container
CLOUD000570,Azure,EKS,SUB-010,rg-119,2022-07-08,BU008,Production,Storage
CLOUD000571,AWS,EKS,SUB-011,rg-120,2019-03-09,BU002,Non-Production,Database
